name,club,periods
Yevgen Rymshyn,Kryvbas Kryvyi Rig,1998-2004
Gennadiy Moroz,Kryvbas Kryvyi Rig,"1992-1992, 1998-2000"
Igor Nichenko,Kryvbas Kryvyi Rig,1993-1995
Valentyn Platonov,Kryvbas Kryvyi Rig,1996-2004
Vasil Gigiadze,Kryvbas Kryvyi Rig,"2005-2007, 2007-2008"
Denys Filimonov,Kryvbas Kryvyi Rig,"1992-1992, 1997-1997"
Mladen Bartulovic,Kryvbas Kryvyi Rig,"2008-2008, 2009-2010, 2011-2013"
Viktor Gromov,Kryvbas Kryvyi Rig,1992-1997
Ivan Getsko,Kryvbas Kryvyi Rig,2000-2001
Sergey Samodin,Kryvbas Kryvyi Rig,"2011-2011, 2012-2013"
Volodymyr Musolitin,Kryvbas Kryvyi Rig,2002-2003
Sergiy Motuz,Kryvbas Kryvyi Rig,"2007-2009, 2010-2011, 2011-2012, 2012-2013"
Vitaliy Pantilov,Kryvbas Kryvyi Rig,1992-1995
Alexandru Popovici,Kryvbas Kryvyi Rig,2004-2007
Yuriy Yakovenko,Kryvbas Kryvyi Rig,1993-1997
Oleg Chumak,Kryvbas Kryvyi Rig,"1970-1972, 1974-1980"
Vladyslav Lyutyi,Kryvbas Kryvyi Rig,"1991-1991, 1992-1995"
Oleksandr Ivashchenko,Kryvbas Kryvyi Rig,"2006-2008, 2008-2009, 2010-2013"
Volodymyr Gashchyn,Kryvbas Kryvyi Rig,1998-1999
Maksym Zaderaka,Kryvbas Kryvyi Rig,2022-2025
Volodymyr Ponomarenko,Kryvbas Kryvyi Rig,"1998-2002, 2004-2004"
Gennadiy Popovych,Kryvbas Kryvyi Rig,"1991-1994, 1994-1995, 1995-1997"
Oleksiy Khoblenko,Kryvbas Kryvyi Rig,"2021-2021, 2022-2022, 2022-2023, 2023-2023, 2023-2024"
Yuriy Kudinov,Kryvbas Kryvyi Rig,2001-2004
Oleksandr Palyanytsya,Kryvbas Kryvyi Rig,"1992-1993, 1999-2001"
Oleksiy Antonov,Kryvbas Kryvyi Rig,2012-2013
Vladislav Maltsev,Kryvbas Kryvyi Rig,1994-1997
Dorian Bylykbashi,Kryvbas Kryvyi Rig,2006-2011
Andrey Voronkov,Kryvbas Kryvyi Rig,2010-2011
Roman Debelko,Kryvbas Kryvyi Rig,2021-2024
Sergiy Mizin,Kryvbas Kryvyi Rig,2000-2001
Roman Grygorchuk,Kryvbas Kryvyi Rig,1995-1996
Vasyl Sachko,Kryvbas Kryvyi Rig,2006-2008
Volodymyr Morozov,Kryvbas Kryvyi Rig,1975-1979
Nikolay Kashevskiy,Kryvbas Kryvyi Rig,2004-2006
Taras Kabanov,Kryvbas Kryvyi Rig,2004-2006
Oleksandr Maksymov,Kryvbas Kryvyi Rig,"2008-2011, 2013-2013"
Oleg Kozhushko,Kryvbas Kryvyi Rig,2023-2025
Oleksandr Voskoboynyk,Kryvbas Kryvyi Rig,1997-1999
Roman Monarev,Kryvbas Kryvyi Rig,1998-2000
Yegor Tverdokhlib,Kryvbas Kryvyi Rig,2024-2025
Sead Salahovic,Kryvbas Kryvyi Rig,2004-2005
Sergiy Dranov,Kryvbas Kryvyi Rig,2004-2006
Oleksiy Kurylenko,Kryvbas Kryvyi Rig,1992-1996
Volodymyr Zakharov,Kryvbas Kryvyi Rig,1975-1980
Yuriy Selikhov,Kryvbas Kryvyi Rig,1989-1992
Klim Prykhodko,Kryvbas Kryvyi Rig,"2021-2022, 2023-2024"
Artem Shchedryi,Kryvbas Kryvyi Rig,"2021-2022, 2022-2022, 2022-2023"
Hrvoje Ilic,Kryvbas Kryvyi Rig,2023-2025
Magomed Adiev,Kryvbas Kryvyi Rig,2005-2006
Rifet Kapic,Kryvbas Kryvyi Rig,2022-2023
Ruslan Kostyshyn,Kryvbas Kryvyi Rig,"2007-2010, 2010-2012, 2012-2013"
Igor Kolyada,Kryvbas Kryvyi Rig,1991-1992
Valeriy Fedorchuk,Kryvbas Kryvyi Rig,"2010-2010, 2011-2012, 2012-2013"
Gennadiy Prykhodko,Kryvbas Kryvyi Rig,1993-1998
Maksym Lunyov,Kryvbas Kryvyi Rig,2023-2025
Vitaliy Dmytrenko,Kryvbas Kryvyi Rig,1976-1988
Andriy Ponedelnik,Kryvbas Kryvyi Rig,2022-2025
Denys Kuzyk,Kryvbas Kryvyi Rig,2023-2025
Andrey Morozov,Kryvbas Kryvyi Rig,2004-2005
Daniel Sosah,Kryvbas Kryvyi Rig,2023-2025
Prince Kwabena Adu,Kryvbas Kryvyi Rig,2023-2024
Vitaliy Lysytskyi,Kryvbas Kryvyi Rig,"2007-2008, 2010-2011, 2012-2013"
Dmytro Lyopa,Kryvbas Kryvyi Rig,"2010-2010, 2012-2013"
Nazar Voloshyn,Kryvbas Kryvyi Rig,2022-2022
Volodymyr Gryn,Kryvbas Kryvyi Rig,"1992-1993, 1995-1998"
Sergiy Mazur,Kryvbas Kryvyi Rig,"1991-1992, 1992-1994, 1995-1996"
Tymur Stetskov,Kryvbas Kryvyi Rig,"2015-2016, 2022-2025"
Anatoliy Oprya,Kryvbas Kryvyi Rig,2007-2010
Oleksandr Shevelyukhin,Kryvbas Kryvyi Rig,"2003-2004, 2005-2007"
