name,club,periods
Andriy Spivakov,Livyi Bereg Kyiv,"2021-2022, 2023-2025"
Danyil Sukhoruchko,Livyi Bereg Kyiv,2023-2025
Oleksiy Lytovchenko,Livyi Bereg Kyiv,2023-2024
Ruslan Dedukh,Livyi Bereg Kyiv,2023-2025
Vladyslav Voytsekhovskyi,Livyi Bereg Kyiv,2023-2025
Oleg Synytsya,Livyi Bereg Kyiv,2023-2025
Ivan Petrenko,Livyi Bereg Kyiv,"2021-2022, 2023-2024"
Andriy Yakymiv,Livyi Bereg Kyiv,2023-2025
Yevgen Morozenko,Livyi Bereg Kyiv,2021-2022
Volodymyr Koval,Livyi Bereg Kyiv,2021-2022
Andriy Zaporozhan,Livyi Bereg Kyiv,"2021-2022, 2024-2024"
Mykola Kogut,Livyi Bereg Kyiv,2023-2025
Sidnney,Livyi Bereg Kyiv,2024-2025
Oleksandr Akymenko,Livyi Bereg Kyiv,2021-2022
Taras Pinchuk,Livyi Bereg Kyiv,2021-2022
Artem Stargorodskyi,Livyi Bereg Kyiv,2021-2022
Vasyl Kurko,Livyi Bereg Kyiv,2021-2022
Viktor Berko,Livyi Bereg Kyiv,2021-2022
Pavlo Ksyonz,Livyi Bereg Kyiv,2021-2022
Arsen Slotyuk,Livyi Bereg Kyiv,2023-2024
Oleksandr Guskov,Livyi Bereg Kyiv,2021-2022
Akaki Meladze,Livyi Bereg Kyiv,2021-2022
Dmytro Shastal,Livyi Bereg Kyiv,2025-2025
Ivan Kogut,Livyi Bereg Kyiv,2023-2025
Maryan Mysyk,Livyi Bereg Kyiv,2024-2024
Oleg Karamushka,Livyi Bereg Kyiv,2021-2022
Klim Prykhodko,Livyi Bereg Kyiv,2024-2025
Oleg Vakulenko,Livyi Bereg Kyiv,2023-2024
Oleksandr Dudarenko,Livyi Bereg Kyiv,2023-2025
Taras Galas,Livyi Bereg Kyiv,2024-2025
Valeriy Samar,Livyi Bereg Kyiv,2023-2025
Volodymyr Shvets,Livyi Bereg Kyiv,"2023-2025, 2025-2025"
Oleg Sokolov,Livyi Bereg Kyiv,"2021-2022, 2024-2025"
Dmytro Bulyga,Livyi Bereg Kyiv,2021-2022
Renat Mochulyak,Livyi Bereg Kyiv,2021-2022
Ruslan Nepeypiev,Livyi Bereg Kyiv,2024-2025
Danylo Kolesnyk,Livyi Bereg Kyiv,2024-2024
Ernest Astakhov,Livyi Bereg Kyiv,2023-2025
Volodymyr Tsolan,Livyi Bereg Kyiv,2021-2022
Dmytro Rozhko,Livyi Bereg Kyiv,2021-2022
Maksym Serdyuk,Livyi Bereg Kyiv,"2024-2024, 2024-2025"
Roman Andrieshyn,Livyi Bereg Kyiv,2023-2024
Andriy Riznyk,Livyi Bereg Kyiv,2025-2025
Dmytro Fastov,Livyi Bereg Kyiv,2024-2025
Artur Ulyanytskyi,Livyi Bereg Kyiv,2021-2022
Vitaliy Reva,Livyi Bereg Kyiv,2021-2022
Vitaliy Chebotaryov,Livyi Bereg Kyiv,2023-2025
Oleg Yankovskyi,Livyi Bereg Kyiv,2023-2024
Yevgen Banada,Livyi Bereg Kyiv,2024-2025
Yaroslav Protsenko,Livyi Bereg Kyiv,2021-2022
Anton Sytnykov,Livyi Bereg Kyiv,2021-2022
Sergiy Kosovskyi,Livyi Bereg Kyiv,2024-2025
Oleksandr Chernyatynskyi,Livyi Bereg Kyiv,2023-2024
Bogdan Kobzar,Livyi Bereg Kyiv,2024-2025
Yuriy Repeta,Livyi Bereg Kyiv,2023-2024
Ivan Bykov,Livyi Bereg Kyiv,2023-2024
Maksym Mekhaniv,Livyi Bereg Kyiv,2024-2025
Sergiy Voronin,Livyi Bereg Kyiv,2021-2022
Maksym Kulish,Livyi Bereg Kyiv,"2023-2024, 2024-2024"
Vladyslav Shapoval,Livyi Bereg Kyiv,2024-2025
Mykola Ishchenko,Livyi Bereg Kyiv,2021-2022
Dmytro Semenov,Livyi Bereg Kyiv,2024-2025
Oleksandr Yevtikhov,Livyi Bereg Kyiv,2021-2022
