name,club,periods
Oleksandr Batalskyi,Obolon Kyiv,2019-2023
Oleg Slobodyan,Obolon Kyiv,2013-2025
Artem Favorov,Obolon Kyiv,2013-2016
Vasyl Prodan,Obolon Kyiv,2014-2019
Igor Medynskyi,Obolon Kyiv,"2018-2022, 2023-2025"
Ilya Kovalenko,Obolon Kyiv,2014-2017
Artur Murza,Obolon Kyiv,2021-2022
Igor Krasnopir,Obolon Kyiv,2022-2024
Kostyantyn Kovalenko,Obolon Kyiv,"2003-2009, 2014-2020"
Anton Shevchuk,Obolon Kyiv,"2010-2013, 2014-2017"
Artem Kovbasa,Obolon Kyiv,2016-2020
Ruslan Chernenko,Obolon Kyiv,2022-2025
Oleksiy Maydanevych,Obolon Kyiv,"2012-2013, 2013-2015, 2019-2022"
Oleksiy Shchebetun,Obolon Kyiv,2020-2022
Sergiy Sukhanov,Obolon Kyiv,"2021-2022, 2023-2025"
Vitaliy Grusha,Obolon Kyiv,2022-2025
Artem Korolchuk,Obolon Kyiv,2013-2018
Yuriy Brovchenko,Obolon Kyiv,"2014-2015, 2015-2017, 2019-2021"
Artem Terekhov,Obolon Kyiv,"2017-2018, 2019-2021, 2022-2023"
Maksym Pokotylyuk,Obolon Kyiv,2018-2023
Sergiy Datsenko,Obolon Kyiv,2016-2017
Pavlo Gordiychuk,Obolon Kyiv,2013-2017
Ivan Matyazh,Obolon Kyiv,2020-2022
Guttiner,Obolon Kyiv,"2019-2019, 2019-2021"
Rostyslav Taranukha,Obolon Kyiv,2023-2025
Kostyantyn Cherniy,Obolon Kyiv,2021-2022
Aramis Kouzine,Obolon Kyiv,2018-2019
Oleksiy Savchenko,Obolon Kyiv,2019-2023
Grygoriy Sakhnyuk,Obolon Kyiv,2014-2018
Yevgeniy Shevchenko,Obolon Kyiv,2015-2020
Yevgen Yefremov,Obolon Kyiv,2018-2020
Oleksiy Lobov,Obolon Kyiv,2021-2022
Oleksandr Guskov,Obolon Kyiv,2017-2020
Yegor Prokopenko,Obolon Kyiv,2017-2025
Taras Moroz,Obolon Kyiv,2022-2025
Danylo Karas,Obolon Kyiv,2022-2025
Pavlo Lukyanchuk,Obolon Kyiv,"2020-2022, 2022-2025"
Yuriy Mate,Obolon Kyiv,2021-2022
Volodymyr Tkach,Obolon Kyiv,2016-2020
Viktor Bliznichenko,Obolon Kyiv,2024-2025
Denys Ostrovskyi,Obolon Kyiv,"2018-2020, 2020-2021"
Vladyslav Ulyanchenko,Obolon Kyiv,2016-2021
Dmytro Yeremenko,Obolon Kyiv,2016-2018
Andriy Semenko,Obolon Kyiv,2018-2020
Dmytro Sartina,Obolon Kyiv,2017-2018
Dmytro Skakun,Obolon Kyiv,2017-2017
Valeriy Stepanenko,Obolon Kyiv,2018-2020
Oleksandr Derebchynskyi,Obolon Kyiv,2018-2019
Vasyl Bilyi,Obolon Kyiv,2020-2021
Taras Puchkovskyi,Obolon Kyiv,2019-2020
Yevgeniy Pronak,Obolon Kyiv,2013-2014
Kostyantyn Bychek,Obolon Kyiv,2024-2025
Oleksandr Ivashchenko,Obolon Kyiv,"2004-2006, 2009-2010, 2013-2014, 2016-2016"
Dmytro Bashlay,Obolon Kyiv,"2005-2007, 2016-2017"
Yaroslav Zakharevych,Obolon Kyiv,"2012-2013, 2016-2017"
Vadym Bovtruk,Obolon Kyiv,2017-2017
Dmytro Fateev,Obolon Kyiv,2022-2024
Valeriy Dubko,Obolon Kyiv,"2023-2024, 2024-2025"
Andriy Kornev,Obolon Kyiv,"1998-1999, 2012-2020"
Rizvan Ablitarov,Obolon Kyiv,2015-2017
Oleksandr Kozak,Obolon Kyiv,"2012-2013, 2017-2018"
Vladyslav Pryimak,Obolon Kyiv,2023-2025
Oleksandr Chernov,Obolon Kyiv,"2022-2025, 2025-2025"
Dmytro Kuzmenkov,Obolon Kyiv,2016-2018
Artem Chornyi,Obolon Kyiv,
Artem Derevyago,Obolon Kyiv,
Maksym Leshchenko,Obolon Kyiv,2013-2014
Anton Rafalskyi,Obolon Kyiv,2019-2019
Igor Berezanskyi,Obolon Kyiv,2013-2015
Ivan Borysenko,Obolon Kyiv,"2017-2017, 2017-2018"
Oleg Ilyin,Obolon Kyiv,2025-2025
Denys Marynchuk,Obolon Kyiv,"2004-2005, 2013-2014"
Maksym Potopalskyi,Obolon Kyiv,"2021-2021, 2021-2022"
Oleksandr Dyachenko,Obolon Kyiv,2013-2015
Andriy Lomnytskyi,Obolon Kyiv,
Vladyslav Mukhamatgaleyev,Obolon Kyiv,2023-2024
Denys Ustymenko,Obolon Kyiv,2025-2025
Sergiy Mashtalir,Obolon Kyiv,2022-2023
Yevgen Zaporozhets,Obolon Kyiv,2024-2024
Oleksiy Cheremisin,Obolon Kyiv,"2009-2013, 2013-2014"
Tymur Rustamov,Obolon Kyiv,"2014-2016, 2017-2017"
Denys Marchenko,Obolon Kyiv,
Bogdan Pokoyovyi,Obolon Kyiv,
Daniil Yushko,Obolon Kyiv,
Yuriy Maley,Obolon Kyiv,2017-2017
Mykyta Vovchenko,Obolon Kyiv,2013-2013
Pavlo Tsyrkunenko,Obolon Kyiv,2014-2015
Artem Kulinich,Obolon Kyiv,2015-2016
Dmytro Ostapenko,Obolon Kyiv,2013-2014
Ivan Pitsan,Obolon Kyiv,2015-2017
Simon Galoyan,Obolon Kyiv,
Valeri Zavarov,Obolon Kyiv,"2010-2012, 2013-2014"
Maryan Lytovchak,Obolon Kyiv,2013-2016
Daniil Rudenko,Obolon Kyiv,
Andriy Bartoshuk,Obolon Kyiv,2013-2014
Svyatoslav Shapovalov,Obolon Kyiv,"2017-2017, 2017-2018"
Dmytro Fastov,Obolon Kyiv,"2020-2020, 2020-2021"
Volodymyr Shvab,Obolon Kyiv,2014-2015
