name,club,periods
Ambrosiy Chachua,Karpaty Lviv,"2011-2018, 2021-2025"
Denys Kozhanov,Karpaty Lviv,"2008-2009, 2009-2011, 2014-2016, 2021-2024"
Igor Neves,Karpaty Lviv,2023-2025
Pavlo Polegenko,Karpaty Lviv,2023-2025
Yevgen Pidlepenets,Karpaty Lviv,2023-2025
Maksym Gumenyuk,Karpaty Lviv,2021-2024
Rostyslav Taranukha,Karpaty Lviv,2022-2023
Yan Kostenko,Karpaty Lviv,2023-2025
Denys Galenkov,Karpaty Lviv,"2021-2023, 2024-2024"
Vladyslav Pryimak,Karpaty Lviv,2021-2023
Artur Ryabov,Karpaty Lviv,2022-2025
Bruninho,Karpaty Lviv,2024-2025
Oleg Ocheretko,Karpaty Lviv,2024-2025
Igor Duts,Karpaty Lviv,2022-2023
Artur Shakh,Karpaty Lviv,2022-2025
Oleksandr Dudarenko,Karpaty Lviv,"2014-2016, 2021-2022"
Yuriy Tlumak,Karpaty Lviv,"2020-2020, 2022-2023, 2024-2025"
Volodymyr Zastavnyi,Karpaty Lviv,"2021-2022, 2022-2022"
Ivan Bobko,Karpaty Lviv,2023-2023
Ilya Povaliy,Karpaty Lviv,2021-2022
Yevgen Budnik,Karpaty Lviv,"2021-2022, 2022-2022"
Valeriy Boldenkov,Karpaty Lviv,2021-2023
Andriy Tkachuk,Karpaty Lviv,"2007-2013, 2013-2014, 2021-2023"
Yegor Demchenko,Karpaty Lviv,2023-2024
Ivan Kogut,Karpaty Lviv,2022-2023
Bogdan Veklyak,Karpaty Lviv,"2018-2020, 2023-2025"
Dmytro Makhnev,Karpaty Lviv,2022-2023
Oleg Len,Karpaty Lviv,2022-2023
Vladyslav Klymenko,Karpaty Lviv,2023-2025
Denys Ustymenko,Karpaty Lviv,2024-2024
Vitaliy Ravlyk,Karpaty Lviv,2023-2024
Oleksandr Yermachenko,Karpaty Lviv,2021-2022
Denys Prytykovskyi,Karpaty Lviv,2021-2022
Cristhyan,Karpaty Lviv,2023-2023
Orest Kuzyk,Karpaty Lviv,2024-2025
Oleksiy Khoblenko,Karpaty Lviv,2023-2023
Vladyslav Baboglo,Karpaty Lviv,2023-2025
Yuriy Repeta,Karpaty Lviv,2022-2023
Taras Sakiv,Karpaty Lviv,2023-2025
Yegor Kartushov,Karpaty Lviv,2023-2024
Tymofiy Sukhar,Karpaty Lviv,2023-2025
Denys Miroshnichenko,Karpaty Lviv,"2013-2019, 2024-2025"
Maksym Chekh,Karpaty Lviv,2023-2025
Jean Pedroso,Karpaty Lviv,2024-2025
Dmytro Rozhko,Karpaty Lviv,"2021-2021, 2022-2024"
Vitaliy Katrych,Karpaty Lviv,2022-2024
Andriy Lomnytskyi,Karpaty Lviv,2022-2024
Patricio Tanda,Karpaty Lviv,2025-2025
Mykhaylo Khromey,Karpaty Lviv,2024-2024
Vladyslav Reznik,Karpaty Lviv,2023-2024
Petro Dolgov,Karpaty Lviv,2023-2023
Eduardo,Karpaty Lviv,2023-2024
Ivan Chaban,Karpaty Lviv,
Arielson,Karpaty Lviv,2024-2024
Sergiy Gorbunov,Karpaty Lviv,2023-2023
Oleksandr Fetko,Karpaty Lviv,2022-2024
Vasyl Debych,Karpaty Lviv,2022-2024
Oleg Fedor,Karpaty Lviv,2025-2025
Maksym Skorokhod,Karpaty Lviv,2022-2024
Volodymyr Savchyn,Karpaty Lviv,2022-2024
Tymur Stetskov,Karpaty Lviv,2025-2025
Dmytro Fastov,Karpaty Lviv,"2022-2023, 2024-2024"
Igor Krasnopir,Karpaty Lviv,2025-2025
Vitaliy Gayduchok,Karpaty Lviv,2022-2024
Artur Ilyukhin,Karpaty Lviv,2022-2024
Oleksandr Klymets,Karpaty Lviv,2022-2023
Oleksiy Sych,Karpaty Lviv,"2020-2020, 2025-2025"
Volodymyr Adamyuk,Karpaty Lviv,2024-2025
Andriy Kozhukhar,Karpaty Lviv,2023-2024
Oleksandr Myzyuk,Karpaty Lviv,2023-2024
Ivan Siletskyi,Karpaty Lviv,"2013-2018, 2020-2022, 2022-2022"
Pablo Álvarez,Karpaty Lviv,2024-2025
Sergiy Siminin,Karpaty Lviv,2021-2022
Ivan Lobay,Karpaty Lviv,"2014-2018, 2021-2022"
Oleksandr Kemkin,Karpaty Lviv,2024-2025
Stênio,Karpaty Lviv,"2024-2025, 2025-2025"
Mykola Kogut,Karpaty Lviv,2022-2023
Oleksandr Matkobozhyk,Karpaty Lviv,2021-2022
Anatoliy Titunin,Karpaty Lviv,2020-2022
Yuriy Romanyuk,Karpaty Lviv,2023-2024
Roman Lyopka,Karpaty Lviv,2022-2023
Igor Bogach,Karpaty Lviv,"2015-2018, 2021-2022"
Vadym Sydun,Karpaty Lviv,"2022-2024, 2025-2025"
Oleksandr Ilyushchenkov,Karpaty Lviv,"2011-2015, 2023-2025"
Bogdan Porokh,Karpaty Lviv,2023-2023
Jared Khasa,Karpaty Lviv,2024-2024
Yakiv Kinareykin,Karpaty Lviv,2024-2025
Danylo Knysh,Karpaty Lviv,2023-2023
Ilya Kvasnytsya,Karpaty Lviv,2025-2025
