name,club,periods
Ruslan Stepanyuk,NK Veres Rivne,"2016-2018, 2024-2025"
Mykhaylo Shestakov,NK Veres Rivne,2019-2024
Mykhaylo Sergiychuk,NK Veres Rivne,"2010-2010, 2016-2017, 2017-2018, 2020-2023"
Mykola Gayduchyk,NK Veres Rivne,"2021-2021, 2021-2025"
Oleksandr Palyanytsya,NK Veres Rivne,1993-1995
Sergiy Voznyuk,NK Veres Rivne,"1991-1992, 1993-1994, 1995-1997, 2001-2002, 2004-2007"
Vitaliy Dakhnovskyi,NK Veres Rivne,2020-2025
Gennadiy Pasich,NK Veres Rivne,"2017-2018, 2020-2023"
Oleksandr Svystunov,NK Veres Rivne,1992-1995
Vladyslav Sharay,NK Veres Rivne,2022-2025
Igor Yavorskyi,NK Veres Rivne,1993-1994
Robert Gegedosh,NK Veres Rivne,2020-2022
Denys Filimonov,NK Veres Rivne,1992-1995
Igor Ukrainets,NK Veres Rivne,"1994-1997, 1999-2000"
Sergiy Borzenko,NK Veres Rivne,2016-2018
Bogdan Samardak,NK Veres Rivne,1993-1995
Yuriy Bakalov,NK Veres Rivne,1995-1997
Vitaliy Shevchuk,NK Veres Rivne,"1996-1999, 2001-2008"
Igor Parkhomchuk,NK Veres Rivne,1995-1997
Gennadiy Chernykh,NK Veres Rivne,1992-1994
Dmytro Klyots,NK Veres Rivne,2021-2025
Sergiy Petko,NK Veres Rivne,"2017-2017, 2019-2022"
Ruslan Shaporenko,NK Veres Rivne,1994-1996
Rostyslav Voloshynovych,NK Veres Rivne,2016-2018
Valeriy Kucherov,NK Veres Rivne,"2016-2018, 2019-2025"
Semen Vovchenko,NK Veres Rivne,2022-2025
Andriy Fedorchuk,NK Veres Rivne,"1996-1999, 2001-2009"
Igor Soldat,NK Veres Rivne,2019-2022
Yevgen Morozenko,NK Veres Rivne,"2017-2018, 2019-2020"
Anatoliy Kolomiyets,NK Veres Rivne,"1995-1997, 1999-2000, 2001-2008"
Iago Siqueira,NK Veres Rivne,2023-2025
Oleksandr Chervonyi,NK Veres Rivne,1992-1994
Roman Goncharenko,NK Veres Rivne,"2020-2022, 2024-2025"
Dmytro Nemchaninov,NK Veres Rivne,2020-2022
Volodymyr Novak,NK Veres Rivne,1998-2004
Anton Kotlyar,NK Veres Rivne,"2016-2018, 2018-2018"
Oleg Kucher,NK Veres Rivne,1991-1995
Roman Miroshnyk,NK Veres Rivne,2020-2023
Sergiy Demushkin,NK Veres Rivne,"1999-2000, 2002-2005"
Igor Kharkivshchenko,NK Veres Rivne,1994-1995
Oleg Synytskyi,NK Veres Rivne,"1993-1993, 1995-2000"
Yevgeniy Pasich,NK Veres Rivne,"2017-2018, 2021-2023"
Sergiy Michuda,NK Veres Rivne,"1992-1992, 1993-1997, 1999-2000"
Igor Kabanets,NK Veres Rivne,"1995-1995, 1996-1999"
Mykyta Polyulyakh,NK Veres Rivne,2020-2022
Artur Zapadnya,NK Veres Rivne,2016-2018
Vasyl Kurko,NK Veres Rivne,2022-2024
Svyatoslav Syrota,NK Veres Rivne,1993-1994
Bogdan Kogut,NK Veres Rivne,"2016-2018, 2020-2025"
Oleg Petrov,NK Veres Rivne,1992-1993
