name,club,periods
Luiz Adriano,Shakhtar Donetsk,2007-2015
Andriy Vorobey,Shakhtar Donetsk,1998-2007
Vitaliy Starukhin,Shakhtar Donetsk,1972-1981
Mykhaylo Sokolovskyi,Shakhtar Donetsk,1974-1988
Brandão,Shakhtar Donetsk,2002-2009
Alex Teixeira,Shakhtar Donetsk,2010-2016
Igor Petrov,Shakhtar Donetsk,"1981-1991, 1994-1996, 1998-1999"
Sergiy Atelkin,Shakhtar Donetsk,"1991-1996, 1996-1997, 1999-2002"
Viktor Grachov,Shakhtar Donetsk,"1980-1982, 1983-1991, 1994-1995"
Oleg Matveyev,Shakhtar Donetsk,"1992-1996, 1996-2000"
Marlos,Shakhtar Donetsk,2014-2022
Gennadiy Zubov,Shakhtar Donetsk,1994-2004
Oleksiy Belik,Shakhtar Donetsk,"1999-2008, 2008-2008"
Jádson,Shakhtar Donetsk,2005-2012
Oleksandr Gladkyi,Shakhtar Donetsk,"2007-2010, 2014-2016"
Eduardo,Shakhtar Donetsk,"2010-2014, 2015-2017"
Taison,Shakhtar Donetsk,2013-2021
Julius Aghahowa,Shakhtar Donetsk,"2001-2007, 2009-2010, 2011-2011"
Valeriy Kryventsov,Shakhtar Donetsk,1992-2001
Yuriy Ananchenko,Shakhtar Donetsk,1959-1967
Fernandinho,Shakhtar Donetsk,2005-2013
Darijo Srna,Shakhtar Donetsk,2003-2018
Gennadiy Orbu,Shakhtar Donetsk,"1992-1996, 1997-2000"
Sergiy Popov,Shakhtar Donetsk,"1992-1996, 1998-2004"
Sergiy Yashchenko,Shakhtar Donetsk,1982-1995
Anatoliy Tymoshchuk,Shakhtar Donetsk,1998-2007
Valentin Sapronov,Shakhtar Donetsk,1952-1964
Douglas Costa,Shakhtar Donetsk,2010-2015
Willian,Shakhtar Donetsk,2007-2013
Mykola Fedorenko,Shakhtar Donetsk,1975-1982
Viktor Kovalenko,Shakhtar Donetsk,2015-2021
Mariusz Lewandowski,Shakhtar Donetsk,2001-2010
Taras Stepanenko,Shakhtar Donetsk,2010-2025
Stanislav Evseenko,Shakhtar Donetsk,1965-1971
Dentinho,Shakhtar Donetsk,"2011-2013, 2013-2022"
Valeriy Yaremchenko,Shakhtar Donetsk,"1966-1967, 1968-1979"
Alan Patrick,Shakhtar Donetsk,"2011-2013, 2013-2014, 2014-2015, 2015-2015, 2016-2022"
Volodymyr Rogovskiy,Shakhtar Donetsk,1974-1982
Ilsinho,Shakhtar Donetsk,"2007-2010, 2012-2015"
Vladimir Safonov,Shakhtar Donetsk,1972-1981
Oleksiy Gay,Shakhtar Donetsk,"2000-2004, 2006-2013"
Yevgen Dragunov,Shakhtar Donetsk,1986-1993
Yaroslav Rakitskyi,Shakhtar Donetsk,"2009-2019, 2023-2024"
Ismaily,Shakhtar Donetsk,2013-2022
Mykola Matvienko,Shakhtar Donetsk,"2017-2017, 2017-2025"
Dmytro Chygrynskyi,Shakhtar Donetsk,"2006-2009, 2010-2015, 2023-2024"
Igor Leonov,Shakhtar Donetsk,"1988-1992, 1993-1996, 1996-2000"
Yuriy Dudinsky,Shakhtar Donetsk,1970-1980
Sergiy Kovalyov,Shakhtar Donetsk,1994-2001
Oleksiy Varnavskyi,Shakhtar Donetsk,"1974-1975, 1977-1987"
Dmitriy Mizernyi,Shakhtar Donetsk,1961-1967
Sergiy Kryvtsov,Shakhtar Donetsk,2010-2023
Aleksey Bakharev,Shakhtar Donetsk,"1998-2005, 2005-2006"
Oleksandr Kucher,Shakhtar Donetsk,2006-2017
Yuriy Gubich,Shakhtar Donetsk,1966-1975
Răzvan Raț,Shakhtar Donetsk,2003-2013
Tomas Hübschman,Shakhtar Donetsk,2004-2014
Valeriy Rudakov,Shakhtar Donetsk,1974-1987
Igor Duljaj,Shakhtar Donetsk,2004-2010
Oleksandr Sopko,Shakhtar Donetsk,1981-1991
Vladimir Pyanykh,Shakhtar Donetsk,"1969-1971, 1974-1984"
Mykhaylo Starostyak,Shakhtar Donetsk,1995-2004
Valeriy Goshkoderya,Shakhtar Donetsk,"1981-1982, 1984-1990"
Vyacheslav Shevchuk,Shakhtar Donetsk,"2000-2002, 2005-2017"
Vyacheslav Alyabyev,Shakhtar Donetsk,1956-1965
Oleksandr Koval,Shakhtar Donetsk,1992-2000
Valeriy Gorbunov,Shakhtar Donetsk,1972-1983
Vladimir Sorokin,Shakhtar Donetsk,1962-1968
Vladimir Salkov,Shakhtar Donetsk,1960-1969
Viktor Kondratov,Shakhtar Donetsk,1975-1982
Mykola Golovko,Shakhtar Donetsk,1960-1969
Yuriy Degteryov,Shakhtar Donetsk,1968-1984
Dmytro Shutkov,Shakhtar Donetsk,1991-2008
Andriy Pyatov,Shakhtar Donetsk,"2007-2007, 2007-2023"
Viktor Zvyagintsev,Shakhtar Donetsk,"1973-1976, 1977-1981"
