name,club,periods
Pylyp Budkivskyi,Polissya Zhytomyr,2022-2024
Artem Kozak,Polissya Zhytomyr,2021-2024
Vasyl Grytsuk,Polissya Zhytomyr,"2021-2024, 2024-2024"
Bogdan Kushnirenko,Polissya Zhytomyr,2022-2025
Oleksiy Gutsulyak,Polissya Zhytomyr,2024-2025
Oleksandr Nazarenko,Polissya Zhytomyr,2023-2025
Dmytro Shastal,Polissya Zhytomyr,"2021-2024, 2024-2025"
Denis Yanakov,Polissya Zhytomyr,"2021-2022, 2022-2024, 2024-2024"
Yaroslav Galenko,Polissya Zhytomyr,2019-2021
Luifer Hernández,Polissya Zhytomyr,"2024-2025, 2025-2025"
Andriy Gitchenko,Polissya Zhytomyr,2021-2024
Sergiy Shvets,Polissya Zhytomyr,2019-2022
Béni Makouana,Polissya Zhytomyr,"2023-2025, 2025-2025"
Stanislav Koval,Polissya Zhytomyr,2021-2021
Borys Krushynskyi,Polissya Zhytomyr,2023-2025
Facundo Batista,Polissya Zhytomyr,2025-2025
Emil Mustafayev,Polissya Zhytomyr,"2023-2025, 2025-2025"
Maksym Andrushchenko,Polissya Zhytomyr,2021-2023
Yuriy Kolomoets,Polissya Zhytomyr,2021-2022
Andriy Kovalyov,Polissya Zhytomyr,2020-2021
Artem Smolyakov,Polissya Zhytomyr,2023-2025
Vladyslav Shapoval,Polissya Zhytomyr,2021-2024
Maksym Gavrylenko,Polissya Zhytomyr,2020-2021
Vyacheslav Tankovskyi,Polissya Zhytomyr,2023-2024
Andriy Ponedelnik,Polissya Zhytomyr,2020-2021
Andriy Nesterov,Polissya Zhytomyr,2021-2023
Denys Galenkov,Polissya Zhytomyr,2018-2021
Andriy Vlasyuk,Polissya Zhytomyr,2019-2023
Denys Ostrovskyi,Polissya Zhytomyr,2021-2021
Marat Daudov,Polissya Zhytomyr,2019-2021
Eduard Sarapiy,Polissya Zhytomyr,2024-2025
Arielson,Polissya Zhytomyr,2023-2024
Sergiy Kyslenko,Polissya Zhytomyr,2022-2023
Yevgeniy Shevchenko,Polissya Zhytomyr,2020-2021
Denys Ndukve,Polissya Zhytomyr,2024-2024
Yevgen Troyanovskyi,Polissya Zhytomyr,2020-2021
Cauã Paixão,Polissya Zhytomyr,2024-2025
Vadym Semchuk,Polissya Zhytomyr,2018-2021
Oleksandr Andriyevskyi,Polissya Zhytomyr,2025-2025
Valeriy Galakhov,Polissya Zhytomyr,
Dmytro Demchyk,Polissya Zhytomyr,
Vladyslav Vakula,Polissya Zhytomyr,"2022-2022, 2022-2023, 2023-2024"
Yevgeniy Mykytyuk,Polissya Zhytomyr,2022-2024
Yevgeniy Morozko,Polissya Zhytomyr,"2021-2022, 2022-2024, 2024-2024"
Kyrylo Prokopchuk,Polissya Zhytomyr,2020-2021
Bogdan Lednev,Polissya Zhytomyr,2024-2025
Sergiy Chobotenko,Polissya Zhytomyr,2023-2025
Oleksandr Glagola,Polissya Zhytomyr,2021-2022
Lucas Taylor,Polissya Zhytomyr,2023-2025
Bogdan Mykhaylichenko,Polissya Zhytomyr,2024-2025
Sergiy Dyachuk,Polissya Zhytomyr,
Yevgen Mykolayuk,Polissya Zhytomyr,
Anton Kolodnitskyi,Polissya Zhytomyr,
Artem Zhukov,Polissya Zhytomyr,
Zidan-Tymofiy Dzhasim,Polissya Zhytomyr,
Sergiy Molochko,Polissya Zhytomyr,2018-2018
Pavlo Ivanov,Polissya Zhytomyr,2018-2019
Igor Cherednichenko,Polissya Zhytomyr,2018-2019
Igor Chaykovskyi,Polissya Zhytomyr,2021-2022
Oleg Mozil,Polissya Zhytomyr,2018-2020
Oleksandr Mosiyuk,Polissya Zhytomyr,2019-2020
Ilya Khodulya,Polissya Zhytomyr,2018-2019
Dmytro Baranov,Polissya Zhytomyr,2018-2019
Igor Bogach,Polissya Zhytomyr,2018-2018
Vladyslav Kramar,Polissya Zhytomyr,
Yaroslav Karaman,Polissya Zhytomyr,
Yevgeniy Nemtinov,Polissya Zhytomyr,2018-2020
Vladyslav Ogirya,Polissya Zhytomyr,2021-2024
Maksym Zaynchkovskyi,Polissya Zhytomyr,
Volodymyr Dontsov,Polissya Zhytomyr,2019-2020
Nikita Fedotov,Polissya Zhytomyr,2019-2020
Ivan Mochevinskyi,Polissya Zhytomyr,2019-2020
Oleg Okhrimenko,Polissya Zhytomyr,
Maksym Gryshchenko,Polissya Zhytomyr,
Danyil Checher,Polissya Zhytomyr,
Danylo Beskorovaynyi,Polissya Zhytomyr,2024-2025
Mykhaylo Rasko,Polissya Zhytomyr,
Artem Merkushov,Polissya Zhytomyr,
Borel Tomandzoto,Polissya Zhytomyr,"2024-2024, 2024-2025"
Maksym Borovets,Polissya Zhytomyr,2019-2020
Vitaliy Silchenko,Polissya Zhytomyr,2020-2021
Danylo Volynets,Polissya Zhytomyr,2022-2023
Maksym Cheglov,Polissya Zhytomyr,2018-2018
Igor Oleksiyenko,Polissya Zhytomyr,
Bogdan Maksymenko,Polissya Zhytomyr,
Igor Poruchynskyi,Polissya Zhytomyr,2018-2019
Artem Shapovalenko,Polissya Zhytomyr,2019-2019
Vitaliy Sokurenko,Polissya Zhytomyr,2018-2019
Andriy Shyshygin,Polissya Zhytomyr,2018-2019
Artem Nedolya,Polissya Zhytomyr,2018-2019
Yevgen Korokhov,Polissya Zhytomyr,2019-2020
Dmytro Mikheev,Polissya Zhytomyr,
Sergiy Shkolnyi,Polissya Zhytomyr,
Vitaliy Mykhaylenko,Polissya Zhytomyr,
Artem Pospelov,Polissya Zhytomyr,2022-2025
Sergiy Onishchuk,Polissya Zhytomyr,
Oleksandr Rozpotnyuk,Polissya Zhytomyr,
Ruslan Babenko,Polissya Zhytomyr,"2021-2022, 2024-2025"
Bogdan Orynchak,Polissya Zhytomyr,2021-2022
Yassin Fortuné,Polissya Zhytomyr,2024-2024
