name,club,periods
Sergiy Chuychenko,Vorskla Poltava,"1996-1998, 1998-1999"
Ruslan Stepanyuk,Vorskla Poltava,2020-2024
Ivan Shariy,Vorskla Poltava,"1987-1989, 1992-1993, 1995-1997, 1998-1999"
Ahmed Januzi,Vorskla Poltava,2007-2015
Artem Gromov,Vorskla Poltava,2010-2016
Roman Bezus,Vorskla Poltava,2009-2013
Vasyl Sachko,Vorskla Poltava,2008-2012
Yuriy Kolomoets,Vorskla Poltava,"2016-2017, 2017-2020"
Sergiy Shevtsov,Vorskla Poltava,2001-2008
Vitaliy Kobzar,Vorskla Poltava,1996-2003
Debatik Curri,Vorskla Poltava,2005-2010
Jovan Markoski,Vorskla Poltava,2006-2015
Pavlo Rebenok,Vorskla Poltava,"2005-2007, 2011-2012, 2013-2013, 2016-2021"
Ibrahim Kane,Vorskla Poltava,"2018-2020, 2020-2022, 2022-2025"
Igor Kostyuk,Vorskla Poltava,"1997-2000, 2000-2001"
Volodymyr Chesnakov,Vorskla Poltava,2007-2024
Sergiy Kravchenko,Vorskla Poltava,2006-2009
Oleksandr Sklyar,Vorskla Poltava,2012-2025
Denis Glavina,Vorskla Poltava,"2006-2006, 2007-2008, 2008-2009, 2009-2010"
Oleksandr Omelchuk,Vorskla Poltava,1997-2003
Sergiy Onopko,Vorskla Poltava,1999-2006
Oleg Kryvenko,Vorskla Poltava,"1984-1985, 1987-1995, 1995-1996, 1996-1997"
Andriy Khomyn,Vorskla Poltava,1996-1999
Dmytro Yesin,Vorskla Poltava,2008-2012
Oleksiy Chychykov,Vorskla Poltava,"2008-2008, 2009-2013"
Volodymyr Dychko,Vorskla Poltava,1995-2000
Sergey Doronchenko,Vorskla Poltava,"1992-1993, 1995-1996"
Artem Chelyadin,Vorskla Poltava,2020-2025
Denys Kulakov,Vorskla Poltava,"2007-2008, 2008-2011"
Ivan Kryvosheenko,Vorskla Poltava,2011-2015
Yevgen Selin,Vorskla Poltava,"2010-2010, 2011-2013"
Armend Dallku,Vorskla Poltava,
Andriy Guzenko,Vorskla Poltava,"1993-1994, 1997-1998, 1998-2003"
Igor Machogan,Vorskla Poltava,1994-2002
Oleksandr Chyzhov,Vorskla Poltava,"2005-2008, 2017-2019"
Viktor Dotsenko,Vorskla Poltava,1999-2003
Yuriy Levchuk,Vorskla Poltava,1991-1997
Igor Perduta,Vorskla Poltava,2013-2025
Gennadiy Medvedev,Vorskla Poltava,"1998-1999, 2000-2011"
Grygoriy Yarmash,Vorskla Poltava,2005-2011
Sergiy Balanchuk,Vorskla Poltava,"1999-2003, 2003-2003"
Vadym Sapay,Vorskla Poltava,2012-2021
Oleg Krasnopyorov,Vorskla Poltava,2008-2013
Denys Stoyan,Vorskla Poltava,
Oleksandr Golovko,Vorskla Poltava,1996-2003
Yevgeniy Tkachuk,Vorskla Poltava,2011-2016
Volodymyr Sysenko,Vorskla Poltava,"1992-1994, 1994-1995"
Sergiy Dolganskyi,Vorskla Poltava,"2001-2002, 2003-2013"
Oleg Storozhenko,Vorskla Poltava,"1991-1993, 1993-1995, 1997-1998"
Andriy Kovtun,Vorskla Poltava,1996-2001
