name,club,periods
Sergiy Chuychenko,FC Oleksandriya,"1993-1995, 1995-1996, 2000-2003"
Volodymyr Maksymov,FC Oleksandriya,"1991-1998, 2004-2005"
Vasyl Grytsuk,FC Oleksandriya,"2010-2011, 2012-2021"
Andriy Zaporozhan,FC Oleksandriya,2008-2020
Viktor Bogatyr,FC Oleksandriya,"1991-1993, 1994-1994, 1994-1995"
Maksym Tretyakov,FC Oleksandriya,"2019-2020, 2020-2023"
Oleksandr Kazanyuk,FC Oleksandriya,"2005-2009, 2009-2012"
Oleg Yaremenko,FC Oleksandriya,1995-2000
Vitaliy Ponomar,FC Oleksandriya,"2009-2009, 2014-2019"
Yevgeniy Shupik,FC Oleksandriya,2007-2011
Yevgen Banada,FC Oleksandriya,2011-2021
Vadym Chernyshenko,FC Oleksandriya,"1996-2001, 2005-2007"
Kyrylo Kovalets,FC Oleksandriya,2018-2025
Volodymyr Melnychenko,FC Oleksandriya,1997-2001
Vyacheslav Shevchenko,FC Oleksandriya,"2011-2013, 2013-2014"
Sergiy Laktionov,FC Oleksandriya,"1993-1996, 1999-2000"
Yuriy Gura,FC Oleksandriya,"1994-1995, 1996-2001"
Yuriy Mykolaenko,FC Oleksandriya,1996-1998
Igor Cherednichenko,FC Oleksandriya,2005-2013
Yuriy Pugach,FC Oleksandriya,1991-1996
Valeriy Shazhko,FC Oleksandriya,1992-1995
Artem Sitalo,FC Oleksandriya,2017-2021
Oleksiy Ivanov,FC Oleksandriya,2000-2002
Stanislav Kozakov,FC Oleksandriya,1992-1994
Yuriy Kolomoets,FC Oleksandriya,2013-2016
Artem Polyarus,FC Oleksandriya,"2011-2014, 2015-2019"
Kyrylo Sydorenko,FC Oleksandriya,"2010-2012, 2013-2014"
David Targamadze,FC Oleksandriya,"2010-2012, 2015-2016"
Oleg Melnik,FC Oleksandriya,2005-2009
Oleksandr Grebinyuk,FC Oleksandriya,2005-2008
Ruslan Zeynalov,FC Oleksandriya,"2009-2012, 2013-2014"
Kostyantyn Sakharov,FC Oleksandriya,"1995-1998, 2005-2006"
Oleksandr Filippov,FC Oleksandriya,2024-2025
Dmytro Shastal,FC Oleksandriya,2018-2021
Oleksandr Ivashchenko,FC Oleksandriya,2014-2015
Oleksandr Kozakevich,FC Oleksandriya,"2000-2001, 2002-2003, 2004-2005"
Andriy Tsurikov,FC Oleksandriya,"2016-2017, 2017-2019, 2021-2022, 2022-2023"
Sergiy Getsko,FC Oleksandriya,1998-2000
Oleksandr Prudkyi,FC Oleksandriya,1998-2000
Pavlo Ksyonz,FC Oleksandriya,"2010-2010, 2011-2012"
Juan Alvina,FC Oleksandriya,2023-2025
Stanyslav Borovskyi,FC Oleksandriya,"1991-1995, 1998-1999, 1999-2000"
Dmytro Grechyshkin,FC Oleksandriya,2018-2021
Oleksandr Ogolyuk,FC Oleksandriya,"1994-1995, 1997-1998"
Denys Bezborodko,FC Oleksandriya,2019-2021
Taras Kabanov,FC Oleksandriya,2010-2012
Yuriy Bulychev,FC Oleksandriya,"2005-2006, 2007-2009"
Stanislav Mykytsey,FC Oleksandriya,"2012-2017, 2018-2019"
Valeriy Ivashchenko,FC Oleksandriya,2010-2011
Sergiy Basov,FC Oleksandriya,2012-2018
Oleg Zhylin,FC Oleksandriya,2000-2003
Oleksiy Kudlay,FC Oleksandriya,1995-1997
Mykhaylo Lapidus,FC Oleksandriya,1995-1996
Mykola Mykhaylenko,FC Oleksandriya,2023-2024
Valeriy Bondarenko,FC Oleksandriya,"2017-2019, 2020-2021, 2022-2023"
Andriy Gitchenko,FC Oleksandriya,"2007-2009, 2010-2012, 2016-2018"
Stanislav Kulish,FC Oleksandriya,2016-2018
Oleksiy Dovgyi,FC Oleksandriya,"2010-2011, 2011-2012, 2017-2021"
Artem Shulyanskyi,FC Oleksandriya,2022-2025
Roman Yaremchuk,FC Oleksandriya,2016-2016
Maksym Syrota,FC Oleksandriya,2008-2010
Valeriy Luchkevych,FC Oleksandriya,"2019-2019, 2019-2021"
Volodymyr Postolatyev,FC Oleksandriya,2008-2009
Vladyslav Baboglo,FC Oleksandriya,2017-2023
Vadym Kyrylov,FC Oleksandriya,2009-2010
Sergiy Rybalka,FC Oleksandriya,2021-2023
Oleksandr Babych,FC Oleksandriya,2001-2003
Maksym Kundel,FC Oleksandriya,2005-2008
Oleksiy Sendel,FC Oleksandriya,1998-1999
Danil Skorko,FC Oleksandriya,2022-2025
Oleg Kazmin,FC Oleksandriya,1991-1996
Denys Miroshnichenko,FC Oleksandriya,2019-2023
Mykola Shevchenko,FC Oleksandriya,"1992-1994, 1994-1996"
Sergiy Potapov,FC Oleksandriya,1998-2001
Oleksandr Tarasenko,FC Oleksandriya,2006-2009
Sergiy Bogatyrev,FC Oleksandriya,1998-2000
Vitaliy Pervak,FC Oleksandriya,"1995-1996, 2001-2003, 2004-2008"
Andriy Zdebskiy,FC Oleksandriya,1995-1997
Pavlo Skorik,FC Oleksandriya,1992-1995
Anton Shendrik,FC Oleksandriya,"2012-2017, 2018-2020"
Sergiy Nikonchuk,FC Oleksandriya,"1995-1996, 1996-1997, 1997-1998"
Denys Ponomar,FC Oleksandriya,
Denys Ustymenko,FC Oleksandriya,2018-2022
Vasyl Popov,FC Oleksandriya,1999-2000
Mykola Fedorko,FC Oleksandriya,1998-2001
Viktor Gromov,FC Oleksandriya,1999-2000
Artem Sukhotskyi,FC Oleksandriya,2013-2016
Dmytro Leonov,FC Oleksandriya,2014-2017
Rodion Plaksa,FC Oleksandriya,"2023-2024, 2024-2025"
Igor Melnyk,FC Oleksandriya,2010-2011
