name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Pedro Pacheco,Retired,https://www.transfermarkt.us/pedro-pacheco/profil/spieler/25506,https://img.a.transfermarkt.technology/portrait/small/25506-1537534015.png?lm=1,Pacheco,7,Canada,ca,CD Santa Clara,Ponta Delgada,Pedro Miguel Salgadinho Pacheco de Melo,Midfield - Central Midfield,"1,79 m",27.06.1984,349,20,10,1,83,9,5,45,72,26.907
Accioly,Retired,https://www.transfermarkt.us/accioly/profil/spieler/56054,https://img.a.transfermarkt.technology/portrait/small/56054-1537526482.png?lm=1,Accioly,Unknown,Brazil,br,CD Santa Clara,Salvador,Danildo José São Pedro Accioly Filho,Defender - Centre-Back,"1,86 m",30.03.1981,300,16,1,0,57,1,3,5,19,26.115
Clemente,Retired,https://www.transfermarkt.us/clemente/profil/spieler/59372,https://img.a.transfermarkt.technology/portrait/small/59372-1537526924.png?lm=1,Clemente,Unknown,Portugal,pt,CD Santa Clara,São Miguel,Unknown,Attack - Centre-Forward,"1,82 m",14.10.1983,179,51,5,0,33,1,0,58,54,11.212
Serginho,Retired,https://www.transfermarkt.us/serginho/profil/spieler/40555,https://img.a.transfermarkt.technology/portrait/small/40555-1537526392.png?lm=1,Serginho,Unknown,Portugal,pt,CD Santa Clara,Santa Maria da Feira,Unknown,Goalkeeper,"1,92 m",06.12.1982,162,0,0,0,22,0,0,1,3,14.530
Marco Pereira,AD Sanjoanense,https://www.transfermarkt.us/marco-pereira/profil/spieler/74689,https://img.a.transfermarkt.technology/portrait/small/74689-1537526383.png?lm=1,Pereira,-,Portugal,pt,CD Santa Clara,Castelo de Paiva,Marco André Rocha Pereira,Goalkeeper,"1,84 m",12.01.1987,151,0,1,1,20,0,0,1,3,13.386
Portela,Retired,https://www.transfermarkt.us/portela/profil/spieler/20180,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Portela,Unknown,Portugal,pt,CD Santa Clara,Setúbal,Unknown,Defender - Right-Back,"1,73 m",30.10.1975,145,7,0,0,25,0,1,12,27,11.524
Nuno Sociedade,CF Vasco Gama (VF do Campo),https://www.transfermarkt.us/nuno-sociedade/profil/spieler/20182,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Sociedade,Unknown,Portugal,pt,CD Santa Clara,Ponta Delgada,Nuno Alexandre Teixeira Sociedade,Defender - Left-Back,"1,78 m",06.01.1979,143,2,0,1,23,0,2,9,19,11.555
Igor Rocha,Retired,https://www.transfermarkt.us/igor-rocha/profil/spieler/52376,https://img.a.transfermarkt.technology/portrait/small/52376-1414767826.png?lm=1,Rocha,Unknown,Portugal,pt,CD Santa Clara,Vila Nova de Gaia,Igor Miguel Castro Rocha,Defender - Left-Back,"1,86 m",03.05.1984,140,2,4,0,26,2,2,4,19,11.944
Minhoca,CD Santa Clara B,https://www.transfermarkt.us/minhoca/profil/spieler/194177,https://img.a.transfermarkt.technology/portrait/small/194177-1537534005.png?lm=1,Minhoca,Unknown,Portugal,pt,CD Santa Clara,Ponta Delgada,Unknown,Midfield - Attacking Midfield,"1,75 m",29.04.1988,139,11,4,0,8,0,1,59,31,8.136
João Dias,Retired,https://www.transfermarkt.us/joao-dias/profil/spieler/85766,https://img.a.transfermarkt.technology/portrait/small/85766-1541092721.jpg?lm=1,Dias,2,Portugal,pt,CD Santa Clara,Braga,João Manuel Antunes Dias,Defender - Right-Back,"1,80 m",23.12.1986,135,3,0,1,19,0,1,0,1,12.151
Ricardinho,CD Santa Clara,https://www.transfermarkt.us/ricardinho/profil/spieler/671657,https://img.a.transfermarkt.technology/portrait/small/671657-1729962874.jpg?lm=1,Ricardinho,Unknown,Portugal,pt,CD Santa Clara,Santa Maria da Feira,Unknown,Attack - Left Winger,"1,78 m",06.08.1998,134,13,13,0,17,0,1,43,49,8.479
Figueiredo,Retired,https://www.transfermarkt.us/figueiredo/profil/spieler/34875,https://img.a.transfermarkt.technology/portrait/small/34875-1720056461.jpg?lm=1,Figueiredo,7,Angola,ao,CD Santa Clara,Malanje,Unknown,Midfield - Attacking Midfield,"1,70 m",28.11.1972,123,10,13,0,24,0,1,4,27,10.296
Osama Rashid,Erbil SC,https://www.transfermarkt.us/osama-rashid/profil/spieler/95429,https://img.a.transfermarkt.technology/portrait/small/95429-1705017572.png?lm=1,Rashid,8,Iraq,iq,CD Santa Clara,Kirkuk,أسامة جبار شفيق رشيد,Midfield - Defensive Midfield,"1,78 m",13.01.1992,123,25,15,0,26,0,0,14,37,9.568
Paulo Henrique,Radomiak Radom,https://www.transfermarkt.us/paulo-henrique/profil/spieler/292365,https://img.a.transfermarkt.technology/portrait/small/292365-1550237116.jpg?lm=1,Henrique,-,Portugal,pt,CD Santa Clara,Fenais da Luz,Paulo Henrique Rodrigues Cabral,Defender - Left-Back,"1,82 m",23.10.1996,120,5,3,1,20,2,1,31,15,8.275
Anderson Carvalho,AA Portuguesa (SP),https://www.transfermarkt.us/anderson-carvalho/profil/spieler/176997,https://img.a.transfermarkt.technology/portrait/small/176997-1537526806.png?lm=1,Anderson Carvalho,Unknown,Brazil,br,CD Santa Clara,Cubatão,Unknown,Midfield - Defensive Midfield,"1,74 m",20.05.1990,115,2,4,0,38,0,0,22,56,7.782
Hugo Santos,Retired,https://www.transfermarkt.us/hugo-santos/profil/spieler/25490,https://img.a.transfermarkt.technology/portrait/small/s_25490_2423_2012_1.jpg?lm=1,Santos,Unknown,Portugal,pt,CD Santa Clara,Lisboa,Hugo Eduardo Carvalho Ferreira dos Santos,Attack - Left Winger,"1,82 m",17.01.1983,114,15,9,0,25,1,0,36,50,6.782
