name,club,periods
Andrés Ponce,Akron Togliatti,2023-2024
Abu-Said Eldarushev,Akron Togliatti,2023-2024
Konstantin Bazelyuk,Akron Togliatti,2021-2023
Artem Deljkin,Akron Togliatti,"2010-2010, 2010-2011, 2012-2012, 2020-2022"
Konstantin Savichev,Akron Togliatti,2021-2025
Maksim Palienko,Akron Togliatti,2021-2025
Anton Kilin,Akron Togliatti,"2010-2011, 2021-2024"
Ivan Chudin,Akron Togliatti,2020-2024
Nikolay Ivannikov,Akron Togliatti,"2010-2011, 2019-2021"
Karim Giraev,Akron Togliatti,2021-2023
Vladimir Azarov,Akron Togliatti,"2011-2013, 2021-2024"
Vladimir Marukhin,Akron Togliatti,"2021-2023, 2023-2023"
Andrey Titov,Akron Togliatti,"2019-2020, 2021-2021"
Artem Dzyuba,Akron Togliatti,2024-2025
Kirill Danilin,Akron Togliatti,2023-2025
Stefan Loncar,Akron Togliatti,2024-2025
Artur Gazdanov,Akron Togliatti,2020-2022
Maksim Malakhovskiy,Akron Togliatti,2019-2021
Nikita Glushkov,Akron Togliatti,2024-2024
Vladimir Khubulov,Akron Togliatti,2024-2025
Danila Sagutkin,Akron Togliatti,2021-2023
Aznaur Geryugov,Akron Togliatti,2019-2021
Daniil Melikhov,Akron Togliatti,2019-2020
Soltmurad Bakaev,Akron Togliatti,2024-2025
Ruslan Apekov,Akron Togliatti,"2023-2023, 2023-2024, 2024-2024"
Ilya Zuev,Akron Togliatti,2021-2023
Ivan Rogac,Akron Togliatti,2021-2023
Vladlen Babaev,Akron Togliatti,2021-2022
Dmitriy Efremov,Akron Togliatti,"2012-2013, 2021-2022"
Vladimir Drukovskiy,Akron Togliatti,"2012-2013, 2019-2021"
Sergey Makarov,Akron Togliatti,2022-2024
Ivan Timoshenko,Akron Togliatti,2024-2025
Sergey Vakhteev,Akron Togliatti,2018-2021
Vladislav Galkin,Akron Togliatti,2023-2024
Nemanja Andjelkovic,Akron Togliatti,2023-2024
Evgeniy Dudikov,Akron Togliatti,2019-2021
Artem Pogosov,Akron Togliatti,2023-2024
Evgeniy Pesegov,Akron Togliatti,"2009-2010, 2010-2010, 2010-2011, 2011-2012, 2021-2024"
Daur Kvekveskiri,Akron Togliatti,"2019-2019, 2020-2021"
Dmitriy Sasin,Akron Togliatti,2022-2023
Nikita Saltykov,Akron Togliatti,2023-2023
Roman Khalilullov,Akron Togliatti,"2011-2013, 2019-2020"
Benchimol,Akron Togliatti,2024-2025
Artur Galoyan,Akron Togliatti,2024-2025
Vladimir Moskvichev,Akron Togliatti,2024-2025
Ivan Shalonikov,Akron Togliatti,2019-2021
Sherzod Esanov,Akron Togliatti,2024-2025
Pavel Solomatin,Akron Togliatti,2019-2020
Nikita Verkhunov,Akron Togliatti,"2019-2020, 2020-2021"
Sergey Gribov,Akron Togliatti,2024-2025
Svyatoslav Kozhedub,Akron Togliatti,2022-2023
Valeriy Zakharov,Akron Togliatti,2019-2020
Gocha Gogrichiani,Akron Togliatti,2020-2021
Arseniy Dmitriev,Akron Togliatti,
Ruslan Bart,Akron Togliatti,2024-2024
Maksim Zhestokov,Akron Togliatti,2020-2021
Rodrigo Escoval,Akron Togliatti,2024-2025
Bulat Sadykov,Akron Togliatti,2020-2021
Sergey Kiryakov,Akron Togliatti,2019-2021
Vasiliy Pyanchenko,Akron Togliatti,2020-2021
Maksim Mayrovich,Akron Togliatti,"2021-2021, 2021-2021"
Marat Bokoev,Akron Togliatti,2023-2025
David Khubaev,Akron Togliatti,2023-2024
Egor Danilkin,Akron Togliatti,2023-2024
Nikita Chistyakov,Akron Togliatti,2021-2022
Denis Sidnev,Akron Togliatti,2019-2020
Nikita Baranok,Akron Togliatti,"2024-2025, 2025-2025"
Yuriy Nesterenko,Akron Togliatti,2020-2021
Juliano Baptista,Akron Togliatti,2019-2020
Aleksandr Nesterov,Akron Togliatti,2021-2022
Ifet Djakovac,Akron Togliatti,2025-2025
Aleks Matsukatov,Akron Togliatti,2023-2023
Aleksey Gusev,Akron Togliatti,
David Bidlovskiy,Akron Togliatti,2021-2021
Artur Maksimchuk,Akron Togliatti,2022-2022
Geo Danny Ekra,Akron Togliatti,2021-2022
Vitaliy Sychev,Akron Togliatti,2022-2024
Dmitriy Nagaev,Akron Togliatti,2022-2025
Alil Magomedov,Akron Togliatti,2022-2023
Denis Magadiev,Akron Togliatti,2020-2020
Anton Lazarev,Akron Togliatti,2018-2019
Maksim Boldyrev,Akron Togliatti,2024-2025
Dmitriy Yatchenko,Akron Togliatti,2021-2021
Daniil Kolesnikov,Akron Togliatti,2020-2022
Mavis Tchibota,Akron Togliatti,"2024-2025, 2025-2025"
Daniil Kashmin,Akron Togliatti,"2019-2020, 2021-2021, 2022-2022"
Stanislav Biblik,Akron Togliatti,2021-2022
Ionuț Nedelcearu,Akron Togliatti,2025-2025
Alim Makoev,Akron Togliatti,2019-2019
Stanislav Prychynenko,Akron Togliatti,2021-2021
David Sangaré,Akron Togliatti,2023-2024
Sergey Volkov,Akron Togliatti,2018-2025
Efim Boytsov,Akron Togliatti,"2021-2021, 2021-2023"
Vadim Konyukhov,Akron Togliatti,2023-2024
Evgeniy Yatskiy,Akron Togliatti,2019-2021
Aleksandr Bosov,Akron Togliatti,2020-2022
Dzhamaldin Khodzhaniyazov,Akron Togliatti,"2012-2013, 2022-2024"
Bojan Dimoski,Akron Togliatti,"2023-2025, 2025-2025"
Andrey Potapov,Akron Togliatti,2020-2022
Pavel Shakuro,Akron Togliatti,2022-2023
