name,club,periods
Aleksandr Maslov,FC Rostov,2002-2004
Sergey Andreev,FC Rostov,
Mikhail Osinov,FC Rostov,
Dmitriy Poloz,FC Rostov,"2012-2017, 2020-2023"
Dmitriy Kirichenko,FC Rostov,2011-2013
Sergey Okunev,FC Rostov,
Aleksandr Gitselov,FC Rostov,
Aleksandr Tikhonov,FC Rostov,
Roman Adamov,FC Rostov,"2010-2010, 2011-2012, 2012-2012"
Nikolay Komlichenko,FC Rostov,"2021-2022, 2022-2025"
Sergey Balakhnin,FC Rostov,
Dmitriy Loskov,FC Rostov,
Vitaliy Papadopulo,FC Rostov,
Egor Golenkov,FC Rostov,2022-2025
Sardar Azmoun,FC Rostov,"2015-2015, 2015-2016, 2016-2017"
Timofey Kalachev,FC Rostov,"2006-2008, 2010-2019"
Alexandru Gatcan,FC Rostov,2008-2019
Maksim Osipenko,FC Rostov,2020-2025
Aleksandr Tatarkin,FC Rostov,
Essau Kanyenda,FC Rostov,"2003-2005, 2006-2006, 2007-2007"
Badri Spanderashvili,FC Rostov,
Artem Dzyuba,FC Rostov,"2013-2014, 2015-2015"
Igor Khankeev,FC Rostov,
Aleksandr Bukharov,FC Rostov,2014-2018
Eldor Shomurodov,FC Rostov,2017-2020
Yuriy Matveev,FC Rostov,
Aleksey Gerasimenko,FC Rostov,
Aleksey Ionov,FC Rostov,"2017-2020, 2023-2024"
Aleksandr Vorobyov,FC Rostov,
Dmitriy Akimov,FC Rostov,2008-2011
Mersudin Ahmetovic,FC Rostov,2008-2011
Fedor Soroka,FC Rostov,
Oleg Pestryakov,FC Rostov,
Arturas Fomenka,FC Rostov,
Gennadi Stepushkin,FC Rostov,
Vitaliy Dyakov,FC Rostov,2012-2015
Ronaldo,FC Rostov,2024-2025
Maksim Buznikin,FC Rostov,"2005-2005, 2006-2008"
Danil Glebov,FC Rostov,2019-2025
Omar Pérez,FC Rostov,2004-2007
Vladimir Shcherbak,FC Rostov,
Christian Noboa,FC Rostov,2015-2017
Khoren Bayramyan,FC Rostov,"2011-2013, 2014-2014, 2015-2018, 2019-2025"
Mohammad Mohebi,FC Rostov,2023-2025
Maksim Grigorjev,FC Rostov,"2011-2011, 2014-2015, 2016-2017, 2017-2017"
Andrey Kovalenko,FC Rostov,
Ivelin Popov,FC Rostov,2019-2020
Milos Kruscic,FC Rostov,
Vladimir Dyadyun,FC Rostov,"2008-2008, 2017-2018"
Roman Tugarev,FC Rostov,"2020-2021, 2021-2024, 2024-2025"
Guélor Kanga,FC Rostov,2013-2016
Björn Sigurdarson,FC Rostov,"2018-2020, 2020-2020"
Kirill Shchetinin,FC Rostov,"2021-2022, 2022-2025"
Oleg Sanko,FC Rostov,
Igor Lebedenko,FC Rostov,2009-2011
Aleksandr Alkhazov,FC Rostov,
Aleksandr Erokhin,FC Rostov,2016-2017
Dragan Blatnjak,FC Rostov,2010-2013
Răzvan Cociș,FC Rostov,2011-2013
Ivan Komarov,FC Rostov,2023-2025
Aleksandr Dantsev,FC Rostov,2004-2008
Vladyslav Prudius,FC Rostov,
Andrey Langovich,FC Rostov,2021-2025
Vladyslav Duyun,FC Rostov,
Sergey Selin,FC Rostov,
Andrey Akopyants,FC Rostov,
Ivan Zivanovic,FC Rostov,2008-2012
Sergiy Datsenko,FC Rostov,
Vyacheslav Lugovkin,FC Rostov,
Eduard Posylaev,FC Rostov,
Dmitriy Burmistrov,FC Rostov,"2008-2008, 2008-2009"
Bastos,FC Rostov,"2013-2016, 2021-2022"
Andrey Bochkov,FC Rostov,2004-2008
Kornél Saláta,FC Rostov,"2011-2013, 2014-2014"
Yuriy Dyadyuk,FC Rostov,
Aleksandr Bondar,FC Rostov,
Serop Markaryan,FC Rostov,
Sverrir Ingi Ingason,FC Rostov,2017-2019
Sergey Dementjev,FC Rostov,
Maksim Astafjev,FC Rostov,2008-2010
Sergey Shtanyuk,FC Rostov,2008-2009
Aleksandr Zuev,FC Rostov,"2017-2018, 2018-2019, 2020-2020"
Dmitriy Gradilenko,FC Rostov,
Gift Kampamba,FC Rostov,2002-2006
Anatoliy Bezsmertnyi,FC Rostov,
Daniil Utkin,FC Rostov,"2022-2024, 2025-2025"
Dennis Hadzikadunic,FC Rostov,"2018-2022, 2022-2023, 2023-2023, 2025-2025"
Gennadiy Parovin,FC Rostov,
Miha Mevlja,FC Rostov,"2016-2017, 2019-2019"
Bennett Mnguni,FC Rostov,2003-2005
Anri Khagush,FC Rostov,2010-2011
Aleksandr Shmarko,FC Rostov,
Evgeniy Chernov,FC Rostov,"2019-2020, 2022-2023, 2023-2025, 2025-2025"
Vitaliy Ermilov,FC Rostov,
Yuriy Borovskoy,FC Rostov,
Sergey Ivanov,FC Rostov,
Sergey Parshivlyuk,FC Rostov,2017-2019
Yuriy Antonovich,FC Rostov,
Pontus Almqvist,FC Rostov,"2020-2022, 2022-2022, 2023-2023, 2024-2024"
