name,club,periods
Nikolay Kalinskiy,FC Pari Nizhniy Novgorod,2020-2025
Timur Suleymanov,FC Pari Nizhniy Novgorod,"2020-2021, 2021-2023, 2024-2024"
Igor Gorbunov,FC Pari Nizhniy Novgorod,2020-2022
Igor Belyakov,FC Pari Nizhniy Novgorod,
Kirill Gotsuk,FC Pari Nizhniy Novgorod,2020-2025
Maksim Palienko,FC Pari Nizhniy Novgorod,2018-2020
Aleksandr Sapeta,FC Pari Nizhniy Novgorod,"2018-2022, 2022-2022"
Timur Ayupov,FC Pari Nizhniy Novgorod,
Pavel Ignatovich,FC Pari Nizhniy Novgorod,2018-2020
Mikhail Sorochkin,FC Pari Nizhniy Novgorod,
Juan Manuel Boselli,FC Pari Nizhniy Novgorod,2023-2025
Daniil Fomin,FC Pari Nizhniy Novgorod,
Edgar Sevikyan,FC Pari Nizhniy Novgorod,2022-2024
Aleksandr Stavpets,FC Pari Nizhniy Novgorod,2019-2021
Igor Lambarskiy,FC Pari Nizhniy Novgorod,
Vladimir Gogberashvili,FC Pari Nizhniy Novgorod,
Zé Turbo,FC Pari Nizhniy Novgorod,"2023-2025, 2025-2025"
Radik Khayrullov,FC Pari Nizhniy Novgorod,
Mukhammad Sultonov,FC Pari Nizhniy Novgorod,2020-2021
Viktor Aleksandrov,FC Pari Nizhniy Novgorod,"2022-2022, 2023-2025"
Artem Abramov,FC Pari Nizhniy Novgorod,
Momo Yansane,FC Pari Nizhniy Novgorod,"2021-2021, 2022-2023"
Artem Popov,FC Pari Nizhniy Novgorod,2020-2021
Andrey Khripkov,FC Pari Nizhniy Novgorod,
Igor Portnyagin,FC Pari Nizhniy Novgorod,2019-2020
Nikita Kakkoev,FC Pari Nizhniy Novgorod,2020-2025
Dmitriy Stotskiy,FC Pari Nizhniy Novgorod,2022-2024
Anatoliy Nezhelev,FC Pari Nizhniy Novgorod,
Artem Danilenko,FC Pari Nizhniy Novgorod,
Nikolay Vdovichenko,FC Pari Nizhniy Novgorod,
Nikita Vasiljev,FC Pari Nizhniy Novgorod,
Yuriy Morozov,FC Pari Nizhniy Novgorod,
Aleksey Kozlov,FC Pari Nizhniy Novgorod,2021-2022
Valeriy Tsarukyan,FC Pari Nizhniy Novgorod,2024-2025
Ibrokhimkhalil Yuldoshev,FC Pari Nizhniy Novgorod,"2021-2024, 2024-2025"
Aleksandr Salugin,FC Pari Nizhniy Novgorod,2019-2020
Albert Sharipov,FC Pari Nizhniy Novgorod,2020-2023
Artem Deljkin,FC Pari Nizhniy Novgorod,2018-2019
Ilya Berkovskiy,FC Pari Nizhniy Novgorod,2021-2023
Artur Sagitov,FC Pari Nizhniy Novgorod,2019-2020
Beka Kavtaradze,FC Pari Nizhniy Novgorod,2021-2021
Lovre Cirjak,FC Pari Nizhniy Novgorod,
Anton Khazov,FC Pari Nizhniy Novgorod,
Sven Karic,FC Pari Nizhniy Novgorod,2024-2025
Danu Spataru,FC Pari Nizhniy Novgorod,
Nikoloz Kutateladze,FC Pari Nizhniy Novgorod,"2023-2025, 2025-2025"
Roman Eremeev,FC Pari Nizhniy Novgorod,
Milson,FC Pari Nizhniy Novgorod,"2022-2023, 2023-2023"
Vladimir Khozin,FC Pari Nizhniy Novgorod,2019-2020
Aleksey Skvortsov,FC Pari Nizhniy Novgorod,2018-2019
Vyacheslav Krotov,FC Pari Nizhniy Novgorod,"2022-2023, 2023-2024"
Mikhail Gashchenkov,FC Pari Nizhniy Novgorod,2020-2021
Vladislav Yakovlev,FC Pari Nizhniy Novgorod,2023-2023
Ognjen Ozegovic,FC Pari Nizhniy Novgorod,"2024-2025, 2025-2025"
Dmitriy Rybchinskiy,FC Pari Nizhniy Novgorod,2022-2023
Dmitriy Golubev,FC Pari Nizhniy Novgorod,
Ivan Temnikov,FC Pari Nizhniy Novgorod,2019-2021
Aleksey Shumskikh,FC Pari Nizhniy Novgorod,2020-2021
Viktor Sergeev,FC Pari Nizhniy Novgorod,2018-2019
Aleksandr Troshechkin,FC Pari Nizhniy Novgorod,2023-2025
Arkadiy Simanov,FC Pari Nizhniy Novgorod,
Maksim Nesterov,FC Pari Nizhniy Novgorod,
Pavel Golyshev,FC Pari Nizhniy Novgorod,2019-2020
Ilya Kukharchuk,FC Pari Nizhniy Novgorod,"2023-2024, 2025-2025"
Aleksandr Ektov,FC Pari Nizhniy Novgorod,2024-2025
Aleksandr Koksharov,FC Pari Nizhniy Novgorod,2025-2025
Maksim Kuftin,FC Pari Nizhniy Novgorod,
Denis Davydov,FC Pari Nizhniy Novgorod,2019-2019
Sergey Tsyganov,FC Pari Nizhniy Novgorod,
Aleksandr Sergeev,FC Pari Nizhniy Novgorod,2019-2020
Konstantin Shiltsov,FC Pari Nizhniy Novgorod,2022-2023
Aleksey Shelyakov,FC Pari Nizhniy Novgorod,
Denis Glushakov,FC Pari Nizhniy Novgorod,2023-2023
Artem Fedchuk,FC Pari Nizhniy Novgorod,2020-2021
Viktor Karpukhin,FC Pari Nizhniy Novgorod,
Kirill Kosarev,FC Pari Nizhniy Novgorod,2021-2022
Daniil Kornyushin,FC Pari Nizhniy Novgorod,2022-2023
Kirill Kravtsov,FC Pari Nizhniy Novgorod,2022-2022
Sergiy Karetnyk,FC Pari Nizhniy Novgorod,
Ali Gadzhibekov,FC Pari Nizhniy Novgorod,2019-2020
Richlord Ennin,FC Pari Nizhniy Novgorod,2021-2022
Aleksandr Nedogoda,FC Pari Nizhniy Novgorod,
Pavel Komolov,FC Pari Nizhniy Novgorod,2019-2021
Kirill Malyarov,FC Pari Nizhniy Novgorod,2020-2021
Yaroslav Mikhailov,FC Pari Nizhniy Novgorod,"2022-2023, 2023-2023"
Mikhail Ershov,FC Pari Nizhniy Novgorod,
Aleksandr Filin,FC Pari Nizhniy Novgorod,
Sergey Zuykov,FC Pari Nizhniy Novgorod,2020-2021
Ruslan Abazov,FC Pari Nizhniy Novgorod,2018-2019
Kirill Bozhenov,FC Pari Nizhniy Novgorod,"2023-2023, 2023-2025, 2025-2025"
Mamadou Maiga,FC Pari Nizhniy Novgorod,2022-2025
Egor Evteev,FC Pari Nizhniy Novgorod,
Ákos Kecskés,FC Pari Nizhniy Novgorod,2021-2022
Aleksandr Grunichev,FC Pari Nizhniy Novgorod,
Nikolay Tolstopyatov,FC Pari Nizhniy Novgorod,"2023-2024, 2024-2024"
David Kobesov,FC Pari Nizhniy Novgorod,"2022-2023, 2023-2023, 2024-2024"
Ivan Strelov,FC Pari Nizhniy Novgorod,
Artem Maksimenko,FC Pari Nizhniy Novgorod,"2019-2019, 2020-2020"
