name,club,periods
Andrey Tikhonov,FC Khimki,"2005-2008, 2010-2011"
Aleksandr Rudenko,FC Khimki,2022-2025
Aleksandr Antipenko,FC Khimki,"2003-2003, 2005-2005, 2007-2010"
Ilya Kukharchuk,FC Khimki,2019-2023
Arshak Koryan,FC Khimki,"2018-2019, 2019-2021, 2022-2022, 2023-2024"
Mikhail Petrusev,FC Khimki,2016-2019
Butta Magomedov,FC Khimki,2022-2025
Miodrag Jovanovic,FC Khimki,2001-2010
Nikolay Tyunin,FC Khimki,"2011-2012, 2013-2018"
Vitaliy Grishin,FC Khimki,"2005-2006, 2013-2014"
Sergiy Shcheglov,FC Khimki,2001-2005
Ravil Netfullin,FC Khimki,"2018-2020, 2023-2024"
Aleksey Shumskikh,FC Khimki,2015-2018
Nikolay Barkalov,FC Khimki,1999-2005
Kirill Zaika,FC Khimki,2015-2018
Aleksandr Shulenin,FC Khimki,1998-2004
Nikita Lapin,FC Khimki,2015-2018
Aleksandr Makarov,FC Khimki,2000-2005
Egor Danilkin,FC Khimki,2018-2023
Aleksandr Filin,FC Khimki,"2018-2020, 2020-2023, 2024-2025"
Dmitriy Tikhiy,FC Khimki,2019-2023
Roman Berezovskiy,FC Khimki,2006-2012
Ilya Lantratov,FC Khimki,2019-2023
Anatoliy Rozhkov,FC Khimki,"2000-2008, 2011-2012"
