name,club,periods
Boris Kazakov,Krylya Sovetov Samara,"1960-1964, 1967-1972"
Aleksandr Gulevskiy,Krylya Sovetov Samara,"1946-1954, 1955-1956"
Sergey Kornilenko,Krylya Sovetov Samara,
Andrey Karyaka,Krylya Sovetov Samara,
Ivan Sergeev,Krylya Sovetov Samara,
Anatoliy Kazakov,Krylya Sovetov Samara,"1959-1964, 1964-1967"
Viktor Voroshilov,Krylya Sovetov Samara,1949-1956
Anatoliy Zhukov,Krylya Sovetov Samara,1964-1969
Anton Bober,Krylya Sovetov Samara,
Robertas Poskus,Krylya Sovetov Samara,
Zurab Tsiklauri,Krylya Sovetov Samara,
Garnik Avalyan,Krylya Sovetov Samara,
Andrey Tikhonov,Krylya Sovetov Samara,
Viktor Karpov,Krylya Sovetov Samara,1947-1960
Ravil Aryapov,Krylya Sovetov Samara,1967-1979
Vitaliy Safronov,Krylya Sovetov Samara,
Dmitriy Sinyakov,Krylya Sovetov Samara,1942-1954
Nikolay Zaytsev,Krylya Sovetov Samara,1946-1955
Evgeniy Savin,Krylya Sovetov Samara,
Aleksandr Sobolev,Krylya Sovetov Samara,
Nikolay Osyanin,Krylya Sovetov Samara,1961-1966
Marko Topic,Krylya Sovetov Samara,
Denis Tkachuk,Krylya Sovetov Samara,
Fedor Novikov,Krylya Sovetov Samara,1948-1959
Sergey Vinogradov,Krylya Sovetov Samara,
Egor Golenkov,Krylya Sovetov Samara,
Anton Zinkovskiy,Krylya Sovetov Samara,
Alan Chochiev,Krylya Sovetov Samara,
Vladimir Filippov,Krylya Sovetov Samara,"1986-1987, 1990-2004"
Vadim Redkin,Krylya Sovetov Samara,1952-1962
Vladislav Sarveli,Krylya Sovetov Samara,
Dmitriy Tsypchenko,Krylya Sovetov Samara,
Rustyam Fakhrutdinov,Krylya Sovetov Samara,1991-2002
Adis Jahovic,Krylya Sovetov Samara,
Jan Koller,Krylya Sovetov Samara,
Luis Caballero,Krylya Sovetov Samara,
Anatoliy Kikin,Krylya Sovetov Samara,1962-1968
Maksim Glushenkov,Krylya Sovetov Samara,
Viktor Bulatov,Krylya Sovetov Samara,
Benjamín Garré,Krylya Sovetov Samara,
Boris Smyslov,Krylya Sovetov Samara,1949-1953
Davit Mujiri,Krylya Sovetov Samara,
Galimzyan Khusainov,Krylya Sovetov Samara,1957-1961
Roman Ezhov,Krylya Sovetov Samara,
Boris Koch,Krylya Sovetov Samara,1962-1966
Rais Gilmanov,Krylya Sovetov Samara,"1979-1980, 1987-1988"
Mamuka Minashvili,Krylya Sovetov Samara,
Andriy Gusin,Krylya Sovetov Samara,
Vladimir Grishin,Krylya Sovetov Samara,1960-1965
Ravil Valiev,Krylya Sovetov Samara,1986-1997
Sergey Bulatov,Krylya Sovetov Samara,
Gennadiy Remezov,Krylya Sovetov Samara,
Pavel Yakovlev,Krylya Sovetov Samara,
Rogério Gaúcho,Krylya Sovetov Samara,
Ângelo,Krylya Sovetov Samara,
Vyacheslav Popov,Krylya Sovetov Samara,1980-1989
Karapet Mikaelyan,Krylya Sovetov Samara,
Vasiliy Vasiljev,Krylya Sovetov Samara,1950-1956
Dmitriy Yatchenko,Krylya Sovetov Samara,
Aleksandr Babanov,Krylya Sovetov Samara,"1980-1982, 1983-1988"
Ibragim Tsallagov,Krylya Sovetov Samara,
Viktor Razveev,Krylya Sovetov Samara,1982-1986
Vasiliy Provornov,Krylya Sovetov Samara,1947-1949
Souza,Krylya Sovetov Samara,
Anas Makhlouf,Krylya Sovetov Samara,
Boris Valkov,Krylya Sovetov Samara,1957-1971
Sergey Samodin,Krylya Sovetov Samara,
Fernando Costanza,Krylya Sovetov Samara,
Yuriy Gorshkov,Krylya Sovetov Samara,
Aleksey Medvedev,Krylya Sovetov Samara,
Sergey Buchin,Krylya Sovetov Samara,"1983-1986, 1988-1989"
Ognjen Koroman,Krylya Sovetov Samara,
Baba Adamu,Krylya Sovetov Samara,
Yuriy Smirnov,Krylya Sovetov Samara,1976-1977
Leonid Guzik,Krylya Sovetov Samara,1954-1960
Ivan Taranov,Krylya Sovetov Samara,
Vladimir Kuznetsov,Krylya Sovetov Samara,1976-1982
Denis Kovba,Krylya Sovetov Samara,
Amar Rahmanovic,Krylya Sovetov Samara,
Viktor Filippov,Krylya Sovetov Samara,1974-1978
Leílton,Krylya Sovetov Samara,
Aleksandr Averyanov,Krylya Sovetov Samara,
Sergey Pinyaev,Krylya Sovetov Samara,
Mirdzhalol Kasymov,Krylya Sovetov Samara,
Gianni Bruno,Krylya Sovetov Samara,
Valerjan Panfilov,Krylya Sovetov Samara,"1969-1980, 1981-1983"
Vladimir Pisarskiy,Krylya Sovetov Samara,
Vladislav Shitov,Krylya Sovetov Samara,
Matthew Booth,Krylya Sovetov Samara,
Sergey Makeev,Krylya Sovetov Samara,1991-2000
Alfred Fedorov,Krylya Sovetov Samara,1957-1968
Sergey Marushko,Krylya Sovetov Samara,1986-1996
Vyacheslav Deynekin,Krylya Sovetov Samara,1958-1960
Dmitri Teterin,Krylya Sovetov Samara,
Vladimir Korsunov,Krylya Sovetov Samara,"1967-1970, 1970-1971"
Maksim Kanunnikov,Krylya Sovetov Samara,
Evgeniy Kharlachev,Krylya Sovetov Samara,
Oleg Ivanov,Krylya Sovetov Samara,
Aleksandr Tsygankov,Krylya Sovetov Samara,1989-2001
