name,club,periods
Fedor Smolov,FC Krasnodar,"2015-2018, 2024-2025"
Jhon Córdoba,FC Krasnodar,2021-2025
Ari,FC Krasnodar,"2013-2017, 2018-2021"
Wanderson,FC Krasnodar,"2012-2012, 2013-2017"
Viktor Claesson,FC Krasnodar,2017-2022
Joãozinho,FC Krasnodar,2011-2018
Eduard Spertsyan,FC Krasnodar,2021-2025
Pavel Mamaev,FC Krasnodar,"2013-2013, 2014-2019, 2019-2019"
Mauricio Pereyra,FC Krasnodar,2013-2019
Shapi Suleymanov,FC Krasnodar,"2017-2021, 2022-2022, 2023-2023, 2024-2024"
Yura Movsisyan,FC Krasnodar,2011-2013
Marcus Berg,FC Krasnodar,2019-2021
Ricardo Laborde,FC Krasnodar,2013-2018
Rémy Cabella,FC Krasnodar,2019-2022
Ivan Ignatjev,FC Krasnodar,2017-2020
Wanderson,FC Krasnodar,"2017-2022, 2022-2023"
Nikita Krivtsov,FC Krasnodar,2021-2025
Andrey Mikheev,FC Krasnodar,2009-2012
Yuriy Gazinskiy,FC Krasnodar,"2013-2022, 2024-2025"
Sergey Petrov,FC Krasnodar,2013-2025
Aleksey Ionov,FC Krasnodar,2020-2023
Evgeniy Kaleshin,FC Krasnodar,2009-2011
Evgeniy Shipitsin,FC Krasnodar,2010-2015
Maksim Demenko,FC Krasnodar,2009-2010
Denis Dorozhkin,FC Krasnodar,"2008-2010, 2010-2011, 2011-2011"
Andreas Granqvist,FC Krasnodar,2013-2018
Olakunle Olusegun,FC Krasnodar,2022-2025
Tonny Vilhena,FC Krasnodar,"2019-2022, 2022-2022"
Igor Picusceac,FC Krasnodar,2009-2012
Vladimir Tatarchuk,FC Krasnodar,2008-2012
Márcio Abreu,FC Krasnodar,2011-2014
João Batxi,FC Krasnodar,2022-2025
Mikhail Komkov,FC Krasnodar,2010-2011
Kady Borges,FC Krasnodar,2023-2024
Daniil Utkin,FC Krasnodar,"2019-2021, 2022-2022"
Odil Akhmedov,FC Krasnodar,2014-2017
Roman Shirokov,FC Krasnodar,"2014-2014, 2015-2015"
Ilzat Akhmetov,FC Krasnodar,2022-2024
Andrey Pazin,FC Krasnodar,2010-2011
Aleksandr Martynovich,FC Krasnodar,"2010-2015, 2016-2022"
Moses David Cobnan,FC Krasnodar,2023-2025
Aleksandr Chernikov,FC Krasnodar,2021-2025
Kevin Lenini,FC Krasnodar,2022-2025
Vladimir Bystrov,FC Krasnodar,2014-2017
Roman Surnev,FC Krasnodar,2009-2011
Aleksandr Yarkin,FC Krasnodar,"2010-2011, 2012-2012"
Victor Sá,FC Krasnodar,2024-2025
Grzegorz Krychowiak,FC Krasnodar,"2021-2022, 2022-2022, 2023-2023"
Sergey Miroshnichenko,FC Krasnodar,2009-2011
Kristoffer Olsson,FC Krasnodar,2019-2021
Ragnar Sigurdsson,FC Krasnodar,2014-2016
Aleksandr Koksharov,FC Krasnodar,"2024-2025, 2025-2025"
Ricardo,FC Krasnodar,"2009-2009, 2009-2010"
Vladimir Iljin,FC Krasnodar,2021-2022
Marat Izmailov,FC Krasnodar,"2014-2015, 2016-2017"
Tornike Okriashvili,FC Krasnodar,2016-2019
Azim Fatullaev,FC Krasnodar,"2008-2011, 2012-2012"
Denys Dedechko,FC Krasnodar,2010-2011
Moussa Konaté,FC Krasnodar,"2012-2013, 2014-2014"
Manuel Fernandes,FC Krasnodar,2019-2020
Cristian Ramírez,FC Krasnodar,2017-2023
Nikolay Markov,FC Krasnodar,"2010-2015, 2015-2016, 2018-2019"
Vitaliy Kaleshin,FC Krasnodar,2013-2017
Aleksandr Erokhin,FC Krasnodar,"2011-2013, 2013-2013"
Mihajlo Banjac,FC Krasnodar,"2022-2024, 2025-2025"
Danila Kozlov,FC Krasnodar,2024-2025
Nikola Drincic,FC Krasnodar,2011-2013
Isael,FC Krasnodar,2013-2014
Kaio,FC Krasnodar,2019-2025
Otar Martsvaladze,FC Krasnodar,2011-2012
Sergey Volkov,FC Krasnodar,2022-2024
Dmitriy Skopintsev,FC Krasnodar,2019-2020
Sergey Tsukanov,FC Krasnodar,"2009-2011, 2012-2012"
Aleksandr Oleynik,FC Krasnodar,2009-2011
Gerard Gohou,FC Krasnodar,2013-2014
Vyacheslav Litvinov,FC Krasnodar,2022-2023
Artur Jedrzejczyk,FC Krasnodar,"2013-2016, 2016-2017"
Charles Kaboré,FC Krasnodar,"2015-2016, 2016-2019"
Vitali Balamestnyi,FC Krasnodar,2008-2010
Dmitriy Stotskiy,FC Krasnodar,2018-2022
Naldo,FC Krasnodar,2016-2017
Marcos Pizzelli,FC Krasnodar,"2013-2014, 2014-2015"
Uros Spajic,FC Krasnodar,"2018-2020, 2021-2022"
Pavel Golyshev,FC Krasnodar,2012-2012
Eboue Kouassi,FC Krasnodar,2016-2017
Georgiy Harutyunyan,FC Krasnodar,2023-2025
Sergey Borodin,FC Krasnodar,"2022-2023, 2023-2023"
Dmitriy Izvekov,FC Krasnodar,2008-2009
Younes Namli,FC Krasnodar,"2019-2020, 2021-2022, 2022-2022"
Oleg Samsonov,FC Krasnodar,2011-2014
Ivan Knezevic,FC Krasnodar,"2010-2011, 2011-2011"
Vladimir Leshonok,FC Krasnodar,2010-2011
Aleksey Gritsaenko,FC Krasnodar,"2017-2018, 2019-2019, 2020-2020"
Rui Miguel,FC Krasnodar,2011-2012
Maksim Kutovoy,FC Krasnodar,
Nikita Burmistrov,FC Krasnodar,"2014-2015, 2015-2015, 2016-2016"
Aleksandr Ageev,FC Krasnodar,
Oleg Shatov,FC Krasnodar,2018-2018
