name,club,periods
Sir Geoff Hurst,West Ham United,1959-1972
Tony Cottee,West Ham United,"1983-1988, 1994-1996"
Johnny Byrne,West Ham United,1962-1967
Martin Peters,West Ham United,1962-1970
John Dick,West Ham United,1953-1962
Michail Antonio,West Ham United,2015-2025
Sir Trevor Brooking,West Ham United,1967-1984
Pop Robson,West Ham United,"1971-1974, 1976-1979"
Jarrod Bowen,West Ham United,2020-2025
Carlton Cole,West Ham United,"2006-2013, 2013-2015"
Malcolm Musgrove,West Ham United,1958-1962
Vic Watson,West Ham United,1920-1935
Mark Noble,West Ham United,"2005-2006, 2006-2006, 2006-2022"
Ray Stewart,West Ham United,1979-1991
Marlon Harewood,West Ham United,2003-2007
Paolo Di Canio,West Ham United,1999-2003
Frank McAvennie,West Ham United,"1985-1987, 1989-1992"
John Sissons,West Ham United,1963-1970
Clyde Best,West Ham United,1969-1976
Billy Bonds,West Ham United,1967-1987
Paul Goddard,West Ham United,1980-1986
David Cross,West Ham United,1977-1982
Jimmy Ruffell,West Ham United,1920-1937
Peter Brabrook,West Ham United,1962-1968
Jermain Defoe,West Ham United,"1999-2000, 2001-2004"
Julian Dicks,West Ham United,"1988-1993, 1994-1999"
Bobby Zamora,West Ham United,2004-2008
Tomas Soucek,West Ham United,"2020-2020, 2020-2025"
Trevor Sinclair,West Ham United,1998-2003
Frank Lampard,West Ham United,"1995-1995, 1995-2001"
Brian Dear,West Ham United,"1962-1969, 1970-1971"
Billy Jennings,West Ham United,1974-1979
Andy Carroll,West Ham United,"2012-2013, 2013-2019"
Trevor Morley,West Ham United,"1990-1992, 1992-1993, 1993-1995, 1995-1995"
Frédéric Kanouté,West Ham United,"2000-2000, 2000-2003"
Manuel Lanzini,West Ham United,"2015-2016, 2016-2023"
John Hartson,West Ham United,1997-1999
Kevin Nolan,West Ham United,2011-2015
Alan Taylor,West Ham United,1974-1979
Teddy Sheringham,West Ham United,2004-2007
Alvin Martin,West Ham United,1977-1996
Ron Boyce,West Ham United,1959-1973
Phil Woosnam,West Ham United,1958-1962
Alan Dickens,West Ham United,1982-1989
John Bond,West Ham United,1950-1966
Vic Keeble,West Ham United,1957-1960
Bobby Moore,West Ham United,1958-1974
Alan Sealey,West Ham United,1961-1967
Geoff Pike,West Ham United,1975-1987
Saïd Benrahma,West Ham United,"2020-2021, 2021-2024, 2024-2024"
Diafra Sakho,West Ham United,2014-2018
Vivian Gibbins,West Ham United,1923-1932
Pablo Fornals,West Ham United,2019-2024
Stanley Earle,West Ham United,1924-1932
Marko Arnautovic,West Ham United,2017-2019
Paul Kitson,West Ham United,"1997-2000, 2000-2000, 2000-2002"
Alan Devonshire,West Ham United,1976-1990
Dean Ashton,West Ham United,2006-2009
Ricardo Vaz Tê,West Ham United,2012-2015
Tony Scott,West Ham United,1959-1965
Joe Cole,West Ham United,"1998-2003, 2013-2014"
Mike Small,West Ham United,"1991-1993, 1993-1994"
Lucas Paquetá,West Ham United,2022-2025
Frank Lampard,West Ham United,1967-1985
Chicharito,West Ham United,2017-2019
Mohammed Kudus,West Ham United,2023-2025
Matthew Etherington,West Ham United,2003-2009
Mike Grice,West Ham United,1955-1961
Pat Holland,West Ham United,1969-1981
Dave Dunmore,West Ham United,1960-1961
Keith Robson,West Ham United,"1974-1977, 1977-1977"
Leroy Rosenior,West Ham United,"1988-1990, 1990-1992"
Don Hutchison,West Ham United,"1994-1996, 2001-2005"
Dave Swindlehurst,West Ham United,1983-1985
Bobby Gould,West Ham United,1973-1976
Dimitri Payet,West Ham United,2015-2017
Declan Rice,West Ham United,2017-2023
Cheikhou Kouyaté,West Ham United,2014-2018
Paulo Wanchope,West Ham United,1999-2000
Martin Allen,West Ham United,1989-1995
François Van der Elst,West Ham United,1981-1983
Jack Collison,West Ham United,"2007-2013, 2013-2014, 2014-2014"
Graham Paddon,West Ham United,1973-1976
David Connolly,West Ham United,2003-2004
Sébastien Haller,West Ham United,2019-2021
Jimmy Greaves,West Ham United,1970-1971
Andriy Yarmolenko,West Ham United,2018-2022
Angelo Ogbonna,West Ham United,2015-2024
Felipe Anderson,West Ham United,"2018-2020, 2021-2021"
Eyal Berkovic,West Ham United,1997-1999
André Ayew,West Ham United,2016-2018
Scott Parker,West Ham United,2007-2011
Iain Dowie,West Ham United,"1991-1991, 1995-1998"
Steve Lomas,West Ham United,1997-2005
Kevin Keen,West Ham United,1984-1993
Frédéric Piquionne,West Ham United,"2010-2012, 2012-2013"
Nigel Reo-Coker,West Ham United,2004-2007
David Kelly,West Ham United,1988-1990
Paul Ince,West Ham United,1985-1989
