name,club,periods
Wayne Rooney,Manchester United,2004-2017
Sir Bobby Charlton,Manchester United,1956-1973
Denis Law,Manchester United,1962-1973
Jack Rowley,Manchester United,1937-1955
George Best,Manchester United,1963-1974
Dennis Viollet,Manchester United,1952-1962
Ryan Giggs,Manchester United,1990-2014
Mark Hughes,Manchester United,"1983-1986, 1988-1995"
Paul Scholes,Manchester United,"1992-2011, 2012-2013"
Ruud van Nistelrooy,Manchester United,2001-2006
Cristiano Ronaldo,Manchester United,"2003-2009, 2021-2022"
David Herd,Manchester United,1961-1968
Marcus Rashford,Manchester United,"2016-2025, 2025-2025"
Stan Pearson,Manchester United,1937-1954
Tommy Taylor,Manchester United,1953-2025
Ole Gunnar Solskjær,Manchester United,1996-2007
Brian McClair,Manchester United,1987-1998
Andy Cole,Manchester United,1995-2002
Bryan Robson,Manchester United,1981-1994
Bruno Fernandes,Manchester United,2020-2025
Anthony Martial,Manchester United,"2015-2022, 2022-2024"
David Beckham,Manchester United,"1993-1995, 1995-2003"
Éric Cantona,Manchester United,1992-1997
Lou Macari,Manchester United,1973-1984
Frank Stapleton,Manchester United,1981-1987
Brian Kidd,Manchester United,1967-1974
Dwight Yorke,Manchester United,1998-2002
Steve Coppell,Manchester United,1975-1983
Norman Whiteside,Manchester United,1981-1989
Sammy McIlroy,Manchester United,1971-1982
Chicharito,Manchester United,"2010-2014, 2015-2015"
Robin van Persie,Manchester United,2012-2015
Dimitar Berbatov,Manchester United,2008-2012
Albert Quixall,Manchester United,1958-1964
Charlie Mitten,Manchester United,1946-1950
Alex Dawson,Manchester United,1957-1961
Liam Whelan,Manchester United,1953-2025
Juan Mata,Manchester United,2014-2022
Roy Keane,Manchester United,1993-2005
Steve Bruce,Manchester United,1987-1996
Stuart Pearson,Manchester United,1974-1979
Gordon Hill,Manchester United,1975-1978
Teddy Sheringham,Manchester United,1997-2001
Johnny Berry,Manchester United,1951-1958
Louis Saha,Manchester United,2004-2008
Romelu Lukaku,Manchester United,2017-2019
Joe Jordan,Manchester United,1978-1981
Nani,Manchester United,"2007-2014, 2015-2015"
Paul Pogba,Manchester United,2016-2022
Johnny Downie,Manchester United,1949-1953
John Connelly,Manchester United,1964-1966
Gordon Strachan,Manchester United,1984-1989
Andrey Kanchelskis,Manchester United,1991-1995
Lee Sharpe,Manchester United,1988-1996
Jesse Lingard,Manchester United,"2014-2015, 2015-2021, 2021-2022"
Mason Greenwood,Manchester United,"2019-2023, 2024-2024"
Jimmy Greenhoff,Manchester United,1976-1980
Albert Scanlon,Manchester United,1952-1960
Johnny Morris,Manchester United,1941-1949
Carlos Tevez,Manchester United,2007-2009
Denis Irwin,Manchester United,1990-2002
Willie Morgan,Manchester United,1968-1975
Paul Ince,Manchester United,1989-1995
John Aston,Manchester United,1939-1954
Zlatan Ibrahimović,Manchester United,2016-2018
Scott McTominay,Manchester United,2017-2024
Danny Welbeck,Manchester United,"2008-2010, 2010-2010, 2011-2014"
Jimmy Delaney,Manchester United,1946-1950
Ji-sung Park,Manchester United,2005-2012
David Pegg,Manchester United,1952-2025
John Aston,Manchester United,1964-1972
Colin Webster,Manchester United,1950-1958
David Sadler,Manchester United,1963-1973
Clayton Blackmore,Manchester United,1982-1994
Nicky Butt,Manchester United,1992-2004
Gordon McQueen,Manchester United,1978-1985
Jackie Blanchflower,Manchester United,1951-1959
Antonio Valencia,Manchester United,2009-2019
Rasmus Højlund,Manchester United,2023-2025
Jesper Olsen,Manchester United,"1984-1988, 1988-1989"
Alejandro Garnacho,Manchester United,2022-2025
Darren Fletcher,Manchester United,2001-2015
Peter Davenport,Manchester United,1986-1988
Michael Carrick,Manchester United,2006-2018
Kevin Moran,Manchester United,1978-1988
Marouane Fellaini,Manchester United,2013-2019
Gerry Daly,Manchester United,1973-1977
Alan Gowling,Manchester United,1967-1972
Duncan Edwards,Manchester United,1953-2025
Warren Bradley,Manchester United,1959-1962
Nemanja Vidic‎,Manchester United,2006-2014
Tommy Reid,Manchester United,1929-1933
Ander Herrera,Manchester United,2014-2019
Edinson Cavani,Manchester United,2020-2022
Ashley Young,Manchester United,2011-2020
Ronnie Burke,Manchester United,1946-1949
Roger Byrne,Manchester United,1951-2025
Nobby Stiles,Manchester United,1960-1971
Chris Smalling,Manchester United,"2010-2019, 2020-2020"
