name,club,periods
Johnny Dixon,Aston Villa,1946-1961
Dwight Yorke,Aston Villa,1990-1998
Peter McParland,Aston Villa,1952-1962
Peter Withe,Aston Villa,1980-1985
Gabriel Agbonlahor,Aston Villa,"2003-2005, 2005-2005, 2005-2018"
Ollie Watkins,Aston Villa,2020-2025
Gary Shaw,Aston Villa,"1978-1988, 1988-1988, 1988-1988"
Tony Hateley,Aston Villa,1963-1966
Gerry Hitchens,Aston Villa,1957-1961
Andy Gray,Aston Villa,"1975-1979, 1985-1987, 1987-1987"
Tommy Thompson,Aston Villa,1950-1955
Juan Pablo Ángel,Aston Villa,2001-2007
Trevor Ford,Aston Villa,1947-1950
Dion Dublin,Aston Villa,"1998-2002, 2002-2004"
Harry Burrows,Aston Villa,1958-1965
Gordon Cowans,Aston Villa,"1976-1985, 1988-1991, 1993-1994"
David Platt,Aston Villa,1988-1991
Allan Evans,Aston Villa,1977-1988
Gareth Barry,Aston Villa,1997-2009
Christian Benteke,Aston Villa,2012-2015
John Carew,Aston Villa,"2007-2011, 2011-2011"
John Deehan,Aston Villa,
Dean Saunders,Aston Villa,1992-1995
Tom Waring,Aston Villa,1928-1935
Bobby Thomson,Aston Villa,1959-1963
Darius Vassell,Aston Villa,1998-2005
Julian Joachim,Aston Villa,1996-2001
Ian Taylor,Aston Villa,1995-2003
Brian Little,Aston Villa,1971-1980
Davy Walsh,Aston Villa,1950-1955
Derek Pace,Aston Villa,1949-1957
Ashley Young,Aston Villa,"2007-2011, 2021-2023"
Mark Walters,Aston Villa,1982-1987
Jackie Sewell,Aston Villa,1955-1959
George Edwards,Aston Villa,1938-2025
Billy Goffin,Aston Villa,1937-1954
Dennis Mortimer,Aston Villa,1975-1985
Tony Morley,Aston Villa,1979-1983
Dalian Atkinson,Aston Villa,1991-1995
Dicky Dorsett,Aston Villa,1946-1953
Savo Milošević,Aston Villa,1995-1998
Tony Daley,Aston Villa,1985-1994
Billy Walker,Aston Villa,1914-1933
Jack Grealish,Aston Villa,"2010-2013, 2014-2021"
Lee Hendrie,Aston Villa,"1994-2006, 2007-2007"
Eric Houghton,Aston Villa,1927-1946
Stan Lynn,Aston Villa,1950-1961
Jonathan Kodjia,Aston Villa,2016-2020
Les Smith,Aston Villa,1945-1952
Conor Hourihane,Aston Villa,"2017-2021, 2021-2021, 2022-2022"
John McGinn,Aston Villa,2018-2025
Phil Woosnam,Aston Villa,1962-1966
Tammy Abraham,Aston Villa,2018-2019
Anwar El Ghazi,Aston Villa,"2018-2019, 2019-2022, 2022-2022"
Colin Gibson,Aston Villa,1949-1956
George Brown,Aston Villa,1929-1934
Darren Bent,Aston Villa,"2011-2013, 2014-2014, 2014-2015, 2015-2015"
Jimmy MacEwan,Aston Villa,1959-1966
Ray Graydon,Aston Villa,1971-1977
Les Smith,Aston Villa,1956-1960
Andreas Weimann,Aston Villa,"2007-2011, 2011-2011, 2011-2015"
James Milner,Aston Villa,"2005-2006, 2008-2010"
Douglas Luiz,Aston Villa,2019-2024
Albert Adomah,Aston Villa,2016-2019
Leon Bailey,Aston Villa,2021-2025
Paul Rideout,Aston Villa,1983-1985
Jhon Durán,Aston Villa,2023-2025
Alan McInally,Aston Villa,1987-1989
Derek Dougan,Aston Villa,1961-1963
Steve Staunton,Aston Villa,"1991-1998, 2000-2003"
Lew Chatterley,Aston Villa,"1962-1971, 1971-1971"
Ian Olney,Aston Villa,1988-1992
Harry Hampton,Aston Villa,1904-1920
Paul Merson,Aston Villa,1998-2002
Simon Stainrod,Aston Villa,1985-1995
Ron Wylie,Aston Villa,1958-1965
Jacob Ramsey,Aston Villa,"2017-2020, 2020-2025"
Barry Stobart,Aston Villa,1964-1967
Tommy Johnson,Aston Villa,1995-1997
David Geddis,Aston Villa,1979-1983
Kevin Richardson,Aston Villa,1991-1995
Bill Myerscough,Aston Villa,1955-1959
Morgan Rogers,Aston Villa,2024-2025
Paul Birch,Aston Villa,1980-1991
Ugo Ehiogu,Aston Villa,1991-2000
Luke Moore,Aston Villa,"2003-2003, 2004-2008, 2008-2008"
Danny Ings,Aston Villa,2021-2023
Emile Heskey,Aston Villa,2009-2012
Colin Gibson,Aston Villa,1978-1985
Milan Baros,Aston Villa,2005-2007
John MacLeod,Aston Villa,1964-1968
Garry Parker,Aston Villa,1991-1995
Joe Bache,Aston Villa,1900-1914
Stan Collymore,Aston Villa,"1997-1999, 1999-2000"
Frank Broome,Aston Villa,1934-1946
Alan Baker,Aston Villa,1961-1966
Derek Mountfield,Aston Villa,1988-1991
