name,club,periods
Thierry Henry,Arsenal FC,"1999-2007, 2012-2012"
Ian Wright,Arsenal FC,1991-1998
Cliff Bastin,Arsenal FC,1929-1947
Robin van Persie,Arsenal FC,2004-2012
John Radford,Arsenal FC,1964-1976
Doug Lishman,Arsenal FC,1948-1956
Dennis Bergkamp,Arsenal FC,1995-2006
Ted Drake,Arsenal FC,1934-1945
Alan Smith,Arsenal FC,"1987-1987, 1987-1995"
Theo Walcott,Arsenal FC,2006-2018
Frank Stapleton,Arsenal FC,1975-1981
Olivier Giroud,Arsenal FC,2012-2018
David Jack,Arsenal FC,1928-1934
Reg Lewis,Arsenal FC,1935-1953
Paul Merson,Arsenal FC,"1985-1987, 1987-1997"
David Herd,Arsenal FC,1954-1961
Joe Baker,Arsenal FC,1962-1966
Jack Lambert,Arsenal FC,1926-1933
Pierre-Emerick Aubameyang,Arsenal FC,2018-2022
Don Roper,Arsenal FC,1947-1957
Joe Hulme,Arsenal FC,1926-1938
Alan Sunderland,Arsenal FC,1977-1984
Cliff Holton,Arsenal FC,1950-1958
Robert Pirès,Arsenal FC,2000-2006
Alexis Sánchez,Arsenal FC,2014-2018
Geoff Strong,Arsenal FC,1958-1964
George Graham,Arsenal FC,1966-1972
Freddie Ljungberg,Arsenal FC,1998-2007
Alexandre Lacazette,Arsenal FC,2017-2022
Ronnie Rooke,Arsenal FC,1946-1949
Jimmy Logie,Arsenal FC,1939-1955
Ray Kennedy,Arsenal FC,1968-1974
Bukayo Saka,Arsenal FC,2019-2025
Aaron Ramsey,Arsenal FC,"2008-2010, 2010-2011, 2011-2019"
Derek Tapscott,Arsenal FC,1953-1958
Tony Woodcock,Arsenal FC,1982-1986
Emmanuel Adebayor,Arsenal FC,2006-2009
George Armstrong,Arsenal FC,1961-1977
Kevin Campbell,Arsenal FC,"1988-1989, 1989-1989, 1990-1995"
Liam Brady,Arsenal FC,1973-1980
Malcolm Macdonald,Arsenal FC,1976-1979
Cesc Fàbregas,Arsenal FC,2004-2011
Jimmy Bloomfield,Arsenal FC,1954-1960
Alan Skirton,Arsenal FC,1959-1966
Peter Goring,Arsenal FC,1948-1960
Charlie Nicholas,Arsenal FC,1983-1987
Alan Ball,Arsenal FC,"1971-1976, 1976-1976"
Graham Rix,Arsenal FC,"1976-1987, 1988-1988"
Sylvain Wiltord,Arsenal FC,2000-2004
Tony Adams,Arsenal FC,1983-2002
Gabriel Martinelli,Arsenal FC,2019-2025
Brian Talbot,Arsenal FC,1979-1985
Jon Sammels,Arsenal FC,1963-1971
Nicklas Bendtner,Arsenal FC,"2007-2011, 2012-2012, 2013-2014"
Charlie George,Arsenal FC,1968-1975
Nwankwo Kanu,Arsenal FC,1999-2004
Mesut Özil,Arsenal FC,2013-2021
George Eastham,Arsenal FC,1960-1966
Marc Overmars,Arsenal FC,1997-2000
Martin Ødegaard,Arsenal FC,"2021-2021, 2021-2025"
Eddie Nketiah,Arsenal FC,"2019-2019, 2020-2024"
Ray Bowden,Arsenal FC,1933-1937
Vic Groves,Arsenal FC,1955-1964
Paul Davis,Arsenal FC,"1978-1995, 1995-1995"
Patrick Vieira,Arsenal FC,1996-2005
Danny Welbeck,Arsenal FC,2014-2019
Martin Hayes,Arsenal FC,1985-1990
Brian Kidd,Arsenal FC,1974-1976
Ray Parlour,Arsenal FC,1991-2004
David Rocastle,Arsenal FC,1984-1992
Andrey Arshavin,Arsenal FC,"2009-2012, 2012-2013"
Lukas Podolski,Arsenal FC,"2012-2015, 2015-2015"
Jimmy Brain,Arsenal FC,1923-1931
Santi Cazorla,Arsenal FC,2012-2018
Michael Thomas,Arsenal FC,"1984-1986, 1987-1991"
Kai Havertz,Arsenal FC,2023-2025
Jackie Henderson,Arsenal FC,1958-1962
Frank McLintock,Arsenal FC,1964-1973
Tomas Rosicky,Arsenal FC,2006-2016
Nicolas Anelka,Arsenal FC,1997-1999
Samir Nasri,Arsenal FC,2008-2011
Laurent Koscielny,Arsenal FC,2010-2019
Nicolas Pépé,Arsenal FC,"2019-2022, 2023-2023"
Lee Dixon,Arsenal FC,1988-2002
Danny Clapton,Arsenal FC,1953-1962
Gabriel Jesus,Arsenal FC,2022-2025
Mel Charles,Arsenal FC,1959-1962
Perry Groves,Arsenal FC,1986-1992
John MacLeod,Arsenal FC,1961-1964
Joe Haverty,Arsenal FC,1954-1961
Gilberto Silva,Arsenal FC,2002-2008
John Barnwell,Arsenal FC,1956-1964
Leandro Trossard,Arsenal FC,2023-2025
José Antonio Reyes,Arsenal FC,"2004-2006, 2007-2007"
Alf Kirchen,Arsenal FC,1935-1943
Granit Xhaka,Arsenal FC,2016-2023
Ian Allinson,Arsenal FC,1983-1987
Ian McPherson,Arsenal FC,1946-1951
Gabriel Magalhães,Arsenal FC,2020-2025
