name,club,periods
Sergio Agüero,Manchester City,2011-2021
Joe Hayes,Manchester City,1953-1965
Francis Lee,Manchester City,1967-1974
Colin Bell,Manchester City,1966-1979
Raheem Sterling,Manchester City,2015-2022
Erling Haaland,Manchester City,2022-2025
Kevin De Bruyne,Manchester City,2015-2025
Shaun Goater,Manchester City,1998-2003
Dennis Tueart,Manchester City,"1974-1978, 1980-1983"
Phil Foden,Manchester City,2017-2025
Gabriel Jesus,Manchester City,2017-2022
Yaya Touré,Manchester City,2010-2018
Riyad Mahrez,Manchester City,2018-2023
David Silva,Manchester City,2010-2020
David White,Manchester City,1985-1993
Colin Barlow,Manchester City,1956-1963
Niall Quinn,Manchester City,1990-1996
Neil Young,Manchester City,1961-1972
Carlos Tevez,Manchester City,2009-2013
Edin Džeko,Manchester City,"2011-2015, 2016-2016"
Bernardo Silva,Manchester City,2017-2025
Roy Clarke,Manchester City,1947-1958
Uwe Rösler,Manchester City,1994-1998
Billy McAdams,Manchester City,1953-1960
İlkay Gündoğan,Manchester City,"2016-2023, 2024-2025"
Brian Kidd,Manchester City,1976-1979
Johnny Hart,Manchester City,
Bobby Johnstone,Manchester City,1955-1960
Shaun Wright-Phillips,Manchester City,"1999-2005, 2008-2011"
Mike Summerbee,Manchester City,1965-1975
Nicolas Anelka,Manchester City,2002-2005
Kevin Horlock,Manchester City,1997-2003
Don Revie,Manchester City,1951-1956
Kevin Reeves,Manchester City,1980-1983
Rodney Marsh,Manchester City,1972-1976
Leroy Sané,Manchester City,2016-2020
Paul Dickov,Manchester City,"1996-2002, 2006-2007, 2007-2008, 2008-2008"
Julián Alvarez,Manchester City,"2022-2022, 2022-2024"
Paddy Fagan,Manchester City,1953-1960
Asa Hartford,Manchester City,"1974-1979, 1981-1984"
George Smith,Manchester City,1946-1951
Denis Law,Manchester City,"1960-1961, 1973-1974"
Darren Huckerby,Manchester City,"2001-2003, 2003-2003"
Peter Dobing,Manchester City,1961-1963
Mario Balotelli,Manchester City,2010-2013
Paul Power,Manchester City,
Tommy Booth,Manchester City,1967-1981
Mike Doyle,Manchester City,1964-1978
Joe Royle,Manchester City,1974-1977
Paulo Wanchope,Manchester City,2000-2005
Jimmy Meadows,Manchester City,1951-1955
Mick Channon,Manchester City,1977-1979
Mike Sheron,Manchester City,
Robbie Fowler,Manchester City,2003-2006
Samir Nasri,Manchester City,"2011-2016, 2017-2017"
Fred Tilson,Manchester City,1928-1938
Rodri,Manchester City,2019-2025
Fernandinho,Manchester City,2013-2022
Alex Harley,Manchester City,1962-1963
Stephen Ireland,Manchester City,2005-2010
Álvaro Negredo,Manchester City,"2013-2014, 2015-2015"
Darius Vassell,Manchester City,2005-2009
Alan Oakes,Manchester City,1959-1976
Giorgi Kinkladze,Manchester City,1995-1998
Clive Allen,Manchester City,1989-1991
Kelechi Iheanacho,Manchester City,2015-2017
Aleksandar Kolarov,Manchester City,2010-2017
Gary Owen,Manchester City,1975-1979
Peter Barnes,Manchester City,"1974-1979, 1987-1988"
Vincent Kompany,Manchester City,2008-2019
Paul Walsh,Manchester City,1994-1995
John Stones,Manchester City,2016-2025
Ken Barnes,Manchester City,1950-1961
Emmanuel Adebayor,Manchester City,"2009-2011, 2011-2011, 2012-2012"
James Milner,Manchester City,2010-2015
Johnny Williamson,Manchester City,
Elano,Manchester City,2007-2009
Joey Barton,Manchester City,2003-2007
Paul Moulden,Manchester City,1984-1989
Ian Bowyer,Manchester City,1967-1971
Robinho,Manchester City,"2008-2010, 2010-2010"
Alec Herd,Manchester City,1933-1948
Tony Coleman,Manchester City,1967-1969
Ferran Torres,Manchester City,2020-2022
Jack Grealish,Manchester City,2021-2025
Bobby Marshall,Manchester City,1928-1939
Garry Flitcroft,Manchester City,1992-1996
Craig Bellamy,Manchester City,"2009-2010, 2011-2011"
Dave Bennett,Manchester City,1977-1981
Antoine Sibierski,Manchester City,2003-2006
Eric Brook,Manchester City,1928-1939
Bobby McDonald,Manchester City,1980-1983
George Hannah,Manchester City,1958-1964
Adam Johnson,Manchester City,2010-2012
Mark Ward,Manchester City,1990-1991
Gerry Baker,Manchester City,1960-1961
Neil McNab,Manchester City,1983-1990
