name,club,periods
Clinton Morrison,Crystal Palace,"1997-2002, 2005-2008"
Wilfried Zaha,Crystal Palace,"2010-2013, 2013-2013, 2014-2015, 2015-2023"
Dougie Freedman,Crystal Palace,"1995-1998, 2000-2008, 2008-2008"
Andy Johnson,Crystal Palace,"2002-2006, 2014-2015"
Glenn Murray,Crystal Palace,"2011-2014, 2015-2015"
Jean-Philippe Mateta,Crystal Palace,"2021-2022, 2022-2025"
Mark Bright,Crystal Palace,1986-1992
Darren Ambrose,Crystal Palace,2009-2012
Christian Benteke,Crystal Palace,2016-2022
Ian Wright,Crystal Palace,1985-1991
Bruce Dyer,Crystal Palace,1994-1998
Chris Armstrong,Crystal Palace,1992-1995
Eberechi Eze,Crystal Palace,2020-2025
Luka Milivojevic,Crystal Palace,2017-2023
Neil Shipperley,Crystal Palace,"1996-1998, 2003-2005"
Gerry Queen,Crystal Palace,1969-1972
Dwight Gayle,Crystal Palace,2013-2016
Jordan Ayew,Crystal Palace,"2018-2019, 2019-2024"
Neil Danns,Crystal Palace,2008-2011
Odsonne Edouard,Crystal Palace,"2021-2024, 2025-2025"
David Hopkin,Crystal Palace,"1995-1997, 2001-2002"
Ben Watson,Crystal Palace,2003-2009
Hayden Mullins,Crystal Palace,1998-2003
Jeffrey Schlupp,Crystal Palace,"2017-2025, 2025-2025"
James McArthur,Crystal Palace,2014-2023
John Salako,Crystal Palace,"1986-1989, 1989-1995"
Shefki Kuqi,Crystal Palace,"2006-2007, 2007-2008, 2008-2009"
Geoff Thomas,Crystal Palace,1987-1993
Mikael Forssell,Crystal Palace,2000-2001
Scott Dann,Crystal Palace,2014-2021
Michael Olise,Crystal Palace,2021-2024
Jason Puncheon,Crystal Palace,"2013-2014, 2014-2019, 2019-2019"
Andros Townsend,Crystal Palace,2016-2021
Tommy Black,Crystal Palace,"2000-2004, 2004-2006, 2006-2006, 2006-2007"
Patrick van Aanholt,Crystal Palace,2017-2021
Bobby Tambling,Crystal Palace,1970-1973
Andy Gray,Crystal Palace,"1984-1987, 1989-1992, 1992-1992"
Jobi McAnuff,Crystal Palace,2005-2007
Aki Riihilahti,Crystal Palace,2001-2006
James Scowcroft,Crystal Palace,2006-2009
Julian Gray,Crystal Palace,2000-2004
John Craven,Crystal Palace,1971-1973
Sean Scannell,Crystal Palace,2008-2012
Don Rogers,Crystal Palace,1972-1974
Yannick Bolasie,Crystal Palace,2012-2016
Chris Coleman,Crystal Palace,1991-1995
Alan Lee,Crystal Palace,"2008-2009, 2009-2010"
Alan Birchenall,Crystal Palace,1970-1971
Eddie McGoldrick,Crystal Palace,1989-1993
Victor Moses,Crystal Palace,2008-2010
Wayne Routledge,Crystal Palace,2002-2005
Gareth Southgate,Crystal Palace,1989-1995
Tom Soares,Crystal Palace,2004-2008
Connor Wickham,Crystal Palace,"2015-2020, 2020-2021"
Owen Garvan,Crystal Palace,"2010-2014, 2014-2014, 2014-2015"
Steve Kember,Crystal Palace,"1965-1971, 1978-1980"
Mathias Svensson,Crystal Palace,1999-2000
Matt Jansen,Crystal Palace,1998-1999
Paul Ifill,Crystal Palace,2007-2009
Clive Allen,Crystal Palace,1980-1981
Vince Hilaire,Crystal Palace,1977-1984
Iain Dowie,Crystal Palace,1995-1995
Yohan Cabaye,Crystal Palace,2015-2018
Marouane Chamakh,Crystal Palace,2013-2016
Michael Hughes,Crystal Palace,2003-2007
Dean Gordon,Crystal Palace,1991-1998
Eric Young,Crystal Palace,"1990-1995, 1997-1998"
Mile Jedinak,Crystal Palace,2011-2016
Danny Granville,Crystal Palace,2001-2007
James Tomkins,Crystal Palace,2016-2024
James Vaughan,Crystal Palace,2010-2011
Jermaine Easter,Crystal Palace,"2011-2013, 2013-2013"
Danny Butterfield,Crystal Palace,"2002-2009, 2009-2010"
Simon Rodger,Crystal Palace,"1990-1996, 1996-1997, 1997-2002"
Fraizer Campbell,Crystal Palace,2014-2017
Michy Batshuayi,Crystal Palace,"2019-2019, 2020-2021"
Tony Taylor,Crystal Palace,1968-1974
Ismaïla Sarr,Crystal Palace,2024-2025
Conor Gallagher,Crystal Palace,2021-2022
Lee Bradbury,Crystal Palace,"1998-1999, 1999-1999"
Tony Popovic,Crystal Palace,2001-2006
Mike Flanagan,Crystal Palace,1979-1980
Attilio Lombardo,Crystal Palace,1997-1999
Bakary Sako,Crystal Palace,"2015-2018, 2019-2019"
Carl Veart,Crystal Palace,1996-1997
Marc Guéhi,Crystal Palace,2021-2025
Alan Pardew,Crystal Palace,1987-1991
Kagisho Dikgacoi,Crystal Palace,"2011-2011, 2011-2014"
Damien Delaney,Crystal Palace,2012-2018
Dele Adebola,Crystal Palace,2002-2003
Chris Martin,Crystal Palace,2011-2012
Leon Cort,Crystal Palace,2006-2007
Dave Swindlehurst,Crystal Palace,1974-1980
Mark Hudson,Crystal Palace,"2004-2004, 2004-2008"
George Ndah,Crystal Palace,"1992-1995, 1996-1997, 1997-1997"
Kevin Phillips,Crystal Palace,"2013-2013, 2013-2014"
Leon McKenzie,Crystal Palace,"1995-1997, 1997-1998, 1998-2000"
Gerry Francis,Crystal Palace,1979-1981
Jerry Murphy,Crystal Palace,1976-1985
