name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Vadym Milko,Retired,https://www.transfermarkt.us/vadym-milko/profil/spieler/58418,https://img.a.transfermarkt.technology/portrait/small/58418-1641647196.png?lm=1,Milko,6,Ukraine,ua,Kolos Kovalivka,"Pervomaysk, Mykolaiv Oblast",Мілько Вадим Іванович,Midfield - Central Midfield,"1,82 m",22.08.1986,177,14,5,0,31,1,0,44,30,12.357
Oleg Ilyin,Obolon Kyiv,https://www.transfermarkt.us/oleg-ilyin/profil/spieler/495923,https://img.a.transfermarkt.technology/portrait/small/495923-1723628221.png?lm=1,Ilyin,Unknown,Ukraine,ua,Kolos Kovalivka,Odesa,Ільїн Олег Андрійович,Midfield - Right Midfield,"1,75 m",08.06.1997,169,15,17,0,29,0,0,55,74,10.718
Volodymyr Lysenko,Retired,https://www.transfermarkt.us/volodymyr-lysenko/profil/spieler/58413,https://img.a.transfermarkt.technology/portrait/small/58413-1641647365.png?lm=1,Lysenko,7,Ukraine,ua,Kolos Kovalivka,Kiew,Лисенко Володимир Володимирович,Attack - Centre-Forward,"1,86 m",20.04.1988,141,27,6,0,23,0,0,45,79,8.026
Yevgen Zadoya,Retired,https://www.transfermarkt.us/yevgen-zadoya/profil/spieler/59978,https://img.a.transfermarkt.technology/portrait/small/59978-1641647133.png?lm=1,Zadoya,-,Ukraine,ua,Kolos Kovalivka,Zaporizhya,Задоя Євген Ігорович,Midfield - Defensive Midfield,"1,79 m",05.01.1991,140,10,8,0,32,1,1,32,49,9.153
Vitaliy Gavrysh,Retired,https://www.transfermarkt.us/vitaliy-gavrysh/profil/spieler/59038,https://img.a.transfermarkt.technology/portrait/small/59038-1569866094.png?lm=1,Gavrysh,Unknown,Ukraine,ua,Kolos Kovalivka,Chernigiv,Гавриш Віталій Володимирович,Defender - Centre-Back,"1,82 m",18.03.1986,131,19,3,0,14,2,0,8,28,10.563
Oleksandr Chornomorets,Metalist 1925 Kharkiv,https://www.transfermarkt.us/oleksandr-chornomorets/profil/spieler/167555,https://img.a.transfermarkt.technology/portrait/small/167555-1641646851.png?lm=1,Chornomorets,22,Ukraine,ua,Kolos Kovalivka,"Zelenodolsk, Dnipropetrovsk Oblast",Чорноморець Олександр Сергійович,Defender - Left-Back,"1,82 m",05.04.1993,117,3,3,1,25,1,0,6,5,10.105
Pavlo Orikhovskyi,Kolos Kovalivka,https://www.transfermarkt.us/pavlo-orikhovskyi/profil/spieler/248936,https://img.a.transfermarkt.technology/portrait/small/248936-1723628201.png?lm=1,Orikhovskyi,-,Ukraine,ua,Kolos Kovalivka,"Chervonoarmiysk, Zhytomyr Oblast",Оріховський Павло Борисович,Midfield - Central Midfield,"1,81 m",13.05.1996,114,19,9,0,20,0,0,24,49,7.810
Yevgeniy Morozko,Without Club,https://www.transfermarkt.us/yevgeniy-morozko/profil/spieler/380376,https://img.a.transfermarkt.technology/portrait/small/380376-1723641916.png?lm=1,Morozko,Unknown,Ukraine,ua,Kolos Kovalivka,Kyiv,Морозко Євгеній Георгійович,Defender - Right-Back,"1,76 m",15.02.1993,114,11,7,0,14,0,1,51,39,6.054
Oleksandr Bondarenko,Retired,https://www.transfermarkt.us/oleksandr-bondarenko/profil/spieler/25821,https://img.a.transfermarkt.technology/portrait/small/25821-1569866558.png?lm=1,Bondarenko,Unknown,Ukraine,ua,Kolos Kovalivka,Kiew,Бондаренко Олександр Ігорович,Attack - Centre-Forward,"1,83 m",28.07.1989,107,28,13,0,25,0,0,38,39,6.324
Yevgen Volynets,Polissya Zhytomyr,https://www.transfermarkt.us/yevgen-volynets/profil/spieler/166581,https://img.a.transfermarkt.technology/portrait/small/166581-1641646798.png?lm=1,Volynets,1,Ukraine,ua,Kolos Kovalivka,"Kaniv, Cherkasy Oblast",Волинець Євгеній Валерійович,Goalkeeper,"1,88 m",26.08.1993,100,0,0,2,8,0,0,0,0,9.120
Andriy Bogdanov,FSC-Feniks Mariupol,https://www.transfermarkt.us/andriy-bogdanov/profil/spieler/92567,https://img.a.transfermarkt.technology/portrait/small/92567-1641647090.png?lm=1,Bogdanov,-,Ukraine,ua,Kolos Kovalivka,Kiew,Богданов Андрій Євгенович,Midfield - Central Midfield,"1,82 m",21.01.1990,91,0,10,0,30,0,0,13,46,6.641
Oleksandr Pozdeev,Retired,https://www.transfermarkt.us/oleksandr-pozdeev/profil/spieler/380379,https://img.a.transfermarkt.technology/portrait/small/380379-1569866437.png?lm=1,Pozdeev,Unknown,Ukraine,ua,Kolos Kovalivka,Kiew,Поздєєв Олександр Сергійович,Midfield - Central Midfield,"1,87 m",14.06.1986,86,14,5,1,9,0,0,14,20,6.561
Denys Kostyshyn,FC Drita,https://www.transfermarkt.us/denys-kostyshyn/profil/spieler/366446,https://img.a.transfermarkt.technology/portrait/small/366446-1724667075.png?lm=1,Kostyshyn,13,Ukraine,ua,Kolos Kovalivka,Khmelnytskyi,Костишин Денис Русланович,Midfield - Attacking Midfield,"1,79 m",31.08.1997,84,13,4,0,16,1,0,47,33,3.488
Oleksiy Zozulya,UCSA Tarasivka,https://www.transfermarkt.us/oleksiy-zozulya/profil/spieler/269365,https://img.a.transfermarkt.technology/portrait/small/269365-1569866138.png?lm=1,Zozulya,-,Ukraine,ua,Kolos Kovalivka,Kyiv,Зозуля Олексій Володимирович,Defender - Right-Back,"1,77 m",15.04.1992,78,2,3,0,16,1,0,9,7,6.296
Anton Yashkov,FC Kudrivka-1,https://www.transfermarkt.us/anton-yashkov/profil/spieler/225632,https://img.a.transfermarkt.technology/portrait/small/225632-1673363437.png?lm=1,Yashkov,-,Ukraine,ua,Kolos Kovalivka,"Bilozerske, Donetsk Oblast",Яшков Антон Петрович,Goalkeeper,"1,85 m",30.01.1992,77,0,0,0,5,0,0,0,1,6.915
Vyacheslav Ryabov,Retired,https://www.transfermarkt.us/vyacheslav-ryabov/profil/spieler/112364,https://img.a.transfermarkt.technology/portrait/small/112364-1639151700.png?lm=1,Ryabov,Unknown,Ukraine,ua,Kolos Kovalivka,"Kryvyi Rig, Dnipropetrovsk Oblast",Рябов В'ячеслав Георгійович,Defender - Centre-Back,"1,81 m",21.06.1989,77,7,1,0,5,0,0,33,21,4.374
Vladyslav Nekhtiy,MFC Metalurg Zaporizhya,https://www.transfermarkt.us/vladyslav-nekhtiy/profil/spieler/259869,https://img.a.transfermarkt.technology/portrait/small/259869-1671463873.png?lm=1,Nekhtiy,-,Ukraine,ua,Kolos Kovalivka,Almaty,Нехтій Владислав Володимирович,Midfield - Attacking Midfield,"1,81 m",19.12.1991,77,5,7,0,9,0,0,28,38,4.170
Maksym Maksymenko,DFK Dainava Alytus,https://www.transfermarkt.us/maksym-maksymenko/profil/spieler/114398,https://img.a.transfermarkt.technology/portrait/small/114398-1691759898.jpg?lm=1,Maksymenko,2,Ukraine,ua,Kolos Kovalivka,"Kramatorsk, Donetsk Oblast",Максименко Максим Олександрович,Defender - Centre-Back,"1,82 m",28.05.1990,74,0,0,2,7,2,2,4,4,6.285
Yevgeniy Smyrnyi,FC Oleksandriya,https://www.transfermarkt.us/yevgeniy-smyrnyi/profil/spieler/396532,https://img.a.transfermarkt.technology/portrait/small/396532-1724667000.png?lm=1,Smyrnyi,5,Ukraine,ua,Kolos Kovalivka,Kyiv,Смирний Євгеній Сергійович,Midfield - Central Midfield,"1,80 m",18.08.1998,63,7,2,0,13,1,0,17,28,3.914
Denys Bezborodko,Chornomorets Odesa,https://www.transfermarkt.us/denys-bezborodko/profil/spieler/269371,https://img.a.transfermarkt.technology/portrait/small/269371-1723628358.png?lm=1,Bezborodko,-,Ukraine,ua,Kolos Kovalivka,Chernigiv,Безбородько Денис Олегович,Attack - Centre-Forward,"1,83 m",31.05.1994,63,4,4,0,12,0,0,31,33,3.072
Andrey Sakhnevych,Ilpar Iljinskiy,https://www.transfermarkt.us/andrey-sakhnevych/profil/spieler/92845,https://img.a.transfermarkt.technology/portrait/small/92845-1569866047.png?lm=1,Sakhnevych,-,Russia,unknown,Kolos Kovalivka,Zhytomyr,Сахневич Андрій Володимирович,Defender - Right-Back,"1,86 m",17.04.1989,61,0,2,0,11,2,0,3,3,5.202
Vasyl Koropetskyi,Retired,https://www.transfermarkt.us/vasyl-koropetskyi/profil/spieler/380380,https://img.a.transfermarkt.technology/portrait/small/380380-1527538114.jpg?lm=1,Koropetskyi,Unknown,Ukraine,ua,Kolos Kovalivka,"Zolochiv, Lviv Oblast",Коропецький Василь Васильович,Attack - Left Winger,"1,64 m",24.09.1986,61,3,5,0,9,0,0,25,25,3.362
Vladyslav Veleten,Kolos Kovalivka,https://www.transfermarkt.us/vladyslav-veleten/profil/spieler/729781,https://img.a.transfermarkt.technology/portrait/small/729781-1723628400.png?lm=1,Unknown,Unknown,Ukraine,ua,Kolos Kovalivka,Unknown,Unknown,Unknown,Unknown,01.10.2002,61,4,4,0,10,0,0,31,30,2.578
Nikolay Zolotov,Without Club,https://www.transfermarkt.us/nikolay-zolotov/profil/spieler/297752,https://img.a.transfermarkt.technology/portrait/small/297752-1641646885.png?lm=1,Zolotov,13,Belarus,by,Kolos Kovalivka,Vitebsk,Золотов Николай Александрович,Defender - Left-Back,"1,77 m",11.11.1994,51,0,2,0,17,0,1,6,4,4.216
Kyrylo Petrov,Retired,https://www.transfermarkt.us/kyrylo-petrov/profil/spieler/58427,https://img.a.transfermarkt.technology/portrait/small/58427-1671288665.jpg?lm=1,Petrov,18,Ukraine,ua,Kolos Kovalivka,Kiew,Петров Кирило Валентинович,Midfield - Defensive Midfield,"1,86 m",22.06.1990,50,3,1,0,13,1,0,4,2,4.342
Oleksandr Demchenko,Kolos Kovalivka,https://www.transfermarkt.us/oleksandr-demchenko/profil/spieler/463845,https://img.a.transfermarkt.technology/portrait/small/463845-1723628179.png?lm=1,Demchenko,Unknown,Ukraine,ua,Kolos Kovalivka,Vinnytsya,Демченко Олександр Вікторович,Midfield - Defensive Midfield,"1,81 m",13.02.1996,50,0,1,0,8,0,0,5,10,4.032
Valeriy Bondarenko,Kolos Kovalivka,https://www.transfermarkt.us/valeriy-bondarenko/profil/spieler/365540,https://img.a.transfermarkt.technology/portrait/small/365540-1723628021.png?lm=1,Bondarenko,Unknown,Ukraine,ua,Kolos Kovalivka,Kyiv,Бондаренко Валерій Сергійович,Defender - Centre-Back,"1,94 m",03.02.1994,49,1,0,1,6,0,0,0,0,4.470
Denys Antyukh,Zorya Lugansk,https://www.transfermarkt.us/denys-antyukh/profil/spieler/383325,https://img.a.transfermarkt.technology/portrait/small/383325-1669466441.png?lm=1,Antyukh,Unknown,Ukraine,ua,Kolos Kovalivka,"Okhtyrka, Sumy Oblast",Антюх Денис Миколайович,Attack - Right Winger,"1,83 m",30.07.1997,48,5,6,0,6,0,0,20,16,2.662
