name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Abdul Ilah Al-Khaibri,Al-Riyadh SC,https://www.transfermarkt.us/abdul-ilah-al-khaibri/profil/spieler/1169016,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Al-Khaibri,Unknown,Saudi Arabia,sa,Al-Riyadh SC,Unknown,"Abdulelah Muhammad Al-Khaibari, عبدالإله محمد الخيبري",Defender - Left-Back,"1,75 m",22.05.1997,71,0,3,1,15,0,1,5,12,5.824
Mohammed Saleh,Al-Riyadh SC,https://www.transfermarkt.us/mohammed-saleh/profil/spieler/922459,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Saleh,Unknown,Saudi Arabia,sa,Al-Riyadh SC,-,Mohammed bin Saleh bin Mohammed Al-Aqel,Attack - Right Winger,"1,82 m",07.02.2000,63,4,2,0,10,0,0,42,20,2.184
Khalid Al-Shuwayyi,Al-Bukiryah FC,https://www.transfermarkt.us/khalid-al-shuwayyi/profil/spieler/1058356,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Al-Shuwayyi,Unknown,Saudi Arabia,sa,Al-Riyadh SC,Khobar,خالد ابراهيم الشويع,Defender - Centre-Back,"1,76 m",08.04.1996,61,1,2,2,13,0,1,6,10,4.810
Mohammed Al-Shwirekh,Al-Shabab FC,https://www.transfermarkt.us/mohammed-al-shwirekh/profil/spieler/1173794,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Al-Shwirekh,Unknown,Saudi Arabia,sa,Al-Riyadh SC,Unknown,محمد مساعد الشويرخ,Defender - Centre-Back,"1,83 m",19.11.1998,50,1,2,0,13,0,1,4,5,3.997
Fahad Al-Rashidi,Al-Orobah FC,https://www.transfermarkt.us/fahad-al-rashidi/profil/spieler/343287,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Al-Rashidi,Unknown,Saudi Arabia,sa,Al-Riyadh SC,Unknown,فهد الرشيدي,Midfield - Central Midfield,"1,73 m",08.06.1991,50,3,1,0,5,0,0,14,16,3.183
Yahya Al-Shehri,Al-Riyadh SC,https://www.transfermarkt.us/yahya-al-shehri/profil/spieler/150788,https://img.a.transfermarkt.technology/portrait/small/150788-1681073978.png?lm=1,Al-Shehri,8,Saudi Arabia,sa,Al-Riyadh SC,Dammam,Yahya Sulaiman Ali Al-Shehri - يحيى سليمان علي الشهري,Midfield - Attacking Midfield,"1,65 m",26.06.1990,45,1,4,0,2,0,0,11,22,2.983
Ahmed Asiri,Al-Riyadh SC,https://www.transfermarkt.us/ahmed-asiri/profil/spieler/209499,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Asiri,13,Saudi Arabia,sa,Al-Riyadh SC,Jeddah,أحمد عسيري,Defender - Centre-Back,"1,79 m",14.11.1991,44,1,0,0,11,0,1,1,5,3.665
Hussain Al-Nuweqi,Al-Riyadh SC,https://www.transfermarkt.us/hussain-al-nuweqi/profil/spieler/1051397,https://img.a.transfermarkt.technology/portrait/small/1051397-1680817161.jpg?lm=1,Al-Nuweqi,Unknown,Saudi Arabia,sa,Al-Riyadh SC,Unknown,Hussain bin Ali Saleh Al-Nuweqi,Defender - Right-Back,"1,70 m",03.12.1995,35,0,0,0,5,0,1,6,12,2.431
Martín Campaña,CA Peñarol,https://www.transfermarkt.us/martin-campana/profil/spieler/91755,https://img.a.transfermarkt.technology/portrait/small/91755-1742486340.jpg?lm=1,Campaña,12,Uruguay,uy,Al-Riyadh SC,Maldonado,Martín Nicolás Campaña Delgado,Goalkeeper,"1,86 m",29.05.1989,34,0,0,0,3,0,0,0,2,3.013
Birama Touré,Manisa FK,https://www.transfermarkt.us/birama-toure/profil/spieler/229853,https://img.a.transfermarkt.technology/portrait/small/229853-1599424312.jpg?lm=1,Touré,19,Mali,ml,Al-Riyadh SC,Kayes,Unknown,Midfield - Defensive Midfield,"1,83 m",06.06.1992,34,4,0,0,4,0,0,0,8,2.976
Abdullah Ibrahim Al-Dossary,Al-Faisaly FC,https://www.transfermarkt.us/abdullah-ibrahim-al-dossary/profil/spieler/1130877,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Al-Dossary,Unknown,Saudi Arabia,sa,Al-Riyadh SC,Unknown,"Abdullah bin Ibrahim Rashid Al-Omar Al-Dossary, عبدالله إبراهيم الدوسري",Defender - Left-Back,"1,74 m",14.08.1998,33,0,1,0,5,0,1,11,12,1.732
Emanuel Novo,Al-Jandal SC,https://www.transfermarkt.us/emanuel-novo/profil/spieler/352934,https://img.a.transfermarkt.technology/portrait/small/352934-1703726483.jpg?lm=1,Novo,Unknown,Portugal,pt,Al-Riyadh SC,Vila do Conde,Emanuel Rodrigues Novo,Goalkeeper,"1,91 m",26.08.1992,32,0,0,0,0,0,0,0,0,2.880
Didier Ndong,Esteghlal FC,https://www.transfermarkt.us/didier-ndong/profil/spieler/210081,https://img.a.transfermarkt.technology/portrait/small/210081-1546002374.jpg?lm=1,Ndong,22,Gabon,ga,Al-Riyadh SC,Lambaréné,Didier Ibrahim Ndong,Midfield - Defensive Midfield,"1,79 m",17.06.1994,31,2,1,0,6,0,0,1,6,2.581
Muralha,Dibba SCC,https://www.transfermarkt.us/muralha/profil/spieler/174818,https://img.a.transfermarkt.technology/portrait/small/174818-1693303882.jpg?lm=1,Muralha,Unknown,Brazil,br,Al-Riyadh SC,Rio de Janeiro,Unknown,Midfield - Attacking Midfield,"1,78 m",21.01.1993,31,10,5,0,5,0,0,0,18,2.576
Nikola Stojiljkovic,Without Club,https://www.transfermarkt.us/nikola-stojiljkovic/profil/spieler/113504,https://img.a.transfermarkt.technology/portrait/small/113504-1479476631.jpg?lm=1,Stojiljkovic,-,Serbia,rs,Al-Riyadh SC,Niš,Никола Стојиљковић,Attack - Centre-Forward,"1,85 m",17.08.1992,31,17,4,0,2,0,0,1,19,2.429
Miodrag Gemovic,FK Radnicki Nis,https://www.transfermarkt.us/miodrag-gemovic/profil/spieler/339483,https://img.a.transfermarkt.technology/portrait/small/339483-1695641434.png?lm=1,Gemovic,Unknown,Serbia,rs,Al-Riyadh SC,Šabac,Миодраг Гемовић,Attack - Right Winger,"1,84 m",25.12.1994,31,7,6,0,1,0,0,2,24,2.324
Diego Miranda,Al-Zulfi SFC,https://www.transfermarkt.us/diego-miranda/profil/spieler/271337,https://img.a.transfermarkt.technology/portrait/small/271337-1693304171.jpg?lm=1,Miranda,Unknown,Brazil,br,Al-Riyadh SC,Sertão,Unknown,Attack - Right Winger,"1,69 m",07.07.1991,30,4,8,0,8,0,0,0,15,2.635
Abdulhadi Al-Harajin,Al-Fayha FC,https://www.transfermarkt.us/abdulhadi-al-harajin/profil/spieler/359346,https://img.a.transfermarkt.technology/portrait/small/359346-1728579257.png?lm=1,Al-Harajin,Unknown,Saudi Arabia,sa,Al-Riyadh SC,-,"Abdulhadi Radan Al-Harajin, عبدالهادي الحراجين",Midfield - Attacking Midfield,"1,71 m",27.10.1994,30,2,1,0,0,0,0,16,12,1.439
Saleh Al-Abbas,Al-Okhdood Club,https://www.transfermarkt.us/saleh-al-abbas/profil/spieler/675868,https://img.a.transfermarkt.technology/portrait/small/675868-1680818668.jpg?lm=1,Al-Abbas,Unknown,Saudi Arabia,sa,Al-Riyadh SC,Najran,"Saleh Dallabah Al-Abbas, صالح دلعبة آل عباس",Attack - Centre-Forward,"1,74 m",15.04.1995,28,8,3,0,2,0,0,9,14,1.673
Andre Gray,Fatih Karagümrük,https://www.transfermarkt.us/andre-gray/profil/spieler/120565,https://img.a.transfermarkt.technology/portrait/small/120565-1736774221.jpg?lm=1,Gray,16,Jamaica,jm,Al-Riyadh SC,Wolverhampton,Andre Anthony Gray,Attack - Centre-Forward,"1,78 m",26.06.1991,27,7,3,0,4,0,0,6,12,2.048
Milan Borjan,Al-Riyadh SC,https://www.transfermarkt.us/milan-borjan/profil/spieler/67797,https://img.a.transfermarkt.technology/portrait/small/67797-1713529293.png?lm=1,Borjan,18,Canada,ca,Al-Riyadh SC,Knin,Mилaн Бopjaн,Goalkeeper,"1,96 m",23.10.1987,26,0,0,0,2,0,0,0,0,2.340
Tozé,Al-Riyadh SC,https://www.transfermarkt.us/toze/profil/spieler/203654,https://img.a.transfermarkt.technology/portrait/small/203654-1547405320.png?lm=1,Tozé,20,Portugal,pt,Al-Riyadh SC,Forjães,Unknown,Midfield - Attacking Midfield,"1,74 m",14.01.1993,26,4,4,0,4,0,0,1,1,2.278
Hammad Al-Qumayzi,Retired,https://www.transfermarkt.us/hammad-al-qumayzi/profil/spieler/1214350,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Al-Qumayzi,Unknown,Saudi Arabia,sa,Al-Riyadh SC,Unknown,Unknown,Midfield,Unknown,00.00.0000,26,0,0,0,0,0,0,1,2,2.206
Ibrahim Bayesh,Al-Riyadh SC,https://www.transfermarkt.us/ibrahim-bayesh/profil/spieler/560957,https://img.a.transfermarkt.technology/portrait/small/560957-1705017215.png?lm=1,Bayesh,15,Iraq,iq,Al-Riyadh SC,"---, Baghdad","Ibrahim Bayesh Kamil Al-Kaabawi, إبراهيم بايش",Midfield - Attacking Midfield,"1,77 m",01.05.2000,26,5,0,0,2,0,0,1,7,2.190
Lucas Kal,Al-Riyadh SC,https://www.transfermarkt.us/lucas-kal/profil/spieler/435489,https://img.a.transfermarkt.technology/portrait/small/435489-1682803706.jpg?lm=1,Kal,Unknown,Brazil,br,Al-Riyadh SC,Campinas,Lucas Kal Schenfeld Prigioli,Midfield - Defensive Midfield,"1,86 m",16.03.1996,25,2,2,0,3,0,0,0,2,2.224
Fahad Al-Abdulrazzaq,Al-Taawoun FC,https://www.transfermarkt.us/fahad-al-abdulrazzaq/profil/spieler/1168993,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Al-Abdulrazzaq,Unknown,Saudi Arabia,sa,Al-Riyadh SC,Unknown,"Fahad bin Khalid Al-Abdulrazzaq, فهد خالد العبدالرزاق",Defender - Right-Back,Unknown,24.04.2000,25,1,4,0,2,0,0,4,4,1.916
Dino Arslanagic,Manisa FK,https://www.transfermarkt.us/dino-arslanagic/profil/spieler/110660,https://img.a.transfermarkt.technology/portrait/small/110660-1663972868.png?lm=1,Arslanagic,3,Belgium,be,Al-Riyadh SC,Nivelles,Dino Hugo Arslanagić,Defender - Centre-Back,"1,91 m",24.04.1993,25,0,1,0,3,0,0,5,3,1.827
Yoann Barbet,Al-Riyadh SC,https://www.transfermarkt.us/yoann-barbet/profil/spieler/159838,https://img.a.transfermarkt.technology/portrait/small/159838-1538467044.jpg?lm=1,Barbet,-,France,fr,Al-Riyadh SC,Libourne,Unknown,Defender - Centre-Back,"1,87 m",10.05.1993,24,1,1,1,2,0,0,2,0,2.061
Mohamed Konaté,Al-Riyadh SC,https://www.transfermarkt.us/mohamed-konate/profil/spieler/457743,https://img.a.transfermarkt.technology/portrait/small/457743-1633698713.png?lm=1,Unknown,Unknown,Burkina Faso,bf,Al-Riyadh SC,Unknown,Unknown,Unknown,Unknown,12.12.1997,24,4,2,0,1,1,0,5,10,1.606
Knowledge Musona,Al-Okhdood Club,https://www.transfermarkt.us/knowledge-musona/profil/spieler/120785,https://img.a.transfermarkt.technology/portrait/small/120785-1680719770.jpg?lm=1,Unknown,Unknown,Zimbabwe,zw,Al-Riyadh SC,Unknown,Unknown,Unknown,Unknown,21.06.1990,23,4,2,0,3,0,0,2,4,1.817
