name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Luis Robles,Retired,https://www.transfermarkt.us/luis-robles/profil/spieler/47289,https://img.a.transfermarkt.technology/portrait/small/47289-1551299145.JPG?lm=1,Robles,18,United States,us,New York Red Bulls,"Fort Huachuca, Arizona",Luis Angel Robles,Goalkeeper,N/A,11.05.1984,281,0,0,0,20,0,0,0,0,25.350
Bradley Wright-Phillips,Des Moines Menace,https://www.transfermarkt.us/bradley-wright-phillips/profil/spieler/28813,https://img.a.transfermarkt.technology/portrait/small/28813-1618657476.jpg?lm=1,Wright-Phillips,Unknown,England,unknown,New York Red Bulls,London,Bradley Edward Wright-Phillips,Attack - Centre-Forward,"1,73 m",12.03.1985,240,126,31,0,29,0,0,35,78,18.493
Sean Davis,MLS Pool,https://www.transfermarkt.us/sean-davis/profil/spieler/271184,https://img.a.transfermarkt.technology/portrait/small/271184-1710180719.jpg?lm=1,Davis,-,United States,us,New York Red Bulls,"Long Branch, New Jersey",Sean Akira Davis,Midfield - Central Midfield,"1,83 m",08.02.1993,208,7,13,2,22,0,0,35,43,15.516
Dax McCarty,Des Moines Menace,https://www.transfermarkt.us/dax-mccarty/profil/spieler/39479,https://img.a.transfermarkt.technology/portrait/small/39479-1709364310.jpg?lm=1,McCarty,-,United States,us,New York Red Bulls,"Winter Park, Florida",Michael Dax McCarty,Midfield - Central Midfield,"1,75 m",30.04.1987,198,15,21,0,24,0,0,9,33,16.756
Mike Petke,Retired,https://www.transfermarkt.us/mike-petke/profil/spieler/9891,https://img.a.transfermarkt.technology/portrait/small/9891-1586368203.jpg?lm=1,Petke,16,United States,us,New York Red Bulls,"Bohemia, New York",Unknown,Defender - Centre-Back,N/A,30.01.1976,184,5,5,0,31,2,2,11,15,15.320
Aaron Long,Los Angeles FC,https://www.transfermarkt.us/aaron-long/profil/spieler/271072,https://img.a.transfermarkt.technology/portrait/small/271072-1741202787.jpg?lm=1,Long,3,United States,us,New York Red Bulls,"Oak Hills, California",Aaron Ray Long,Defender - Centre-Back,"1,86 m",12.10.1992,175,14,4,0,23,0,0,6,18,14.872
Dane Richards,Retired,https://www.transfermarkt.us/dane-richards/profil/spieler/51019,https://img.a.transfermarkt.technology/portrait/small/51019-1606851707.jpg?lm=1,Richards,11,Jamaica,jm,New York Red Bulls,Montego Bay,Dane O'Brian Richards,Midfield - Right Midfield,"1,70 m",14.12.1983,173,22,29,0,26,1,0,27,42,13.181
Sean Nealis,New York Red Bulls,https://www.transfermarkt.us/sean-nealis/profil/spieler/644798,https://img.a.transfermarkt.technology/portrait/small/644798-1740944135.jpg?lm=1,Nealis,Unknown,United States,us,New York Red Bulls,"Massapequa, New York",Unknown,Defender - Centre-Back,"1,93 m",13.01.1997,163,4,3,1,28,2,2,12,6,13.722
Carlos Mendes,Retired,https://www.transfermarkt.us/carlos-mendes/profil/spieler/30603,https://img.a.transfermarkt.technology/portrait/small/30603-1495724240.jpg?lm=1,Mendes,Unknown,United States,us,New York Red Bulls,"Mineola, New York",Unknown,Defender - Centre-Back,"1,80 m",25.12.1980,158,0,2,2,22,1,0,20,16,12.419
Daniel Royer,Retired,https://www.transfermarkt.us/daniel-royer/profil/spieler/74762,https://img.a.transfermarkt.technology/portrait/small/74762-1618763847.jpg?lm=1,Royer,-,Austria,at,New York Red Bulls,Schladming,Unknown,Attack - Left Winger,"1,77 m",22.05.1990,156,50,19,0,8,0,1,39,69,10.394
John Wolyniec,Retired,https://www.transfermarkt.us/john-wolyniec/profil/spieler/30608,https://img.a.transfermarkt.technology/portrait/small/30608-1587802465.jpg?lm=1,Wolyniec,-,United States,us,New York Red Bulls,"Staten Island, New York",Unknown,Attack - Centre-Forward,"1,88 m",24.01.1977,155,29,15,0,10,0,0,66,39,8.385
Connor Lade,Retired,https://www.transfermarkt.us/connor-lade/profil/spieler/209845,https://img.a.transfermarkt.technology/portrait/small/209845-1551298545.JPG?lm=1,Lade,13,United States,us,New York Red Bulls,"Livingston, New Jersey",Connor Cooke Lade,Defender - Right-Back,"1,70 m",16.11.1989,153,5,9,0,20,2,0,38,21,10.486
Carlos Coronel,New York Red Bulls,https://www.transfermarkt.us/carlos-coronel/profil/spieler/378871,https://img.a.transfermarkt.technology/portrait/small/378871-1740943495.jpg?lm=1,Coronel,-,Paraguay,py,New York Red Bulls,Corumbá,Carlos Miguel Coronel,Goalkeeper,"1,92 m",29.12.1996,151,0,0,0,10,0,0,1,0,13.530
Seth Stammler,Retired,https://www.transfermarkt.us/seth-stammler/profil/spieler/30606,https://img.a.transfermarkt.technology/portrait/small/30606-1606851406.jpg?lm=1,Stammler,Unknown,United States,us,New York Red Bulls,"Columbus, Ohio",Seth Matthew Stammler,Midfield - Defensive Midfield,"1,78 m",29.09.1981,150,6,11,0,26,0,0,16,17,11.877
Kemar Lawrence,Westchester SC,https://www.transfermarkt.us/kemar-lawrence/profil/spieler/288710,https://img.a.transfermarkt.technology/portrait/small/288710-1678625405.jpg?lm=1,Lawrence,20,Jamaica,jm,New York Red Bulls,Kingston,Kemar Michael Lawrence,Defender - Left-Back,"1,77 m",17.09.1992,146,5,10,0,21,0,0,9,20,12.262
Kyle Duncan,New York Red Bulls,https://www.transfermarkt.us/kyle-duncan/profil/spieler/349699,https://img.a.transfermarkt.technology/portrait/small/349699-1740943523.jpg?lm=1,Duncan,16,United States,us,New York Red Bulls,"New York City, New York",Kyle Barri Duncan,Defender - Right-Back,"1,77 m",08.08.1997,142,6,11,0,35,1,0,29,14,10.680
Alex Muyl,Nashville SC,https://www.transfermarkt.us/alex-muyl/profil/spieler/413690,https://img.a.transfermarkt.technology/portrait/small/413690-1740672993.jpg?lm=1,Muyl,-,United States,us,New York Red Bulls,"New York City, New York",Alexandre Burke Muyl,Attack - Right Winger,"1,80 m",30.09.1995,140,13,15,0,23,0,0,49,53,8.243
Tom Barlow,Chicago Fire FC,https://www.transfermarkt.us/tom-barlow/profil/spieler/509916,https://img.a.transfermarkt.technology/portrait/small/509916-1740681738.jpg?lm=1,Barlow,Unknown,United States,us,New York Red Bulls,"St. Louis, Missouri",Unknown,Attack - Centre-Forward,"1,88 m",08.07.1995,140,18,3,0,9,0,0,77,51,6.104
Jeff Parke,Retired,https://www.transfermarkt.us/jeff-parke/profil/spieler/30604,https://img.a.transfermarkt.technology/portrait/small/30604-1605974901.jpg?lm=1,Parke,16,United States,us,New York Red Bulls,"Abington, Pennsylvania",Unknown,Defender - Centre-Back,"1,86 m",23.03.1982,139,1,1,0,18,1,0,6,11,11.713
Roy Miller,Retired,https://www.transfermarkt.us/roy-miller/profil/spieler/36454,https://img.a.transfermarkt.technology/portrait/small/36454-1520795223.JPG?lm=1,Miller,19,Costa Rica,cr,New York Red Bulls,San José,Roy Miller Hernández,Defender - Centre-Back,"1,86 m",24.11.1984,139,0,9,1,19,0,2,13,17,11.207
Tony Meola,Retired,https://www.transfermarkt.us/tony-meola/profil/spieler/26843,https://img.a.transfermarkt.technology/portrait/small/26843-1587801654.jpg?lm=1,Meola,1,United States,us,New York Red Bulls,"Belleville, New Jersey",Antonio Michael Meola,Goalkeeper,N/A,21.02.1969,138,0,0,0,10,0,0,0,1,12.463
Thierry Henry,Retired,https://www.transfermarkt.us/thierry-henry/profil/spieler/3207,https://img.a.transfermarkt.technology/portrait/small/3207-1683199668.jpg?lm=1,Henry,12,France,fr,New York Red Bulls,Les Ulis,Thierry Daniel Henry,Attack - Centre-Forward,"1,88 m",17.08.1977,135,52,40,0,19,0,2,5,22,11.486
John Tolkin,Holstein Kiel,https://www.transfermarkt.us/john-tolkin/profil/spieler/683812,https://img.a.transfermarkt.technology/portrait/small/683812-1710582118.jpg?lm=1,Tolkin,21,United States,us,New York Red Bulls,"Chatham, New Jersey",John Michael Tolkin,Defender - Left-Back,"1,70 m",31.07.2002,135,9,20,0,19,0,0,8,19,11.320
Mike Magee,Retired,https://www.transfermarkt.us/mike-magee/profil/spieler/30602,https://img.a.transfermarkt.technology/portrait/small/30602-1587246232.jpg?lm=1,Magee,-,United States,us,New York Red Bulls,"Chicago, Illinois",Michael Magee,Attack - Centre-Forward,"1,76 m",02.09.1984,134,23,13,0,12,1,1,47,46,7.951
Steve Jolley,Retired,https://www.transfermarkt.us/steve-jolley/profil/spieler/39388,https://img.a.transfermarkt.technology/portrait/small/39388-1589232760.jpg?lm=1,Jolley,Unknown,United States,us,New York Red Bulls,"Virginia Beach, Virginia",Unknown,Defender - Right-Back,"1,85 m",15.10.1975,131,7,5,0,20,0,0,8,2,11.030
Omir Fernandez,Colorado Rapids,https://www.transfermarkt.us/omir-fernandez/profil/spieler/467271,https://img.a.transfermarkt.technology/portrait/small/467271-1740820339.jpg?lm=1,Fernandez,-,United States,us,New York Red Bulls,"The Bronx, New York",Omir Guadalupe Fernandez Mosso,Attack - Right Winger,"1,70 m",08.02.1999,130,19,11,0,4,0,0,56,64,6.218
Tab Ramos,Retired,https://www.transfermarkt.us/tab-ramos/profil/spieler/102007,https://img.a.transfermarkt.technology/portrait/small/102007-1410858590.jpg?lm=1,Ramos,9,United States,us,New York Red Bulls,Montevideo,Tabaré Ramos Ricciardi,Midfield - Central Midfield,"1,78 m",21.09.1966,126,9,29,0,30,1,3,8,30,10.045
Cristian Cásseres Jr.,FC Toulouse,https://www.transfermarkt.us/cristian-casseres-jr-/profil/spieler/467632,https://img.a.transfermarkt.technology/portrait/small/467632-1646141354.JPG?lm=1,Cásseres Jr.,23,Venezuela,ve,New York Red Bulls,Caracas,Cristian Sleiker Cásseres Yépes,Midfield - Central Midfield,"1,76 m",20.01.2000,126,15,13,0,32,0,1,18,22,9.837
Lloyd Sam,Retired,https://www.transfermarkt.us/lloyd-sam/profil/spieler/12131,https://img.a.transfermarkt.technology/portrait/small/12131-1582661645.jpg?lm=1,Sam,-,Ghana,gh,New York Red Bulls,Leeds,Lloyd Ekow Sam,Attack - Right Winger,"1,73 m",27.09.1984,126,24,22,0,14,0,1,25,53,8.638
Felipe Martins,FC Cascavel (PR),https://www.transfermarkt.us/felipe-martins/profil/spieler/85012,https://img.a.transfermarkt.technology/portrait/small/85012-1711186462.jpg?lm=1,Felipe Martins,Unknown,Brazil,br,New York Red Bulls,Engenheiro Beltrão,Unknown,Midfield - Central Midfield,"1,73 m",30.09.1990,125,10,10,0,23,0,1,2,13,10.892
Sacha Kljestan,Des Moines Menace,https://www.transfermarkt.us/sacha-kljestan/profil/spieler/39475,https://img.a.transfermarkt.technology/portrait/small/39475-1646080078.JPG?lm=1,Kljestan,-,United States,us,New York Red Bulls,"Huntington Beach, California",Sacha Bryan Klještan,Midfield - Attacking Midfield,"1,85 m",09.09.1985,121,22,37,0,17,1,1,9,25,10.001
Amado Guevara,Retired,https://www.transfermarkt.us/amado-guevara/profil/spieler/30598,https://img.a.transfermarkt.technology/portrait/small/30598-1606767743.jpg?lm=1,Guevara,20,Honduras,hn,New York Red Bulls,Tegucigalpa,Unknown,Midfield - Attacking Midfield,"1,80 m",02.05.1976,112,34,30,0,23,4,0,3,10,9.729
Chris Leitch,Retired,https://www.transfermarkt.us/chris-leitch/profil/spieler/30600,https://img.a.transfermarkt.technology/portrait/small/30600-1607163459.jpg?lm=1,Leitch,Unknown,United States,us,New York Red Bulls,"Pickerington, Ohio",Unknown,Defender - Right-Back,"1,80 m",01.04.1979,112,0,1,1,15,0,0,12,10,9.009
Juan Pablo Ángel,Retired,https://www.transfermarkt.us/juan-pablo-angel/profil/spieler/3278,https://img.a.transfermarkt.technology/portrait/small/3278-1591807425.jpg?lm=1,Ángel,9,Colombia,co,New York Red Bulls,Medellín,Juan Pablo Ángel Arango,Attack - Centre-Forward,"1,85 m",24.10.1975,111,61,8,0,9,0,1,2,17,9.626
Joel Lindpere,Retired,https://www.transfermarkt.us/joel-lindpere/profil/spieler/27812,https://img.a.transfermarkt.technology/portrait/small/27812-1606851790.jpg?lm=1,Lindpere,2,Estonia,ee,New York Red Bulls,Tallinn,Unknown,Midfield - Left Midfield,"1,78 m",05.10.1981,104,17,14,0,12,0,0,8,20,8.626
Frankie Amaya,Deportivo Toluca,https://www.transfermarkt.us/frankie-amaya/profil/spieler/575368,https://img.a.transfermarkt.technology/portrait/small/575368-1710581206.jpg?lm=1,Amaya,-,United States,us,New York Red Bulls,"Santa Ana, California",Franuel Amaya,Midfield - Central Midfield,"1,63 m",26.09.2000,104,8,6,0,16,1,0,19,31,7.338
Clint Mathis,Retired,https://www.transfermarkt.us/clint-mathis/profil/spieler/15644,https://img.a.transfermarkt.technology/portrait/small/15644-1713983120.jpg?lm=1,Mathis,11,United States,us,New York Red Bulls,"Conyers, Georgia",Unknown,Midfield - Attacking Midfield,N/A,25.11.1976,102,42,18,0,22,1,3,9,25,8.128
Miles Joseph,Retired,https://www.transfermarkt.us/miles-joseph/profil/spieler/436117,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,Joseph,-,United States,us,New York Red Bulls,"West Springfield, Massachusetts",Unknown,Midfield,"1,75 m",02.05.1974,102,11,16,0,5,0,0,40,22,6.190
Cameron Harper,New York Red Bulls,https://www.transfermarkt.us/cameron-harper/profil/spieler/699461,https://img.a.transfermarkt.technology/portrait/small/699461-1740943881.jpg?lm=1,Harper,-,United States,us,New York Red Bulls,"Sacramento, California",Unknown,Attack - Right Winger,"1,76 m",19.11.2001,101,8,8,0,17,1,0,42,39,5.513
