name,club,periods
Hiroaki Morishima,Cerezo Osaka,1991-2008
Akinori Nishizawa,Cerezo Osaka,"1995-1995, 1995-2001, 2002-2007, 2009-2010"
Yoichiro Kakitani,Cerezo Osaka,"2006-2009, 2012-2014, 2016-2021"
Yoshito Okubo,Cerezo Osaka,"2001-2005, 2005-2005, 2006-2007, 2021-2022"
Kenyu Sugimoto,Cerezo Osaka,"2010-2012, 2012-2015, 2016-2019"
Shinji Kagawa,Cerezo Osaka,"2006-2010, 2023-2025"
Tatsuya Furuhashi,Cerezo Osaka,2004-2009
Hiroshi Kiyotake,Cerezo Osaka,"2010-2012, 2017-2024, 2025-2025"
Takashi Inui,Cerezo Osaka,"2008-2009, 2009-2011, 2021-2022"
Rui Komatsu,Cerezo Osaka,"2005-2006, 2006-2012"
Léo Ceará,Cerezo Osaka,2023-2025
Sun-hong Hwang,Cerezo Osaka,1998-1999
Yasuo Manaka,Cerezo Osaka,1999-2003
Mutsuki Kato,Cerezo Osaka,2021-2023
Hiroaki Okuno,Cerezo Osaka,2019-2025
Yusuke Maruhashi,Cerezo Osaka,"2009-2023, 2023-2024"
Souza,Cerezo Osaka,"2016-2016, 2017-2020"
Masaya Nishitani,Cerezo Osaka,1997-2002
Takayuki Yokoyama,Cerezo Osaka,1995-2000
Ryuji Bando,Cerezo Osaka,"2010-2013, 2013-2014"
Marquinhos,Cerezo Osaka,1994-1997
Zé Carlos,Cerezo Osaka,2005-2008
Kota Mizunuma,Cerezo Osaka,"2017-2018, 2018-2020"
Jorge Dely Valdés,Cerezo Osaka,1995-1996
Adriano,Cerezo Osaka,2010-2010
Bo-kyung Kim,Cerezo Osaka,"2010-2010, 2011-2012"
Hotaru Yamaguchi,Cerezo Osaka,"2009-2016, 2016-2019"
Diego Forlán,Cerezo Osaka,2014-2015
Kota Fujimoto,Cerezo Osaka,2005-2020
Jong-hwan Yoon,Cerezo Osaka,2000-2002
Kaio,Cerezo Osaka,2008-2009
Takumi Minamino,Cerezo Osaka,2013-2015
Germano,Cerezo Osaka,2007-2008
Matej Jonjic,Cerezo Osaka,"2017-2021, 2022-2024"
Toshiyuki Takagi,Cerezo Osaka,2018-2022
Takaaki Tokushige,Cerezo Osaka,2002-2007
Keiji Tamada,Cerezo Osaka,2015-2017
Baron,Cerezo Osaka,2003-2004
Almir Turkovic,Cerezo Osaka,2001-2002
Tatsuya Yamashita,Cerezo Osaka,"2006-2011, 2012-2019, 2022-2025"
Sota Kitano,Cerezo Osaka,2023-2025
Noriyuki Sakemoto,Cerezo Osaka,2003-2019
Kenji Oshiba,Cerezo Osaka,2001-2002
Kazuya Maeda,Cerezo Osaka,2005-2010
Satoki Uejo,Cerezo Osaka,2022-2025
Shu Kurata,Cerezo Osaka,2011-2012
Takahiro Ogihara,Cerezo Osaka,2010-2016
Ricardo Santos,Cerezo Osaka,2016-2018
Adam Taggart,Cerezo Osaka,2021-2023
Tatsuhiro Sakamoto,Cerezo Osaka,"2020-2022, 2022-2022"
Sérgio Manoel,Cerezo Osaka,1996-1997
Hirotaka Tameda,Cerezo Osaka,2021-2025
Katsuo Kanda,Cerezo Osaka,1994-1998
Fábio Simplício,Cerezo Osaka,2012-2014
Yasuhito Morishima,Cerezo Osaka,"2006-2008, 2009-2009"
Kempes,Cerezo Osaka,2012-2012
Martinez,Cerezo Osaka,2009-2012
Hiroto Yamada,Cerezo Osaka,"2018-2019, 2020-2020, 2021-2023, 2024-2025"
Yuzo Tashiro,Cerezo Osaka,2015-2017
Fabinho,Cerezo Osaka,2004-2006
Tomotaka Fukagawa,Cerezo Osaka,1995-1998
Rodrigo Pimpão,Cerezo Osaka,2011-2011
Takuma Edamura,Cerezo Osaka,2012-2014
Radivoje Manić,Cerezo Osaka,1998-1998
Takaki Fukumitsu,Cerezo Osaka,"2017-2019, 2020-2020, 2021-2021"
Pablo,Cerezo Osaka,2015-2015
Tiago Pagnussat,Cerezo Osaka,"2021-2022, 2023-2023"
Cacau,Cerezo Osaka,2014-2015
Riku Matsuda,Cerezo Osaka,"2016-2023, 2024-2024"
Kiyokazu Kudo,Cerezo Osaka,"2000-2000, 2001-2006"
Edno,Cerezo Osaka,2013-2013
Jean Patric,Cerezo Osaka,2022-2023
Yasuki Kimoto,Cerezo Osaka,2016-2021
Yuta Toyokawa,Cerezo Osaka,2020-2022
Seiya Maikuma,Cerezo Osaka,2022-2024
Aria Jasuru Hasegawa,Cerezo Osaka,2014-2015
Ryo Nagai,Cerezo Osaka,"2010-2012, 2013-2013, 2014-2015, 2015-2016"
Makoto Yonekura,Cerezo Osaka,1996-1999
Satoru Suzuki,Cerezo Osaka,1998-2004
Bruno Meneghel,Cerezo Osaka,2016-2016
Jeong-woon Ko,Cerezo Osaka,1997-1998
Teruaki Kurobe,Cerezo Osaka,2005-2005
Naoya Ishigami,Cerezo Osaka,"2009-2010, 2010-2011"
Ryosuke Shindo,Cerezo Osaka,2021-2025
Amaral,Cerezo Osaka,2010-2011
Daisuke Saito,Cerezo Osaka,2000-2002
Kakeru Funaki,Cerezo Osaka,"2017-2020, 2021-2021, 2022-2025"
Masanori Kizawa,Cerezo Osaka,1995-1999
Hisato Sato,Cerezo Osaka,2002-2003
Yuji Funayama,Cerezo Osaka,2009-2010
Takanori Nunobe,Cerezo Osaka,2001-2006
Yuichi Nemoto,Cerezo Osaka,2002-2002
Michiharu Sugimoto,Cerezo Osaka,"2000-2003, 2004-2004"
Vitor Bueno,Cerezo Osaka,2024-2025
Nobuki Hara,Cerezo Osaka,1998-2004
