name,club,periods
Ibba Laajab,Yokohama FC,2016-2020
Tetsuya Okubo,Yokohama FC,"2003-2005, 2012-2014, 2014-2018"
Shoji Jo,Yokohama FC,"2000-2002, 2003-2006"
Shingi Ono,Yokohama FC,1999-2006
Hiroaki Namba,Yokohama FC,"2006-2006, 2007-2013, 2014-2014"
Kazuyoshi Miura,Yokohama FC,"2005-2005, 2005-2022, 2023-2023, 2024-2024, 2026-2025"
Yosuke Nozaki,Yokohama FC,"2010-2011, 2011-2018"
Tomoya Uchida,Yokohama FC,"2002-2008, 2012-2017"
Naoki Nomura,Yokohama FC,2014-2019
Kensuke Sato,Yokohama FC,2011-2021
Tomotaka Kitamura,Yokohama FC,2001-2007
Tomonobu Hayakawa,Yokohama FC,"2003-2008, 2008-2010"
Shinichi Terada,Yokohama FC,"2010-2012, 2012-2013, 2013-2018"
Kosuke Onose,Yokohama FC,2012-2017
Tsuyoshi Yoshitake,Yokohama FC,"2000-2007, 2012-2015"
Yuki Nogami,Yokohama FC,"2012-2013, 2013-2016"
Takahiro Nakazato,Yokohama FC,"2012-2014, 2015-2019, 2023-2025"
Tsuyoshi Hakkaku,Yokohama FC,2008-2013
Tomoyoshi Ono,Yokohama FC,2002-2011
Calvin Jong-A-Pin,Yokohama FC,2017-2021
Eijiro Takeda,Yokohama FC,"2011-2012, 2013-2013, 2014-2014, 2015-2015, 2018-2025"
Yukinori Shigeta,Yokohama FC,1999-2006
Takanori Sugeno,Yokohama FC,2003-2008
Takanori Nakajima,Yokohama FC,"2004-2008, 2012-2013, 2013-2016"
Yuta Minami,Yokohama FC,"2014-2021, 2022-2022"
