name,club,periods
Juninho,Kawasaki Frontale,2003-2012
Yu Kobayashi,Kawasaki Frontale,2010-2025
Yoshito Okubo,Kawasaki Frontale,"2013-2017, 2018-2018"
Kengo Nakamura,Kawasaki Frontale,2003-2021
Kazuki Ganaha,Kawasaki Frontale,1999-2009
Leandro Damião,Kawasaki Frontale,2019-2024
Chong Tese,Kawasaki Frontale,2006-2010
Akihiro Ienaga,Kawasaki Frontale,2017-2025
Renatinho,Kawasaki Frontale,2012-2015
Hiroyuki Taniguchi,Kawasaki Frontale,2004-2011
Yasuto Wakizaka,Kawasaki Frontale,2018-2025
Masaru Kurotsu,Kawasaki Frontale,2001-2013
Kei Chinen,Kawasaki Frontale,"2017-2020, 2021-2023"
Marcinho,Kawasaki Frontale,2021-2025
Marcus Vinicius,Kawasaki Frontale,2004-2006
Augusto,Kawasaki Frontale,2003-2006
Elsinho,Kawasaki Frontale,"2015-2016, 2016-2019"
Renatinho,Kawasaki Frontale,2008-2010
Takuro Yajima,Kawasaki Frontale,"2004-2006, 2009-2014"
Kaoru Mitoma,Kawasaki Frontale,"2017-2018, 2018-2019, 2019-2020, 2020-2021"
Hiroyuki Abe,Kawasaki Frontale,2017-2020
Shin Yamada,Kawasaki Frontale,2023-2025
Shogo Taniguchi,Kawasaki Frontale,"2013-2014, 2014-2023"
Tatsuya Hasegawa,Kawasaki Frontale,"2015-2016, 2016-2022"
Akira Konno,Kawasaki Frontale,2000-2007
Yusuke Tasaka,Kawasaki Frontale,"2008-2012, 2015-2019"
Daiya Tono,Kawasaki Frontale,"2020-2020, 2021-2025"
Ryota Oshima,Kawasaki Frontale,2011-2025
Tuto,Kawasaki Frontale,"1998-2000, 2000-2001"
Yoshinobu Minowa,Kawasaki Frontale,"2000-2008, 2008-2009"
Kentaro Moriya,Kawasaki Frontale,2013-2019
Bentinho,Kawasaki Frontale,2002-2003
Shuhei Terada,Kawasaki Frontale,1999-2011
Vitor Junior,Kawasaki Frontale,"2008-2008, 2009-2011"
Kento Tachibanada,Kawasaki Frontale,2021-2025
Magnum,Kawasaki Frontale,2006-2008
Jumpei Kusukami,Kawasaki Frontale,"2009-2010, 2010-2013"
Erison,Kawasaki Frontale,2024-2025
Taisei Miyashiro,Kawasaki Frontale,"2018-2019, 2020-2021, 2022-2022, 2023-2024"
Tomoaki Kuno,Kawasaki Frontale,1996-2006
