name,club,periods
Yuki Oshitani,Fagiano Okayama,"2013-2014, 2014-2017"
Kohei Kiyama,Fagiano Okayama,"2007-2010, 2010-2011, 2011-2011, 2012-2012, 2013-2013, 2017-2023"
Yong-jae Lee,Fagiano Okayama,2018-2022
Hayato Nakama,Fagiano Okayama,2018-2020
Tiago Alves,Fagiano Okayama,2022-2024
Yuta Toyokawa,Fagiano Okayama,2016-2018
Satoki Uejo,Fagiano Okayama,2020-2022
Shingo Akamine,Fagiano Okayama,"2016-2017, 2017-2021"
Kengo Kawamata,Fagiano Okayama,2012-2013
Eiichi Katayama,Fagiano Okayama,2014-2018
Yudai Tanaka,Fagiano Okayama,"2022-2025, 2026-2025"
Hiroto Iwabuchi,Fagiano Okayama,2024-2025
Ryusuke Senoo,Fagiano Okayama,"2008-2012, 2013-2016"
Kota Ueda,Fagiano Okayama,"2014-2015, 2018-2021"
Shinya Yajima,Fagiano Okayama,2015-2017
Tomoyuki Arata,Fagiano Okayama,2013-2015
Ryo Tadokoro,Fagiano Okayama,2009-2016
Min-kyun Kim,Fagiano Okayama,"2011-2013, 2013-2014"
Shintaro Shimizu,Fagiano Okayama,"2013-2015, 2020-2021"
Daisuke Ito,Fagiano Okayama,2015-2019
Keita Goto,Fagiano Okayama,"2010-2015, 2018-2021"
Masahiko Sawaguchi,Fagiano Okayama,2009-2019
Shingo Kukita,Fagiano Okayama,"2010-2012, 2013-2018"
Kohei Nishino,Fagiano Okayama,2009-2010
Jordy Buijs,Fagiano Okayama,2022-2024
Mitchell Duke,Fagiano Okayama,2021-2023
Shugo Kawahara,Fagiano Okayama,2006-2011
Daiki Iwamasa,Fagiano Okayama,2015-2017
Yasutaka Yanagi,Fagiano Okayama,2022-2025
Hiroki Yamamoto,Fagiano Okayama,"2019-2020, 2020-2022"
Tiago,Fagiano Okayama,2011-2013
Takaya Kimura,Fagiano Okayama,2021-2025
Stefan Mauk,Fagiano Okayama,2022-2024
Kenji Sekido,Fagiano Okayama,2012-2023
Hideki Ishige,Fagiano Okayama,"2017-2018, 2021-2022"
Hiroki Kishida,Fagiano Okayama,2010-2012
Ryujiro Ueda,Fagiano Okayama,2009-2015
Soichi Tanaka,Fagiano Okayama,2012-2018
Yusuke Kobayashi,Fagiano Okayama,2008-2012
Kazuki Saito,Fagiano Okayama,2018-2023
Takayoshi Ishihara,Fagiano Okayama,2011-2015
Lucão,Fagiano Okayama,2023-2025
Yuichi Kubo,Fagiano Okayama,"2014-2016, 2017-2017"
Daichi Tagami,Fagiano Okayama,2024-2025
Koki Tsukagawa,Fagiano Okayama,2017-2019
Yoshitake Suzuki,Fagiano Okayama,2023-2025
Kodai Sano,Fagiano Okayama,2022-2023
Taishi Semba,Fagiano Okayama,2022-2024
Eiji Shirai,Fagiano Okayama,2020-2022
Ren Sengoku,Fagiano Okayama,2011-2015
Makoto Mimura,Fagiano Okayama,"2011-2011, 2012-2012, 2012-2021"
Mizuki Hamada,Fagiano Okayama,2018-2024
Haruka Motoyama,Fagiano Okayama,2022-2025
Kojiro Shinohara,Fagiano Okayama,"2010-2010, 2011-2014, 2015-2018"
Shohei Takeda,Fagiano Okayama,"2016-2017, 2017-2020, 2021-2021"
Tetsushi Kondo,Fagiano Okayama,"2010-2017, 2018-2018"
Yohei Otake,Fagiano Okayama,2017-2019
Yoshiki Fujimoto,Fagiano Okayama,"2016-2018, 2019-2019"
Riyo Kawamoto,Fagiano Okayama,2021-2022
Yuzuru Shimada,Fagiano Okayama,2013-2017
Hideaki Takeda,Fagiano Okayama,2008-2010
Shuhei Tokumoto,Fagiano Okayama,2020-2023
Kazunari Hosaka,Fagiano Okayama,2009-2010
Ryo Tabei,Fagiano Okayama,"2023-2024, 2024-2025"
Yasuhiro Nomoto,Fagiano Okayama,"2006-2007, 2007-2011, 2012-2012, 2012-2013"
Shinichiro Kuwada,Fagiano Okayama,2011-2014
