name,club,periods
Yoshiyuki Hasegawa,Kashima Antlers,1991-2003
Atsushi Yanagisawa,Kashima Antlers,"1996-2003, 2006-2008"
Yuma Suzuki,Kashima Antlers,"2015-2019, 2022-2025"
Mitsuo Ogasawara,Kashima Antlers,"1998-2006, 2007-2019"
Takuya Nozawa,Kashima Antlers,"2000-2012, 2013-2014"
Marquinhos,Kashima Antlers,2007-2011
Shoma Doi,Kashima Antlers,2011-2024
Shinzo Koroki,Kashima Antlers,2005-2013
Yasushi Endo,Kashima Antlers,2007-2022
Mazinho,Kashima Antlers,1995-2000
Yuya Osako,Kashima Antlers,2009-2014
Masashi Motoyama,Kashima Antlers,1998-2016
Hisashi Kurosaki,Kashima Antlers,1992-1998
Mu Kanazaki,Kashima Antlers,"2015-2015, 2016-2018"
Alcindo,Kashima Antlers,1993-1995
Yuzo Tashiro,Kashima Antlers,"2005-2010, 2010-2012"
Ayase Ueda,Kashima Antlers,"2019-2019, 2019-2022"
Daiki Iwamasa,Kashima Antlers,2003-2014
Koji Nakata,Kashima Antlers,"1998-2005, 2008-2015"
Bismarck,Kashima Antlers,1997-2002
Leonardo,Kashima Antlers,1994-1996
Tomoyuki Hirase,Kashima Antlers,"1996-1998, 1998-2002, 2003-2004"
Tadatoshi Masuda,Kashima Antlers,1992-2000
Everaldo,Kashima Antlers,2020-2023
Alex Mineiro,Kashima Antlers,2005-2006
Serginho,Kashima Antlers,2018-2020
Davi,Kashima Antlers,2013-2016
Yutaka Akita,Kashima Antlers,1993-2004
Fernando,Kashima Antlers,2003-2007
Caio Lucas,Kashima Antlers,2014-2016
Jorginho,Kashima Antlers,1995-1998
Gaku Shibasaki,Kashima Antlers,"2011-2017, 2023-2025"
Takayuki Suzuki,Kashima Antlers,"1995-1997, 1997-1998, 1999-1999, 1999-2000, 2000-2002, 2004-2006"
Arthur Caíke,Kashima Antlers,2021-2024
Yasuo Manaka,Kashima Antlers,
Shuhei Akasaki,Kashima Antlers,"2014-2017, 2018-2018"
Santos,Kashima Antlers,1992-1995
Akira Narahashi,Kashima Antlers,1997-2007
Zico,Kashima Antlers,1991-1994
Chikashi Masuda,Kashima Antlers,"2004-2010, 2010-2013"
Sho Ito,Kashima Antlers,2019-2021
Masaki Fukai,Kashima Antlers,"2003-2007, 2007-2008, 2008-2008, 2008-2009"
Euller,Kashima Antlers,2002-2004
Ryotaro Araki,Kashima Antlers,"2020-2024, 2025-2025"
Leandro Moura,Kashima Antlers,"2017-2018, 2018-2020, 2021-2021"
Shuto Yamamoto,Kashima Antlers,2014-2021
Daigo Nishi,Kashima Antlers,2011-2019
Danilo,Kashima Antlers,2007-2010
Naoki Soma,Kashima Antlers,"1994-2002, 2002-2004"
Takeshi Aoki,Kashima Antlers,2001-2016
Ryohei Shirasaki,Kashima Antlers,"2019-2021, 2022-2022"
Léo Silva,Kashima Antlers,2017-2022
Naomichi Ueda,Kashima Antlers,"2013-2018, 2023-2025"
Tomoya Inukai,Kashima Antlers,2018-2022
Hayato Nakama,Kashima Antlers,2022-2025
Augusto,Kashima Antlers,2001-2003
Júnior Dutra,Kashima Antlers,2012-2013
Juninho,Kashima Antlers,2012-2014
Gen Shoji,Kashima Antlers,"2011-2019, 2023-2024"
Toru Araiba,Kashima Antlers,2004-2013
Pedro Júnior,Kashima Antlers,"2017-2018, 2018-2019"
Hiroki Abe,Kashima Antlers,2017-2019
Yuta Matsumura,Kashima Antlers,"2020-2024, 2025-2025"
Yuta Higuchi,Kashima Antlers,2022-2025
Kimito Nono,Kashima Antlers,2024-2025
Kei Chinen,Kashima Antlers,2023-2025
Juan Alano,Kashima Antlers,2020-2022
Aleksandar Cavric,Kashima Antlers,"2024-2024, 2025-2025"
Koki Machida,Kashima Antlers,"2016-2022, 2023-2023"
Diego Pituca,Kashima Antlers,2021-2024
Itsuki Someno,Kashima Antlers,"2020-2022, 2023-2023, 2025-2025"
Koki Anzai,Kashima Antlers,"2018-2019, 2021-2025"
Ryuta Sasaki,Kashima Antlers,"2006-2006, 2007-2011, 2012-2012, 2013-2013"
Ryuji Izumi,Kashima Antlers,2020-2023
Shintaro Nago,Kashima Antlers,"2019-2021, 2022-2025"
Kento Misao,Kashima Antlers,"2016-2023, 2024-2025"
Atsuto Uchida,Kashima Antlers,"2006-2010, 2018-2020"
Fellype Gabriel,Kashima Antlers,2010-2012
Yasuto Honda,Kashima Antlers,1992-2007
Kazuya Yamamura,Kashima Antlers,2012-2016
Ryota Nagaki,Kashima Antlers,2016-2022
Takeshi Kanamori,Kashima Antlers,"2017-2019, 2020-2020"
Léo Ceará,Kashima Antlers,2025-2025
Yuki Kakita,Kashima Antlers,"2016-2017, 2020-2020, 2022-2022, 2023-2024"
Go Oiwa,Kashima Antlers,2003-2011
Ikuma Sekigawa,Kashima Antlers,2019-2025
Masaki Chugo,Kashima Antlers,"2005-2009, 2010-2010"
Naruyuki Naito,Kashima Antlers,1992-2000
Seiji Kaneko,Kashima Antlers,"1999-2005, 2005-2006, 2007-2007, 2007-2009"
Renato Cajá,Kashima Antlers,2012-2012
Masatada Ishii,Kashima Antlers,1991-1998
Fabrício,Kashima Antlers,2016-2017
Tomoya Fujii,Kashima Antlers,2023-2025
Rodrigo Mendes,Kashima Antlers,1997-1998
Ichiei Muroi,Kashima Antlers,1993-2000
Jeong-soo Lee,Kashima Antlers,2010-2010
Carlos,Kashima Antlers,1992-1994
Toshiyuki Abe,Kashima Antlers,"1995-1997, 1997-2000"
