name,club,periods
Masaaki Sawanobori,Shimizu S-Pulse,1992-2006
Genki Omae,Shimizu S-Pulse,"2008-2013, 2013-2014, 2014-2017"
Alex,Shimizu S-Pulse,1997-2003
Koya Kitagawa,Shimizu S-Pulse,"2015-2019, 2022-2025"
Kenta Hasegawa,Shimizu S-Pulse,1992-2000
Jae-jin Cho,Shimizu S-Pulse,2004-2008
Fernando Nicolas Oliva,Shimizu S-Pulse,"1996-1998, 2000-2002"
Chong Tese,Shimizu S-Pulse,"2015-2020, 2021-2021"
Takuma Edamura,Shimizu S-Pulse,"2005-2012, 2014-2014, 2014-2014, 2015-2018, 2019-2019"
Shinji Okazaki,Shimizu S-Pulse,2005-2011
Yoshikiyo Kuboyama,Shimizu S-Pulse,1999-2008
Thiago,Shimizu S-Pulse,2021-2024
Jungo Fujimoto,Shimizu S-Pulse,2006-2011
Toninho,Shimizu S-Pulse,"1992-1995, 1995-1996"
Carlinhos Junior,Shimizu S-Pulse,2020-2025
Baron,Shimizu S-Pulse,2001-2003
Ryohei Shirasaki,Shimizu S-Pulse,"2012-2013, 2015-2019, 2022-2024, 2025-2025"
Toshiyuki Takagi,Shimizu S-Pulse,2011-2015
Shota Kaneko,Shimizu S-Pulse,"2014-2015, 2016-2021, 2022-2022"
Marquinhos,Shimizu S-Pulse,2005-2007
Douglas,Shimizu S-Pulse,2018-2020
Santos,Shimizu S-Pulse,1995-2001
Frode Johnsen,Shimizu S-Pulse,2008-2011
Kazuki Hara,Shimizu S-Pulse,2007-2011
Takuro Yajima,Shimizu S-Pulse,2006-2009
Jung-hwan Ahn,Shimizu S-Pulse,2002-2003
Akihiro Hyodo,Shimizu S-Pulse,"2005-2011, 2018-2019"
Katsumi Oenoki,Shimizu S-Pulse,1991-2001
Milivoje Novakovic,Shimizu S-Pulse,2014-2015
Daisuke Ichikawa,Shimizu S-Pulse,1997-2011
Tatsuru Mukojima,Shimizu S-Pulse,1992-1997
Fabinho,Shimizu S-Pulse,1998-2000
Alex Brosque,Shimizu S-Pulse,2011-2012
Toshihide Saito,Shimizu S-Pulse,1996-2007
Keisuke Iwashita,Shimizu S-Pulse,"2005-2012, 2013-2013"
Katsuhiro Nakayama,Shimizu S-Pulse,2021-2024
Kohei Hiramatsu,Shimizu S-Pulse,1999-2008
Carlos Alberto Dias,Shimizu S-Pulse,1995-1996
Edu Manga,Shimizu S-Pulse,1993-1994
Takashi Inui,Shimizu S-Pulse,2022-2025
Hideki Ishige,Shimizu S-Pulse,"2012-2017, 2018-2021, 2022-2022"
Ryuzo Morioka,Shimizu S-Pulse,1995-2007
Yasuhiro Hiraoka,Shimizu S-Pulse,"2005-2008, 2009-2016, 2017-2017"
Takayuki Yokoyama,Shimizu S-Pulse,2000-2003
Shinji Ono,Shimizu S-Pulse,2010-2012
Sotaro Yasunaga,Shimizu S-Pulse,1999-2001
Kazuya Murata,Shimizu S-Pulse,2013-2019
Fernandinho,Shimizu S-Pulse,"2007-2008, 2008-2009"
Yosuke Kawai,Shimizu S-Pulse,"2009-2010, 2010-2011, 2011-2012, 2012-2022"
Sho Ito,Shimizu S-Pulse,2010-2014
Daniele Massaro,Shimizu S-Pulse,1995-1997
Kota Sugiyama,Shimizu S-Pulse,"2003-2008, 2009-2018"
Keisuke Ota,Shimizu S-Pulse,"2000-2001, 2001-2007"
Araújo,Shimizu S-Pulse,"2004-2005, 2005-2006"
Júnior Dutra,Shimizu S-Pulse,2019-2021
Naohiro Takahara,Shimizu S-Pulse,2011-2013
Jun Iwashita,Shimizu S-Pulse,1992-1996
Akihiro Nagashima,Shimizu S-Pulse,1994-1995
Akinori Nishizawa,Shimizu S-Pulse,2007-2009
Tae-wook Choi,Shimizu S-Pulse,2005-2006
Masaki Yamamoto,Shimizu S-Pulse,2006-2012
Eddy Bosnar,Shimizu S-Pulse,2010-2012
Peter Utaka,Shimizu S-Pulse,"2015-2016, 2016-2017"
Tuto,Shimizu S-Pulse,2003-2004
Marco,Shimizu S-Pulse,1995-1995
Shun Nagasawa,Shimizu S-Pulse,"2007-2011, 2012-2012, 2013-2013, 2014-2015"
Hideaki Kitajima,Shimizu S-Pulse,"2003-2003, 2004-2006"
Yu Hasegawa,Shimizu S-Pulse,2016-2019
Akira Silvano Disaro,Shimizu S-Pulse,"2021-2022, 2023-2023"
Hideki Nagai,Shimizu S-Pulse,1996-1997
Lucas Braga,Shimizu S-Pulse,2024-2024
Masahiro Ando,Shimizu S-Pulse,1995-1999
Taisuke Muramatsu,Shimizu S-Pulse,"2011-2014, 2015-2016, 2017-2018"
Naoaki Aoyama,Shimizu S-Pulse,2005-2011
Teruki Hara,Shimizu S-Pulse,"2021-2023, 2023-2025"
Dzenan Radoncic,Shimizu S-Pulse,2013-2014
Valdo,Shimizu S-Pulse,2020-2023
Benjamin Kololli,Shimizu S-Pulse,2021-2024
Yuta Taki,Shimizu S-Pulse,"2018-2020, 2021-2023, 2024-2024"
Yuito Suzuki,Shimizu S-Pulse,"2020-2023, 2023-2023"
Renato Augusto,Shimizu S-Pulse,2019-2024
Jumpei Takaki,Shimizu S-Pulse,"2001-2010, 2010-2011, 2013-2015, 2015-2016"
Reon Yamahara,Shimizu S-Pulse,2022-2025
Elsinho,Shimizu S-Pulse,2019-2022
Shinya Yajima,Shimizu S-Pulse,2024-2025
Baré,Shimizu S-Pulse,2013-2013
Ryo Takeuchi,Shimizu S-Pulse,"2009-2012, 2013-2024"
Hiroaki Tajima,Shimizu S-Pulse,1993-1997
Jelani Reshaun Sumiyoshi,Shimizu S-Pulse,"2024-2025, 2025-2025"
Yasuhiro Yoshida,Shimizu S-Pulse,"1995-1996, 2000-2006"
Ko Matsubara,Shimizu S-Pulse,2015-2020
Yuta Kamiya,Shimizu S-Pulse,2022-2024
Takeru Kishimoto,Shimizu S-Pulse,2022-2024
