name,club,periods
Jamie Walker,Heart of Midlothian FC,"2012-2018, 2019-2022, 2022-2022"
Colin Cameron,Heart of Midlothian FC,1996-2001
Callum Paterson,Heart of Midlothian FC,2012-2017
Paul Hartley,Heart of Midlothian FC,2003-2007
Andy Kirk,Heart of Midlothian FC,1999-2004
Steven Pressley,Heart of Midlothian FC,1998-2007
Kevin McKenna,Heart of Midlothian FC,2001-2005
Andy Driver,Heart of Midlothian FC,"2006-2013, 2013-2013"
Steve Fulton,Heart of Midlothian FC,1995-2002
Marius Zaliukas,Heart of Midlothian FC,"2006-2007, 2007-2013"
Scott Severin,Heart of Midlothian FC,1997-2004
Andy Webster,Heart of Midlothian FC,"2001-2006, 2011-2013"
Stephen Kingsley,Heart of Midlothian FC,2020-2025
Christophe Berra,Heart of Midlothian FC,"2003-2009, 2017-2020, 2020-2021"
Thomas Flögel,Heart of Midlothian FC,1997-2002
Craig Halkett,Heart of Midlothian FC,2019-2025
Michael Smith,Heart of Midlothian FC,2017-2023
Eggert Gunnthór Jónsson,Heart of Midlothian FC,2005-2012
Cammy Devlin,Heart of Midlothian FC,2021-2025
John Souttar,Heart of Midlothian FC,2016-2022
Lee Wallace,Heart of Midlothian FC,2004-2011
Alan Maybury,Heart of Midlothian FC,2001-2005
Robbie Neilson,Heart of Midlothian FC,"1999-1999, 2000-2002, 2002-2009"
Craig Gordon,Heart of Midlothian FC,"1999-2001, 2001-2007, 2020-2025"
Jamie MacDonald,Heart of Midlothian FC,"2005-2007, 2007-2007, 2008-2014"
