name,club,periods
Stevie May,St. Johnstone FC,"2007-2011, 2012-2012, 2013-2014, 2019-2024, 2026-2025"
Liam Craig,St. Johnstone FC,"2007-2008, 2008-2013, 2015-2022"
Steven MacLean,St. Johnstone FC,2012-2018
Steven Milne,St. Johnstone FC,2005-2011
Murray Davidson,St. Johnstone FC,2009-2023
Chris Kane,St. Johnstone FC,"2010-2014, 2014-2014, 2015-2017, 2018-2024, 2024-2024"
Paul Sheerin,St. Johnstone FC,2004-2010
Michael O'Halloran,St. Johnstone FC,"2014-2016, 2017-2018, 2019-2023, 2023-2023"
Peter MacDonald,St. Johnstone FC,2001-2011
David Wotherspoon,St. Johnstone FC,2013-2023
Steven Anderson,St. Johnstone FC,"2004-2019, 2019-2019, 2020-2020"
Dave Mackay,St. Johnstone FC,2009-2016
Darren Dods,St. Johnstone FC,1998-2004
Drey Wright,St. Johnstone FC,"2018-2020, 2022-2025"
Joe Shaughnessy,St. Johnstone FC,2015-2019
Jason Kerr,St. Johnstone FC,"2014-2015, 2016-2016, 2017-2017, 2018-2021"
Chris Millar,St. Johnstone FC,2008-2018
Scott Tanser,St. Johnstone FC,2017-2021
Liam Gordon,St. Johnstone FC,"2015-2015, 2016-2017, 2017-2024"
Frazer Wright,St. Johnstone FC,2011-2015
Tam Scobbie,St. Johnstone FC,2012-2017
Brian Easton,St. Johnstone FC,2013-2019
Alan Main,St. Johnstone FC,"1994-2003, 2007-2010"
Zander Clark,St. Johnstone FC,"2008-2011, 2012-2013, 2014-2014, 2015-2022"
Alan Mannus,St. Johnstone FC,2011-2018
