name,club,periods
Niall McGinn,Aberdeen FC,"2012-2017, 2018-2022"
Adam Rooney,Aberdeen FC,2014-2018
Darren Mackie,Aberdeen FC,"1998-2004, 2004-2012"
Sam Cosgrove,Aberdeen FC,2018-2021
Bojan Miovski,Aberdeen FC,2022-2024
Scott Vernon,Aberdeen FC,2010-2014
Andy Considine,Aberdeen FC,2004-2022
Jonny Hayes,Aberdeen FC,"2012-2017, 2020-2024"
Lewis Ferguson,Aberdeen FC,2018-2022
Robbie Winters,Aberdeen FC,1999-2001
Lee Miller,Aberdeen FC,2006-2010
Arild Stavrum,Aberdeen FC,1999-2001
Duk,Aberdeen FC,2022-2025
Eoin Jess,Aberdeen FC,"1987-1996, 1996-2000, 2001-2001"
Kenny McLean,Aberdeen FC,"2015-2018, 2018-2018"
Chris Maguire,Aberdeen FC,"2006-2010, 2010-2011"
Steve Lovell,Aberdeen FC,2005-2008
Graeme Shinnie,Aberdeen FC,"2015-2019, 2023-2023, 2023-2025"
Peter Pawlett,Aberdeen FC,"2007-2012, 2013-2017"
Ryan Hedges,Aberdeen FC,2019-2022
Christian Ramirez,Aberdeen FC,2021-2023
Zander Diamond,Aberdeen FC,2003-2011
Jamie Smith,Aberdeen FC,2005-2009
Gary Mackay-Steven,Aberdeen FC,2017-2019
Jamie McGrath,Aberdeen FC,2023-2025
Ryan Christie,Aberdeen FC,"2017-2017, 2017-2018"
John Hewitt,Aberdeen FC,1979-1989
Mark McGhee,Aberdeen FC,1979-1984
Derek Young,Aberdeen FC,"1998-2003, 2007-2011"
Barry Nicholson,Aberdeen FC,2005-2008
Shay Logan,Aberdeen FC,"2014-2014, 2014-2021, 2021-2021"
Leighton Clarkson,Aberdeen FC,"2022-2023, 2023-2025"
Ash Taylor,Aberdeen FC,"2014-2017, 2019-2021"
Sone Aluko,Aberdeen FC,"2007-2008, 2008-2011"
Eric Black,Aberdeen FC,1981-1986
Josh Magennis,Aberdeen FC,"2010-2014, 2014-2014"
Hicham Zerouali,Aberdeen FC,1999-2002
Vicente Besuijen,Aberdeen FC,"2022-2023, 2023-2024, 2024-2025"
Ester Sokler,Aberdeen FC,2023-2025
Scott Severin,Aberdeen FC,2004-2009
Ryan Jack,Aberdeen FC,2009-2017
Kevin Nisbet,Aberdeen FC,2024-2025
Chris Clark,Aberdeen FC,"1997-2008, 2011-2014"
Phil McGuire,Aberdeen FC,1996-2005
Charlie Mulgrew,Aberdeen FC,2008-2010
Darren Young,Aberdeen FC,1996-2003
Joe Harper,Aberdeen FC,"1969-1972, 1976-1981"
Gary McDonald,Aberdeen FC,2008-2010
Paul Sheerin,Aberdeen FC,2003-2004
Rory Fallon,Aberdeen FC,2011-2013
Drew Jarvie,Aberdeen FC,1972-1982
Nicky Devlin,Aberdeen FC,2023-2025
Billy Dodds,Aberdeen FC,1994-1998
Gordon Strachan,Aberdeen FC,1977-1984
Leigh Hinds,Aberdeen FC,2003-2004
Connor McLennan,Aberdeen FC,"2015-2016, 2017-2017, 2018-2022, 2023-2023"
David Goodwillie,Aberdeen FC,"2014-2016, 2016-2016"
Stevie May,Aberdeen FC,2017-2019
Stevie Crawford,Aberdeen FC,2005-2006
Ricky Foster,Aberdeen FC,"2002-2010, 2011-2012"
Paul Hartley,Aberdeen FC,2010-2011
Ross McCrorie,Aberdeen FC,"2020-2021, 2021-2023"
Curtis Main,Aberdeen FC,2019-2021
Andy Dow,Aberdeen FC,1998-2001
Pape Habib Guèye,Aberdeen FC,"2023-2024, 2024-2025"
Scott Booth,Aberdeen FC,"1990-1997, 2003-2004"
Scott Wright,Aberdeen FC,"2012-2019, 2019-2021"
Mark Reynolds,Aberdeen FC,"2012-2012, 2012-2013, 2013-2019, 2019-2019"
Simon Church,Aberdeen FC,2016-2016
Steve Tosh,Aberdeen FC,2004-2005
Scott McKenna,Aberdeen FC,"2013-2015, 2015-2015, 2016-2016, 2017-2020"
Marley Watkins,Aberdeen FC,"2020-2021, 2021-2023"
Kári Árnason,Aberdeen FC,"2011-2012, 2017-2018"
Peter Weir,Aberdeen FC,"1981-1987, 1988-1988"
Neil Simpson,Aberdeen FC,1978-1990
Michael Paton,Aberdeen FC,"2006-2008, 2008-2008, 2008-2011, 2011-2012"
Matty Kennedy,Aberdeen FC,2020-2023
Jayden Stockley,Aberdeen FC,2016-2017
Greg Stewart,Aberdeen FC,"2017-2018, 2019-2019"
Topi Keskinen,Aberdeen FC,2024-2025
David Rowson,Aberdeen FC,"1995-2000, 2000-2000"
Duncan Shearer,Aberdeen FC,1992-1997
Paul Bernard,Aberdeen FC,1995-2001
Dean Windass,Aberdeen FC,1995-1998
Cato Guntveit,Aberdeen FC,2000-2002
Anthony O'Connor,Aberdeen FC,2016-2018
John Stewart,Aberdeen FC,2003-2006
Frank Munro,Aberdeen FC,1966-1968
Mike Newell,Aberdeen FC,1997-1999
Noel Whelan,Aberdeen FC,2004-2005
Rory McArdle,Aberdeen FC,2010-2012
Derek Adams,Aberdeen FC,"1992-1994, 2004-2005"
Leon Mike,Aberdeen FC,
Steven MacLean,Aberdeen FC,2010-2010
Eugène Dadi,Aberdeen FC,2001-2002
James Wilson,Aberdeen FC,"2018-2019, 2019-2020"
Mark Perry,Aberdeen FC,1998-2000
Eric Deloumeaux,Aberdeen FC,2002-2004
