name,club,periods
Kris Boyd,Kilmarnock FC,"2000-2006, 2013-2014, 2015-2019"
Colin Nish,Kilmarnock FC,2003-2008
Danny Invincibile,Kilmarnock FC,2003-2011
Eamonn Brophy,Kilmarnock FC,"2017-2021, 2021-2021"
Steven Naismith,Kilmarnock FC,2002-2007
Conor Sammon,Kilmarnock FC,"2008-2011, 2017-2017"
Paul Heffernan,Kilmarnock FC,2011-2013
Rory McKenzie,Kilmarnock FC,"2010-2012, 2012-2025"
Chris Burke,Kilmarnock FC,2017-2022
Kyle Lafferty,Kilmarnock FC,"2021-2021, 2022-2023"
Danny Armstrong,Kilmarnock FC,2021-2025
Craig Dargo,Kilmarnock FC,2000-2005
Greg Kiltie,Kilmarnock FC,"2013-2014, 2014-2019, 2019-2019, 2020-2021"
Kyle Vassell,Kilmarnock FC,2023-2025
Josh Magennis,Kilmarnock FC,2014-2016
Oli Shaw,Kilmarnock FC,2021-2023
Liam Kelly,Kilmarnock FC,2009-2013
Jamie Hamill,Kilmarnock FC,"2005-2011, 2014-2016"
Kevin Kyle,Kilmarnock FC,2009-2010
Marley Watkins,Kilmarnock FC,2023-2025
Andy McLaren,Kilmarnock FC,2000-2003
Manuel Pascali,Kilmarnock FC,2008-2015
Gary McSwegan,Kilmarnock FC,2002-2004
Gary Wales,Kilmarnock FC,2004-2008
Paul Wright,Kilmarnock FC,1995-2001
Dean Shiels,Kilmarnock FC,"2011-2011, 2012-2012"
Christophe Cocard,Kilmarnock FC,1999-2002
Fraser Murray,Kilmarnock FC,2021-2025
Paul di Giacomo,Kilmarnock FC,"1998-2005, 2005-2007, 2007-2008"
Craig Bryson,Kilmarnock FC,2007-2011
Stuart Findlay,Kilmarnock FC,"2015-2016, 2017-2018, 2018-2021, 2023-2025"
Jordan Jones,Kilmarnock FC,"2016-2019, 2022-2023"
Tope Obadeyi,Kilmarnock FC,2014-2016
Souleymane Coulibaly,Kilmarnock FC,2016-2017
Ally Mitchell,Kilmarnock FC,1991-2003
Frazer Wright,Kilmarnock FC,2005-2011
Ally McCoist,Kilmarnock FC,1998-2001
Gary McDonald,Kilmarnock FC,2001-2006
Cillian Sheridan,Kilmarnock FC,2012-2013
Peter Canero,Kilmarnock FC,1997-2004
Aleksey Eremenko Jr.,Kilmarnock FC,"2010-2011, 2014-2015"
Craig Slater,Kilmarnock FC,2012-2016
Paul Wright,Kilmarnock FC,
David Watson,Kilmarnock FC,2022-2025
Nicke Kabamba,Kilmarnock FC,2020-2021
James Fowler,Kilmarnock FC,"1998-2014, 2014-2014"
Joe Wright,Kilmarnock FC,2022-2025
Garry Hay,Kilmarnock FC,1998-2013
Kevin McGowne,Kilmarnock FC,1996-2002
Alan Mahood,Kilmarnock FC,1998-2004
Simon Ford,Kilmarnock FC,2004-2010
Lee Erwin,Kilmarnock FC,2017-2018
Greg Stewart,Kilmarnock FC,"2018-2019, 2024-2024"
Bruce Anderson,Kilmarnock FC,2024-2025
Innes Cameron,Kilmarnock FC,"2017-2018, 2019-2020, 2021-2021, 2021-2021, 2022-2022, 2022-2025"
Jérôme Vareille,Kilmarnock FC,1997-2002
Matty Kennedy,Kilmarnock FC,"2011-2012, 2023-2025"
Tommy Johnson,Kilmarnock FC,2001-2002
James Dayton,Kilmarnock FC,2010-2013
Stephen O'Donnell,Kilmarnock FC,2017-2020
Ash Taylor,Kilmarnock FC,2022-2023
Frédéric Dindeleux,Kilmarnock FC,1999-2005
Peter Leven,Kilmarnock FC,2004-2007
Gordon Greer,Kilmarnock FC,"2004-2007, 2017-2018"
Jackie McInally,Kilmarnock FC,
Mehdi Taouil,Kilmarnock FC,2007-2011
Chris Johnston,Kilmarnock FC,2011-2016
Wullie Gibson,Kilmarnock FC,2007-2009
Kallum Higginbotham,Kilmarnock FC,2015-2016
Mikael Ndjoli,Kilmarnock FC,2018-2019
Sammy Clingan,Kilmarnock FC,2013-2015
Gary Harkins,Kilmarnock FC,2011-2013
David Fernández,Kilmarnock FC,2006-2010
David Silva,Kilmarnock FC,"2010-2012, 2013-2014"
Mitch Pinnock,Kilmarnock FC,2020-2021
Brad Lyons,Kilmarnock FC,2021-2025
Callum Hendry,Kilmarnock FC,2021-2022
Allan Johnston,Kilmarnock FC,2004-2009
Bobby Wales,Kilmarnock FC,"2021-2023, 2024-2025"
Liam Polworth,Kilmarnock FC,"2021-2022, 2022-2025"
Mark Reilly,Kilmarnock FC,
Gary Holt,Kilmarnock FC,1995-2001
Aaron Tshibola,Kilmarnock FC,"2018-2018, 2018-2019, 2020-2021"
Dom Thomas,Kilmarnock FC,"2017-2018, 2018-2018, 2019-2019, 2019-2020, 2020-2020"
Scott Robinson,Kilmarnock FC,"2015-2016, 2021-2023"
Chris Maguire,Kilmarnock FC,2010-2010
Mark Connolly,Kilmarnock FC,2014-2016
Robbie Muirhead,Kilmarnock FC,2013-2015
Danny Whitehall,Kilmarnock FC,2020-2021
Mark Roberts,Kilmarnock FC,"1992-1999, 1999-2000"
Danny Racchi,Kilmarnock FC,2011-2013
Borja Pérez,Kilmarnock FC,2012-2013
Chris Stokes,Kilmarnock FC,2021-2023
Allan Russell,Kilmarnock FC,2008-2010
Blair Alston,Kilmarnock FC,2021-2023
Ian Durrant,Kilmarnock FC,1998-2002
Steve Fulton,Kilmarnock FC,2002-2004
