name,club,periods
Jon Daly,Dundee United FC,2006-2013
Johnny Russell,Dundee United FC,"2007-2008, 2009-2009, 2010-2013"
David Goodwillie,Dundee United FC,"2006-2007, 2008-2011, 2013-2014"
Nicky Clark,Dundee United FC,2018-2022
Jim McIntyre,Dundee United FC,2001-2006
Barry Robson,Dundee United FC,2003-2008
Gary Mackay-Steven,Dundee United FC,2011-2015
Stuart Armstrong,Dundee United FC,2010-2015
Paul McMullan,Dundee United FC,"2017-2021, 2021-2021"
Charlie Miller,Dundee United FC,2000-2004
Steven Thompson,Dundee United FC,1996-2003
David Robertson,Dundee United FC,2005-2011
Craig Conway,Dundee United FC,2006-2011
Scott Fraser,Dundee United FC,"2014-2014, 2015-2018"
Collin Samuel,Dundee United FC,2003-2007
Blair Spittal,Dundee United FC,2014-2017
John Rankin,Dundee United FC,2011-2016
Ryan Dow,Dundee United FC,"2010-2011, 2011-2016"
Craig Easton,Dundee United FC,1995-2004
Danny Swanson,Dundee United FC,2008-2012
Keith Watson,Dundee United FC,"2010-2015, 2015-2015"
Sam Stanton,Dundee United FC,"2017-2018, 2018-2020"
Ian Harkes,Dundee United FC,2019-2023
Glenn Middleton,Dundee United FC,2022-2025
Scott Robertson,Dundee United FC,2008-2012
Prince Buaben,Dundee United FC,2007-2011
Mark Durnan,Dundee United FC,2015-2018
Gavin Gunning,Dundee United FC,"2011-2014, 2015-2016"
Peter Pawlett,Dundee United FC,2019-2023
Willo Flood,Dundee United FC,"2007-2008, 2008-2008, 2011-2013, 2016-2018"
Mark Wilson,Dundee United FC,"2000-2006, 2013-2015"
Ryan Edwards,Dundee United FC,2020-2023
David McCracken,Dundee United FC,2000-2007
Morgaro Gomis,Dundee United FC,"2007-2011, 2013-2014, 2019-2019"
Seán Dillon,Dundee United FC,2007-2017
Alan Archibald,Dundee United FC,2003-2007
Calum Butcher,Dundee United FC,"2013-2015, 2019-2022"
Garry Kenneth,Dundee United FC,"2004-2007, 2007-2012"
Paul Dixon,Dundee United FC,"2008-2012, 2015-2017"
Liam Smith,Dundee United FC,2019-2023
Jim Paterson,Dundee United FC,1998-2004
Stuart Duff,Dundee United FC,2001-2008
Mark Kerr,Dundee United FC,2003-2008
Jamie Robson,Dundee United FC,2016-2021
Scott McMann,Dundee United FC,2021-2024
Maurice Malpas,Dundee United FC,1979-2000
Dusan Pernis,Dundee United FC,2010-2012
Paul Gallacher,Dundee United FC,"1997-1999, 2000-2004"
Radoslaw Cierzniak,Dundee United FC,2012-2015
Benjamin Siegrist,Dundee United FC,2018-2022
