name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Junling Yan,Shanghai Port,https://www.transfermarkt.us/junling-yan/profil/spieler/224161,https://img.a.transfermarkt.technology/portrait/small/224161-1547716958.jpg?lm=1,Yan,1,China,cn,Shanghai Port,Shanghai,颜骏凌,Goalkeeper,"1,91 m",28.01.1991,413,0,1,1,20,0,0,0,2,37.170
Shenchao Wang,Shanghai Port,https://www.transfermarkt.us/shenchao-wang/profil/spieler/236672,https://img.a.transfermarkt.technology/portrait/small/236672-1563435148.jpg?lm=1,Wang,4,China,cn,Shanghai Port,Shanghai,王燊超,Defender - Right-Back,"1,80 m",08.02.1989,403,28,34,2,39,2,1,36,59,32.988
Wenjun Lü,Shanghai Port,https://www.transfermarkt.us/wenjun-lu/profil/spieler/236649,https://img.a.transfermarkt.technology/portrait/small/236649-1563436047.jpg?lm=1,Lü,25,China,cn,Shanghai Port,Shanghai,吕文君,Attack - Left Winger,"1,85 m",11.03.1989,374,63,62,0,27,2,1,134,129,22.338
Huikang Cai,Shanghai Port Reserves,https://www.transfermarkt.us/huikang-cai/profil/spieler/236609,https://img.a.transfermarkt.technology/portrait/small/236609-1488970609.jpg?lm=1,Cai,6,China,cn,Shanghai Port,Shanghai,蔡慧康,Midfield - Defensive Midfield,"1,83 m",10.10.1989,326,9,11,0,42,2,1,34,79,25.600
Lei Wu,Shanghai Port,https://www.transfermarkt.us/lei-wu/profil/spieler/140436,https://img.a.transfermarkt.technology/portrait/small/140436-1548680344.jpg?lm=1,Wu,7,China,cn,Shanghai Port,"Nanjing, Jiangsu",武磊,Attack - Right Winger,"1,74 m",19.11.1991,304,190,95,0,23,1,0,16,87,25.680
Oscar,São Paulo Futebol Clube,https://www.transfermarkt.us/oscar/profil/spieler/85314,https://img.a.transfermarkt.technology/portrait/small/85314-1563435929.jpg?lm=1,Oscar,11,Brazil,br,Shanghai Port,Americana,Unknown,Midfield - Attacking Midfield,"1,80 m",09.09.1991,248,77,142,0,26,0,1,8,21,21.602
Hai Yu,Retired,https://www.transfermarkt.us/hai-yu/profil/spieler/46827,https://img.a.transfermarkt.technology/portrait/small/46827-1563435027.jpg?lm=1,Yu,21,China,cn,Shanghai Port,"Luoyang, Henan",于海,Defender - Left-Back,"1,83 m",04.06.1987,225,11,21,1,36,0,1,53,38,16.075
Guan He,Wuhan Three Towns,https://www.transfermarkt.us/guan-he/profil/spieler/236638,https://img.a.transfermarkt.technology/portrait/small/236638-1563355251.jpg?lm=1,He,2,China,cn,Shanghai Port,Tai'an,贺惯,Defender - Centre-Back,"1,83 m",25.01.1993,209,7,4,0,21,1,0,18,28,17.040
Huan Fu,Shanghai Port,https://www.transfermarkt.us/huan-fu/profil/spieler/250199,https://img.a.transfermarkt.technology/portrait/small/250199-1563435261.jpg?lm=1,Fu,24,China,cn,Shanghai Port,Shanghai,傅欢,Defender - Right-Back,"1,82 m",12.07.1993,198,4,12,1,40,2,1,32,48,14.705
Ke Shi,Shandong Taishan,https://www.transfermarkt.us/ke-shi/profil/spieler/218244,https://img.a.transfermarkt.technology/portrait/small/218244-1563355184.jpg?lm=1,Shi,3,China,cn,Shanghai Port,"Xuzhou, Jiangsu",石柯,Defender - Centre-Back,"1,84 m",08.01.1993,180,3,4,1,25,1,0,6,16,15.502
