Date,Match,Result,Score,Competition
27 Aug 1921,Everton v Manchester United,L,5-0,League Division One
29 Aug 1921,Manchester United v West Bromwich Albion,L,2-3,League Division One
03 Sep 1921,Manchester United v Everton,W,2-1,League Division One
07 Sep 1921,West Bromwich Albion v Manchester United,D,0-0,League Division One
10 Sep 1921,Chelsea v Manchester United,D,0-0,League Division One
17 Sep 1921,Manchester United v Chelsea,D,0-0,League Division One
24 Sep 1921,Preston North End v Manchester United,L,3-2,League Division One
01 Oct 1921,Manchester United v Preston North End,D,1-1,League Division One
08 Oct 1921,Tottenham Hotspur v Manchester United,D,2-2,League Division One
15 Oct 1921,Manchester United v Tottenham Hotspur,W,2-1,League Division One
22 Oct 1921,Manchester City v Manchester United,L,4-1,League Division One
29 Oct 1921,Manchester United v Manchester City,W,3-1,League Division One
05 Nov 1921,Manchester United v Middlesbrough,L,3-5,League Division One
12 Nov 1921,Middlesbrough v Manchester United,L,2-0,League Division One
19 Nov 1921,Aston Villa v Manchester United,L,3-1,League Division One
26 Nov 1921,Manchester United v Aston Villa,W,1-0,League Division One
03 Dec 1921,Bradford City v Manchester United,L,2-1,League Division One
10 Dec 1921,Manchester United v Bradford City,D,1-1,League Division One
17 Dec 1921,Liverpool v Manchester United,L,2-1,League Division One
24 Dec 1921,Manchester United v Liverpool,D,0-0,League Division One
26 Dec 1921,Manchester United v Burnley,L,0-1,League Division One
27 Dec 1921,Burnley v Manchester United,L,4-2,League Division One
31 Dec 1921,Newcastle United v Manchester United,L,3-0,League Division One
02 Jan 1922,Sheffield United v Manchester United,L,3-0,League Division One
07 Jan 1922,Manchester United v Cardiff City,L,1-4,FA Cup
14 Jan 1922,Manchester United v Newcastle United,L,0-1,League Division One
21 Jan 1922,Sunderland v Manchester United,L,2-1,League Division One
28 Jan 1922,Manchester United v Sunderland,W,3-1,League Division One
11 Feb 1922,Manchester United v Huddersfield Town,D,1-1,League Division One
18 Feb 1922,Birmingham City v Manchester United,W,0-1,League Division One
25 Feb 1922,Manchester United v Birmingham City,D,1-1,League Division One
27 Feb 1922,Huddersfield Town v Manchester United,D,1-1,League Division One
11 Mar 1922,Manchester United v Arsenal,W,1-0,League Division One
18 Mar 1922,Manchester United v Blackburn Rovers,L,0-1,League Division One
25 Mar 1922,Blackburn Rovers v Manchester United,L,3-0,League Division One
01 Apr 1922,Manchester United v Bolton Wanderers,L,0-1,League Division One
05 Apr 1922,Arsenal v Manchester United,L,3-1,League Division One
08 Apr 1922,Bolton Wanderers v Manchester United,L,1-0,League Division One
15 Apr 1922,Manchester United v Oldham Athletic,L,0-3,League Division One
17 Apr 1922,Manchester United v Sheffield United,W,3-2,League Division One
22 Apr 1922,Oldham Athletic v Manchester United,D,1-1,League Division One
29 Apr 1922,Manchester United v Cardiff City,D,1-1,League Division One
06 May 1922,Cardiff City v Manchester United,L,3-1,League Division One
