Date,Match,Result,Score,Competition
06 Sep 1902,Gainsborough Trinity v Manchester United,W,0-1,League Division Two
13 Sep 1902,Manchester United v Burton United,W,1-0,League Division Two
20 Sep 1902,Bristol City v Manchester United,L,3-1,League Division Two
27 Sep 1902,Manchester United v Glossop North End,D,1-1,League Division Two
04 Oct 1902,Manchester United v Chesterfield Town,W,2-1,League Division Two
11 Oct 1902,Stockport County v Manchester United,L,2-1,League Division Two
25 Oct 1902,Woolwich Arsenal v Manchester United,W,0-1,League Division Two
01 Nov 1902,Manchester United v Accrington Stanley,W,7-0,FA Cup
08 Nov 1902,Lincoln City v Manchester United,W,1-3,League Division Two
13 Nov 1902,Manchester United v Oswaldtwistle Rovers,W,3-2,FA Cup
15 Nov 1902,Manchester United v Small Heath,L,0-1,League Division Two
22 Nov 1902,Leicester City v Manchester United,D,1-1,League Division Two
29 Nov 1902,Manchester United v Southport Central,W,4-1,FA Cup
06 Dec 1902,Burnley v Manchester United,W,0-2,League Division Two
13 Dec 1902,Manchester United v Burton United,D,1-1,FA Cup
17 Dec 1902,Manchester United v Burton United,W,3-1,FA Cup
20 Dec 1902,Port Vale v Manchester United,D,1-1,League Division Two
25 Dec 1902,Manchester United v Manchester City,D,1-1,League Division Two
26 Dec 1902,Manchester United v Blackpool,D,2-2,League Division Two
27 Dec 1902,Manchester United v Barnsley,W,2-1,League Division Two
03 Jan 1903,Manchester United v Gainsborough Trinity,W,3-1,League Division Two
10 Jan 1903,Burton United v Manchester United,L,3-1,League Division Two
17 Jan 1903,Manchester United v Bristol City,L,1-2,League Division Two
24 Jan 1903,Glossop North End v Manchester United,W,1-3,League Division Two
31 Jan 1903,Chesterfield Town v Manchester United,L,2-0,League Division Two
07 Feb 1903,Manchester United v Liverpool,W,2-1,FA Cup
14 Feb 1903,Blackpool v Manchester United,L,2-0,League Division Two
21 Feb 1903,Everton v Manchester United,L,3-1,FA Cup
28 Feb 1903,Doncaster Rovers v Manchester United,D,2-2,League Division Two
07 Mar 1903,Manchester United v Lincoln City,L,1-2,League Division Two
09 Mar 1903,Manchester United v Woolwich Arsenal,W,3-0,League Division Two
21 Mar 1903,Manchester United v Leicester City,W,5-1,League Division Two
23 Mar 1903,Manchester United v Stockport County,D,0-0,League Division Two
30 Mar 1903,Manchester United v Preston North End,L,0-1,League Division Two
04 Apr 1903,Manchester United v Burnley,W,4-0,League Division Two
10 Apr 1903,Manchester City v Manchester United,W,0-2,League Division Two
11 Apr 1903,Preston North End v Manchester United,L,3-1,League Division Two
13 Apr 1903,Manchester United v Doncaster Rovers,W,4-0,League Division Two
18 Apr 1903,Manchester United v Port Vale,W,2-1,League Division Two
20 Apr 1903,Small Heath v Manchester United,L,2-1,League Division Two
25 Apr 1903,Barnsley v Manchester United,D,0-0,League Division Two
