Date,Match,Result,Score,Competition
13 Aug 2000,Chelsea v Manchester United,L,2-0,FA Charity Shield
20 Aug 2000,Manchester United v Newcastle United,W,2-0,Premier League
22 Aug 2000,Ipswich Town v Manchester United,D,1-1,Premier League
26 Aug 2000,West Ham United v Manchester United,D,2-2,Premier League
05 Sep 2000,Manchester United v Bradford City,W,6-0,Premier League
09 Sep 2000,Manchester United v Sunderland,W,3-0,Premier League
13 Sep 2000,Manchester United v Anderlecht,W,5-1,UEFA Champions League
16 Sep 2000,Everton v Manchester United,W,1-3,Premier League
19 Sep 2000,Dynamo Kiev v Manchester United,D,0-0,UEFA Champions League
23 Sep 2000,Manchester United v Chelsea,D,3-3,Premier League
26 Sep 2000,PSV Eindhoven v Manchester United,L,3-1,UEFA Champions League
01 Oct 2000,Arsenal v Manchester United,L,1-0,Premier League
14 Oct 2000,Leicester City v Manchester United,W,0-3,Premier League
18 Oct 2000,Manchester United v PSV Eindhoven,W,3-1,UEFA Champions League
21 Oct 2000,Manchester United v Leeds United,W,3-0,Premier League
24 Oct 2000,Anderlecht v Manchester United,L,2-1,UEFA Champions League
28 Oct 2000,Manchester United v Southampton,W,5-0,Premier League
31 Oct 2000,Watford v Manchester United,W,0-3,League Cup
04 Nov 2000,Coventry City v Manchester United,W,1-2,Premier League
08 Nov 2000,Manchester United v Dynamo Kiev,W,1-0,UEFA Champions League
11 Nov 2000,Manchester United v Middlesbrough,W,2-1,Premier League
18 Nov 2000,Manchester City v Manchester United,W,0-1,Premier League
21 Nov 2000,Manchester United v Panathinaikos,W,3-1,UEFA Champions League
25 Nov 2000,Derby County v Manchester United,W,0-3,Premier League
28 Nov 2000,Sunderland v Manchester United,L,2-1,League Cup
02 Dec 2000,Manchester United v Tottenham Hotspur,W,2-0,Premier League
06 Dec 2000,Sturm Graz v Manchester United,W,0-2,UEFA Champions League
09 Dec 2000,Charlton Athletic v Manchester United,D,3-3,Premier League
17 Dec 2000,Manchester United v Liverpool,L,0-1,Premier League
23 Dec 2000,Manchester United v Ipswich Town,W,2-0,Premier League
26 Dec 2000,Aston Villa v Manchester United,W,0-1,Premier League
30 Dec 2000,Newcastle United v Manchester United,D,1-1,Premier League
01 Jan 2001,Manchester United v West Ham United,W,3-1,Premier League
07 Jan 2001,Fulham v Manchester United,W,1-2,FA Cup
13 Jan 2001,Bradford City v Manchester United,W,0-3,Premier League
20 Jan 2001,Manchester United v Aston Villa,W,2-0,Premier League
28 Jan 2001,Manchester United v West Ham United,L,0-1,FA Cup
31 Jan 2001,Sunderland v Manchester United,W,0-1,Premier League
03 Feb 2001,Manchester United v Everton,W,1-0,Premier League
10 Feb 2001,Chelsea v Manchester United,D,1-1,Premier League
14 Feb 2001,Valencia v Manchester United,D,0-0,UEFA Champions League
20 Feb 2001,Manchester United v Valencia,D,1-1,UEFA Champions League
25 Feb 2001,Manchester United v Arsenal,W,6-1,Premier League
03 Mar 2001,Leeds United v Manchester United,D,1-1,Premier League
07 Mar 2001,Panathinaikos v Manchester United,D,1-1,UEFA Champions League
13 Mar 2001,Manchester United v Sturm Graz,W,3-0,UEFA Champions League
17 Mar 2001,Manchester United v Leicester City,W,2-0,Premier League
31 Mar 2001,Liverpool v Manchester United,L,2-0,Premier League
03 Apr 2001,Manchester United v Bayern München,L,0-1,UEFA Champions League
10 Apr 2001,Manchester United v Charlton Athletic,W,2-1,Premier League
14 Apr 2001,Manchester United v Coventry City,W,4-2,Premier League
18 Apr 2001,Bayern München v Manchester United,L,2-1Agg: 3-1,UEFA Champions League
21 Apr 2001,Manchester United v Manchester City,D,1-1,Premier League
28 Apr 2001,Middlesbrough v Manchester United,W,0-2,Premier League
05 May 2001,Manchester United v Derby County,L,0-1,Premier League
13 May 2001,Southampton v Manchester United,L,2-1,Premier League
19 May 2001,Tottenham Hotspur v Manchester United,L,3-1,Premier League
