Date,Match,Result,Score,Competition
19 Aug 1953,Manchester United v Chelsea,D,1-1,League Division One
22 Aug 1953,Liverpool v Manchester United,D,4-4,League Division One
26 Aug 1953,Manchester United v West Bromwich Albion,L,1-3,League Division One
29 Aug 1953,Manchester United v Newcastle United,D,1-1,League Division One
02 Sep 1953,West Bromwich Albion v Manchester United,L,2-0,League Division One
05 Sep 1953,Manchester City v Manchester United,L,2-0,League Division One
09 Sep 1953,Manchester United v Middlesbrough,D,2-2,League Division One
12 Sep 1953,Bolton Wanderers v Manchester United,D,0-0,League Division One
16 Sep 1953,Middlesbrough v Manchester United,W,1-4,League Division One
19 Sep 1953,Manchester United v Preston North End,W,1-0,League Division One
26 Sep 1953,Tottenham Hotspur v Manchester United,D,1-1,League Division One
03 Oct 1953,Manchester United v Burnley,L,1-2,League Division One
10 Oct 1953,Manchester United v Sunderland,W,1-0,League Division One
17 Oct 1953,Wolverhampton Wanderers v Manchester United,L,3-1,League Division One
24 Oct 1953,Manchester United v Aston Villa,W,1-0,League Division One
31 Oct 1953,Huddersfield Town v Manchester United,D,0-0,League Division One
07 Nov 1953,Manchester United v Arsenal,D,2-2,League Division One
14 Nov 1953,Cardiff City v Manchester United,W,1-6,League Division One
21 Nov 1953,Manchester United v Blackpool,W,4-1,League Division One
28 Nov 1953,Portsmouth v Manchester United,D,1-1,League Division One
05 Dec 1953,Manchester United v Sheffield United,D,2-2,League Division One
12 Dec 1953,Chelsea v Manchester United,L,3-1,League Division One
19 Dec 1953,Manchester United v Liverpool,W,5-1,League Division One
25 Dec 1953,Manchester United v Sheffield Wednesday,W,5-2,League Division One
26 Dec 1953,Sheffield Wednesday v Manchester United,W,0-1,League Division One
02 Jan 1954,Newcastle United v Manchester United,W,1-2,League Division One
09 Jan 1954,Burnley v Manchester United,L,5-3,FA Cup
16 Jan 1954,Manchester United v Manchester City,D,1-1,League Division One
23 Jan 1954,Manchester United v Bolton Wanderers,L,1-5,League Division One
06 Feb 1954,Preston North End v Manchester United,W,1-3,League Division One
13 Feb 1954,Manchester United v Tottenham Hotspur,W,2-0,League Division One
20 Feb 1954,Burnley v Manchester United,L,2-0,League Division One
27 Feb 1954,Sunderland v Manchester United,W,0-2,League Division One
06 Mar 1954,Manchester United v Wolverhampton Wanderers,W,1-0,League Division One
13 Mar 1954,Aston Villa v Manchester United,D,2-2,League Division One
20 Mar 1954,Manchester United v Huddersfield Town,W,3-1,League Division One
27 Mar 1954,Arsenal v Manchester United,L,3-1,League Division One
03 Apr 1954,Manchester United v Cardiff City,L,2-3,League Division One
10 Apr 1954,Blackpool v Manchester United,L,2-0,League Division One
16 Apr 1954,Manchester United v Charlton Athletic,W,2-0,League Division One
17 Apr 1954,Manchester United v Portsmouth,W,2-0,League Division One
19 Apr 1954,Charlton Athletic v Manchester United,L,1-0,League Division One
24 Apr 1954,Sheffield United v Manchester United,W,1-3,League Division One
