Date,Match,Result,Score,Competition
02 Sep 1907,Aston Villa v Manchester United,W,1-4,League Division One
07 Sep 1907,Manchester United v Liverpool,W,4-0,League Division One
09 Sep 1907,Manchester United v Middlesbrough,W,2-1,League Division One
14 Sep 1907,Middlesbrough v Manchester United,L,2-1,League Division One
21 Sep 1907,Manchester United v Sheffield United,W,2-1,League Division One
28 Sep 1907,Chelsea v Manchester United,W,1-4,League Division One
05 Oct 1907,Manchester United v Nottingham Forest,W,4-0,League Division One
12 Oct 1907,Newcastle United v Manchester United,W,1-6,League Division One
19 Oct 1907,Blackburn Rovers v Manchester United,W,1-5,League Division One
26 Oct 1907,Manchester United v Bolton Wanderers,W,2-1,League Division One
02 Nov 1907,Birmingham City v Manchester United,W,3-4,League Division One
09 Nov 1907,Manchester United v Everton,W,4-3,League Division One
16 Nov 1907,Sunderland v Manchester United,W,1-2,League Division One
23 Nov 1907,Manchester United v Woolwich Arsenal,W,4-2,League Division One
30 Nov 1907,Sheffield Wednesday v Manchester United,L,2-0,League Division One
07 Dec 1907,Manchester United v Bristol City,W,2-1,League Division One
14 Dec 1907,Notts County v Manchester United,D,1-1,League Division One
21 Dec 1907,Manchester United v Manchester City,W,3-1,League Division One
25 Dec 1907,Manchester United v Bury,W,2-1,League Division One
28 Dec 1907,Preston North End v Manchester United,D,0-0,League Division One
01 Jan 1908,Bury v Manchester United,W,0-1,League Division One
11 Jan 1908,Manchester United v Blackpool,W,3-1,FA Cup
18 Jan 1908,Sheffield United v Manchester United,L,2-0,League Division One
25 Jan 1908,Manchester United v Chelsea,W,1-0,League Division One
01 Feb 1908,Manchester United v Chelsea,W,1-0,FA Cup
08 Feb 1908,Manchester United v Newcastle United,D,1-1,League Division One
15 Feb 1908,Manchester United v Blackburn Rovers,L,1-2,League Division One
22 Feb 1908,Aston Villa v Manchester United,W,0-2,FA Cup
29 Feb 1908,Manchester United v Birmingham City,W,1-0,League Division One
07 Mar 1908,Fulham v Manchester United,L,2-1,FA Cup
14 Mar 1908,Manchester United v Sunderland,W,3-0,League Division One
21 Mar 1908,Woolwich Arsenal v Manchester United,L,1-0,League Division One
25 Mar 1908,Liverpool v Manchester United,L,7-4,League Division One
28 Mar 1908,Manchester United v Sheffield Wednesday,W,4-1,League Division One
04 Apr 1908,Bristol City v Manchester United,D,1-1,League Division One
08 Apr 1908,Everton v Manchester United,W,1-3,League Division One
11 Apr 1908,Manchester United v Notts County,L,0-1,League Division One
17 Apr 1908,Nottingham Forest v Manchester United,L,2-0,League Division One
18 Apr 1908,Manchester City v Manchester United,D,0-0,League Division One
20 Apr 1908,Manchester United v Aston Villa,L,1-2,League Division One
22 Apr 1908,Bolton Wanderers v Manchester United,D,2-2,League Division One
25 Apr 1908,Manchester United v Preston North End,W,2-1,League Division One
27 Apr 1908,Manchester United v Queens Park Rangers,D,1-1,FA Charity Shield
