Date,Match,Result,Score,Competition
28 Aug 1937,Manchester United v Newcastle United,W,3-0,League Division Two
30 Aug 1937,Coventry City v Manchester United,L,1-0,League Division Two
04 Sep 1937,Luton Town v Manchester United,L,1-0,League Division Two
08 Sep 1937,Manchester United v Coventry City,D,2-2,League Division Two
11 Sep 1937,Manchester United v Barnsley,W,4-1,League Division Two
13 Sep 1937,Bury v Manchester United,W,1-2,League Division Two
18 Sep 1937,Stockport County v Manchester United,L,1-0,League Division Two
25 Sep 1937,Manchester United v Southampton,L,1-2,League Division Two
02 Oct 1937,Manchester United v Sheffield United,L,0-1,League Division Two
09 Oct 1937,Tottenham Hotspur v Manchester United,W,0-1,League Division Two
16 Oct 1937,Blackburn Rovers v Manchester United,D,1-1,League Division Two
23 Oct 1937,Manchester United v Sheffield Wednesday,W,1-0,League Division Two
30 Oct 1937,Fulham v Manchester United,L,1-0,League Division Two
06 Nov 1937,Manchester United v Plymouth Argyle,D,0-0,League Division Two
13 Nov 1937,Chesterfield v Manchester United,W,1-7,League Division Two
20 Nov 1937,Manchester United v Aston Villa,W,3-1,League Division Two
27 Nov 1937,Norwich City v Manchester United,W,2-3,League Division Two
04 Dec 1937,Manchester United v Swansea Town,W,5-1,League Division Two
11 Dec 1937,Bradford Park Avenue v Manchester United,L,4-0,League Division Two
27 Dec 1937,Manchester United v Nottingham Forest,W,4-3,League Division Two
28 Dec 1937,Nottingham Forest v Manchester United,W,2-3,League Division Two
01 Jan 1938,Newcastle United v Manchester United,D,2-2,League Division Two
08 Jan 1938,Manchester United v Yeovil Town,W,3-0,FA Cup
15 Jan 1938,Manchester United v Luton Town,W,4-2,League Division Two
22 Jan 1938,Barnsley v Manchester United,D,2-2,FA Cup
26 Jan 1938,Manchester United v Barnsley,W,1-0,FA Cup
29 Jan 1938,Manchester United v Stockport County,W,3-1,League Division Two
02 Feb 1938,Barnsley v Manchester United,D,2-2,League Division Two
05 Feb 1938,Southampton v Manchester United,D,3-3,League Division Two
12 Feb 1938,Brentford v Manchester United,L,2-0,FA Cup
17 Feb 1938,Sheffield United v Manchester United,W,1-2,League Division Two
19 Feb 1938,Manchester United v Tottenham Hotspur,L,0-1,League Division Two
23 Feb 1938,Manchester United v West Ham United,W,4-0,League Division Two
26 Feb 1938,Manchester United v Blackburn Rovers,W,2-1,League Division Two
05 Mar 1938,Sheffield Wednesday v Manchester United,W,1-3,League Division Two
12 Mar 1938,Manchester United v Fulham,W,1-0,League Division Two
19 Mar 1938,Plymouth Argyle v Manchester United,D,1-1,League Division Two
26 Mar 1938,Manchester United v Chesterfield,W,4-1,League Division Two
02 Apr 1938,Aston Villa v Manchester United,L,3-0,League Division Two
09 Apr 1938,Manchester United v Norwich City,D,0-0,League Division Two
15 Apr 1938,Burnley v Manchester United,L,1-0,League Division Two
16 Apr 1938,Swansea Town v Manchester United,D,2-2,League Division Two
18 Apr 1938,Manchester United v Burnley,W,4-0,League Division Two
23 Apr 1938,Manchester United v Bradford Park Avenue,W,3-1,League Division Two
30 Apr 1938,West Ham United v Manchester United,L,1-0,League Division Two
07 May 1938,Manchester United v Bury,W,2-0,League Division Two
