Date,Match,Result,Score,Competition
22 Aug 1964,Manchester United v West Bromwich Albion,D,2-2,League Division One
24 Aug 1964,West Ham United v Manchester United,L,3-1,League Division One
29 Aug 1964,Leicester City v Manchester United,D,2-2,League Division One
02 Sep 1964,Manchester United v West Ham United,W,3-1,League Division One
05 Sep 1964,Fulham v Manchester United,L,2-1,League Division One
08 Sep 1964,Everton v Manchester United,D,3-3,League Division One
12 Sep 1964,Manchester United v Nottingham Forest,W,3-0,League Division One
16 Sep 1964,Manchester United v Everton,W,2-1,League Division One
19 Sep 1964,Stoke City v Manchester United,W,1-2,League Division One
23 Sep 1964,Djurgårdens v Manchester United,D,1-1,Fairs Cup
26 Sep 1964,Manchester United v Tottenham Hotspur,W,4-1,League Division One
30 Sep 1964,Chelsea v Manchester United,W,0-2,League Division One
06 Oct 1964,Burnley v Manchester United,D,0-0,League Division One
10 Oct 1964,Manchester United v Sunderland,W,1-0,League Division One
17 Oct 1964,Wolverhampton Wanderers v Manchester United,W,2-4,League Division One
24 Oct 1964,Manchester United v Aston Villa,W,7-0,League Division One
27 Oct 1964,Manchester United v Djurgårdens,W,6-1Agg: 7-2,Fairs Cup
31 Oct 1964,Liverpool v Manchester United,W,0-2,League Division One
07 Nov 1964,Manchester United v Sheffield Wednesday,W,1-0,League Division One
11 Nov 1964,Borussia Dortmund v Manchester United,W,1-6,Fairs Cup
14 Nov 1964,Blackpool v Manchester United,W,1-2,League Division One
21 Nov 1964,Manchester United v Blackburn Rovers,W,3-0,League Division One
28 Nov 1964,Arsenal v Manchester United,W,2-3,League Division One
02 Dec 1964,Manchester United v Borussia Dortmund,W,4-0Agg: 10-1,Fairs Cup
05 Dec 1964,Manchester United v Leeds United,L,0-1,League Division One
12 Dec 1964,West Bromwich Albion v Manchester United,D,1-1,League Division One
16 Dec 1964,Manchester United v Birmingham City,D,1-1,League Division One
26 Dec 1964,Sheffield United v Manchester United,W,0-1,League Division One
28 Dec 1964,Manchester United v Sheffield United,D,1-1,League Division One
09 Jan 1965,Manchester United v Chester,W,2-1,FA Cup
16 Jan 1965,Nottingham Forest v Manchester United,D,2-2,League Division One
20 Jan 1965,Manchester United v Everton,D,1-1,Fairs Cup
23 Jan 1965,Manchester United v Stoke City,D,1-1,League Division One
30 Jan 1965,Stoke City v Manchester United,D,0-0,FA Cup
03 Feb 1965,Manchester United v Stoke City,W,1-0,FA Cup
06 Feb 1965,Tottenham Hotspur v Manchester United,L,1-0,League Division One
09 Feb 1965,Everton v Manchester United,W,1-2Agg: 2-3,Fairs Cup
13 Feb 1965,Manchester United v Burnley,W,3-2,League Division One
20 Feb 1965,Manchester United v Burnley,W,2-1,FA Cup
24 Feb 1965,Sunderland v Manchester United,L,1-0,League Division One
27 Feb 1965,Manchester United v Wolverhampton Wanderers,W,3-0,League Division One
10 Mar 1965,Wolverhampton Wanderers v Manchester United,W,3-5,FA Cup
13 Mar 1965,Manchester United v Chelsea,W,4-0,League Division One
15 Mar 1965,Manchester United v Fulham,W,4-1,League Division One
20 Mar 1965,Sheffield Wednesday v Manchester United,L,1-0,League Division One
22 Mar 1965,Manchester United v Blackpool,W,2-0,League Division One
27 Mar 1965,Leeds United v Manchester United,D,0-0,FA Cup
31 Mar 1965,Leeds United v Manchester United,L,1-0,FA Cup
03 Apr 1965,Blackburn Rovers v Manchester United,W,0-5,League Division One
12 Apr 1965,Manchester United v Leicester City,W,1-0,League Division One
17 Apr 1965,Leeds United v Manchester United,W,0-1,League Division One
19 Apr 1965,Birmingham City v Manchester United,W,2-4,League Division One
24 Apr 1965,Manchester United v Liverpool,W,3-0,League Division One
26 Apr 1965,Manchester United v Arsenal,W,3-1,League Division One
28 Apr 1965,Aston Villa v Manchester United,L,2-1,League Division One
12 May 1965,Strasbourg v Manchester United,W,0-5,Fairs Cup
19 May 1965,Manchester United v Strasbourg,D,0-0Agg: 5-0,Fairs Cup
31 May 1965,Manchester United v Ferencváros,W,3-2,Fairs Cup
06 Jun 1965,Ferencváros v Manchester United,L,1-0Agg: 3-3,Fairs Cup
16 Jun 1965,Ferencváros v Manchester United,L,2-1,Fairs Cup
