Date,Match,Result,Score,Competition
20 Aug 1949,Derby County v Manchester United,W,0-1,League Division One
24 Aug 1949,Manchester United v Bolton Wanderers,W,3-0,League Division One
27 Aug 1949,Manchester United v West Bromwich Albion,D,1-1,League Division One
31 Aug 1949,Bolton Wanderers v Manchester United,W,1-2,League Division One
03 Sep 1949,Manchester United v Manchester City,W,2-1,League Division One
07 Sep 1949,Liverpool v Manchester United,D,1-1,League Division One
10 Sep 1949,Chelsea v Manchester United,D,1-1,League Division One
17 Sep 1949,Manchester United v Stoke City,D,2-2,League Division One
24 Sep 1949,Burnley v Manchester United,L,1-0,League Division One
01 Oct 1949,Manchester United v Sunderland,L,1-3,League Division One
08 Oct 1949,Manchester United v Charlton Athletic,W,3-2,League Division One
15 Oct 1949,Aston Villa v Manchester United,W,0-4,League Division One
22 Oct 1949,Manchester United v Wolverhampton Wanderers,W,3-0,League Division One
29 Oct 1949,Portsmouth v Manchester United,D,0-0,League Division One
05 Nov 1949,Manchester United v Huddersfield Town,W,6-0,League Division One
12 Nov 1949,Everton v Manchester United,D,0-0,League Division One
19 Nov 1949,Manchester United v Middlesbrough,W,2-0,League Division One
26 Nov 1949,Blackpool v Manchester United,D,3-3,League Division One
03 Dec 1949,Manchester United v Newcastle United,D,1-1,League Division One
10 Dec 1949,Fulham v Manchester United,L,1-0,League Division One
17 Dec 1949,Manchester United v Derby County,L,0-1,League Division One
24 Dec 1949,West Bromwich Albion v Manchester United,W,1-2,League Division One
26 Dec 1949,Manchester United v Arsenal,W,2-0,League Division One
27 Dec 1949,Arsenal v Manchester United,D,0-0,League Division One
31 Dec 1949,Manchester City v Manchester United,W,1-2,League Division One
07 Jan 1950,Manchester United v Weymouth,W,4-0,FA Cup
14 Jan 1950,Manchester United v Chelsea,W,1-0,League Division One
21 Jan 1950,Stoke City v Manchester United,L,3-1,League Division One
28 Jan 1950,Watford v Manchester United,W,0-1,FA Cup
04 Feb 1950,Manchester United v Burnley,W,3-2,League Division One
11 Feb 1950,Manchester United v Portsmouth,D,3-3,FA Cup
15 Feb 1950,Portsmouth v Manchester United,W,1-3,FA Cup
18 Feb 1950,Sunderland v Manchester United,D,2-2,League Division One
25 Feb 1950,Charlton Athletic v Manchester United,W,1-2,League Division One
04 Mar 1950,Chelsea v Manchester United,L,2-0,FA Cup
08 Mar 1950,Manchester United v Aston Villa,W,7-0,League Division One
11 Mar 1950,Middlesbrough v Manchester United,W,2-3,League Division One
15 Mar 1950,Manchester United v Liverpool,D,0-0,League Division One
18 Mar 1950,Manchester United v Blackpool,L,1-2,League Division One
25 Mar 1950,Huddersfield Town v Manchester United,L,3-1,League Division One
01 Apr 1950,Manchester United v Everton,D,1-1,League Division One
07 Apr 1950,Manchester United v Birmingham City,L,0-2,League Division One
08 Apr 1950,Wolverhampton Wanderers v Manchester United,D,1-1,League Division One
10 Apr 1950,Birmingham City v Manchester United,D,0-0,League Division One
15 Apr 1950,Manchester United v Portsmouth,L,0-2,League Division One
22 Apr 1950,Newcastle United v Manchester United,L,2-1,League Division One
29 Apr 1950,Manchester United v Fulham,W,3-0,League Division One
