Date,Match,Result,Score,Competition
11 Aug 2013,Manchester United v Wigan Athletic,W,2-0,FA Community Shield
17 Aug 2013,Swansea City v Manchester United,W,1-4,Premier League
26 Aug 2013,Manchester United v Chelsea,D,0-0,Premier League
01 Sep 2013,Liverpool v Manchester United,L,1-0,Premier League
14 Sep 2013,Manchester United v Crystal Palace,W,2-0,Premier League
17 Sep 2013,Manchester United v Bayer Leverkusen,W,4-2,UEFA Champions League
22 Sep 2013,Manchester City v Manchester United,L,4-1,Premier League
25 Sep 2013,Manchester United v Liverpool,W,1-0,League Cup
28 Sep 2013,Manchester United v West Bromwich Albion,L,1-2,Premier League
02 Oct 2013,Shakhtar Donetsk v Manchester United,D,1-1,UEFA Champions League
05 Oct 2013,Sunderland v Manchester United,W,1-2,Premier League
19 Oct 2013,Manchester United v Southampton,D,1-1,Premier League
23 Oct 2013,Manchester United v Real Sociedad,W,1-0,UEFA Champions League
26 Oct 2013,Manchester United v Stoke City,W,3-2,Premier League
29 Oct 2013,Manchester United v Norwich City,W,4-0,League Cup
02 Nov 2013,Fulham v Manchester United,W,1-3,Premier League
05 Nov 2013,Real Sociedad v Manchester United,D,0-0,UEFA Champions League
10 Nov 2013,Manchester United v Arsenal,W,1-0,Premier League
24 Nov 2013,Cardiff City v Manchester United,D,2-2,Premier League
27 Nov 2013,Bayer Leverkusen v Manchester United,W,0-5,UEFA Champions League
01 Dec 2013,Tottenham Hotspur v Manchester United,D,2-2,Premier League
04 Dec 2013,Manchester United v Everton,L,0-1,Premier League
07 Dec 2013,Manchester United v Newcastle United,L,0-1,Premier League
10 Dec 2013,Manchester United v Shakhtar Donetsk,W,1-0,UEFA Champions League
15 Dec 2013,Aston Villa v Manchester United,W,0-3,Premier League
18 Dec 2013,Stoke City v Manchester United,W,0-2,League Cup
21 Dec 2013,Manchester United v West Ham United,W,3-1,Premier League
26 Dec 2013,Hull City v Manchester United,W,2-3,Premier League
28 Dec 2013,Norwich City v Manchester United,W,0-1,Premier League
01 Jan 2014,Manchester United v Tottenham Hotspur,L,1-2,Premier League
05 Jan 2014,Manchester United v Swansea City,L,1-2,FA Cup
07 Jan 2014,Sunderland v Manchester United,L,2-1,League Cup
11 Jan 2014,Manchester United v Swansea City,W,2-0,Premier League
19 Jan 2014,Chelsea v Manchester United,L,3-1,Premier League
22 Jan 2014,Manchester United v Sunderland,W,2-1Agg: 3-3 (1-2),League Cup
28 Jan 2014,Manchester United v Cardiff City,W,2-0,Premier League
01 Feb 2014,Stoke City v Manchester United,L,2-1,Premier League
09 Feb 2014,Manchester United v Fulham,D,2-2,Premier League
12 Feb 2014,Arsenal v Manchester United,D,0-0,Premier League
22 Feb 2014,Crystal Palace v Manchester United,W,0-2,Premier League
25 Feb 2014,Olympiakos v Manchester United,L,2-0,UEFA Champions League
08 Mar 2014,West Bromwich Albion v Manchester United,W,0-3,Premier League
16 Mar 2014,Manchester United v Liverpool,L,0-3,Premier League
19 Mar 2014,Manchester United v Olympiakos,W,3-0Agg: 3-2,UEFA Champions League
22 Mar 2014,West Ham United v Manchester United,W,0-2,Premier League
25 Mar 2014,Manchester United v Manchester City,L,0-3,Premier League
29 Mar 2014,Manchester United v Aston Villa,W,4-1,Premier League
01 Apr 2014,Manchester United v Bayern Munchen,D,1-1,UEFA Champions League
05 Apr 2014,Newcastle United v Manchester United,W,0-4,Premier League
09 Apr 2014,Bayern Munchen v Manchester United,L,3-1Agg: 4-2,UEFA Champions League
20 Apr 2014,Everton v Manchester United,L,2-0,Premier League
26 Apr 2014,Manchester United v Norwich City,W,4-0,Premier League
03 May 2014,Manchester United v Sunderland,L,0-1,Premier League
06 May 2014,Manchester United v Hull City,W,3-1,Premier League
11 May 2014,Southampton v Manchester United,D,1-1,Premier League
