Date,Match,Result,Score,Competition
07 Aug 1993,Arsenal v Manchester United,W,1-1 (4-5),FA Charity Shield
15 Aug 1993,Norwich City v Manchester United,W,0-2,Premier League
18 Aug 1993,Manchester United v Sheffield United,W,3-0,Premier League
21 Aug 1993,Manchester United v Newcastle United,D,1-1,Premier League
23 Aug 1993,Aston Villa v Manchester United,W,1-2,Premier League
28 Aug 1993,Southampton v Manchester United,W,1-3,Premier League
01 Sep 1993,Manchester United v West Ham United,W,3-0,Premier League
11 Sep 1993,Chelsea v Manchester United,L,1-0,Premier League
15 Sep 1993,Kispest-Honved v Manchester United,W,2-3,UEFA Champions League
19 Sep 1993,Manchester United v Arsenal,W,1-0,Premier League
22 Sep 1993,Stoke City v Manchester United,L,2-1,League Cup
25 Sep 1993,Manchester United v Swindon Town,W,4-2,Premier League
29 Sep 1993,Manchester United v Kispest-Honved,W,2-1Agg: 5-3,UEFA Champions League
02 Oct 1993,Sheffield Wednesday v Manchester United,W,2-3,Premier League
06 Oct 1993,Manchester United v Stoke City,W,2-0Agg: 3-2,League Cup
16 Oct 1993,Manchester United v Tottenham Hotspur,W,2-1,Premier League
20 Oct 1993,Manchester United v Galatasaray,D,3-3,UEFA Champions League
23 Oct 1993,Everton v Manchester United,W,0-1,Premier League
27 Oct 1993,Manchester United v Leicester City,W,5-1,League Cup
30 Oct 1993,Manchester United v Queens Park Rangers,W,2-1,Premier League
03 Nov 1993,Galatasaray v Manchester United,D,0-0Agg: 3-3,UEFA Champions League
07 Nov 1993,Manchester City v Manchester United,W,2-3,Premier League
20 Nov 1993,Manchester United v Wimbledon,W,3-1,Premier League
24 Nov 1993,Manchester United v Ipswich Town,D,0-0,Premier League
27 Nov 1993,Coventry City v Manchester United,W,0-1,Premier League
30 Nov 1993,Everton v Manchester United,W,0-2,League Cup
04 Dec 1993,Manchester United v Norwich City,D,2-2,Premier League
07 Dec 1993,Sheffield United v Manchester United,W,0-3,Premier League
11 Dec 1993,Newcastle United v Manchester United,D,1-1,Premier League
19 Dec 1993,Manchester United v Aston Villa,W,3-1,Premier League
26 Dec 1993,Manchester United v Blackburn Rovers,D,1-1,Premier League
29 Dec 1993,Oldham Athletic v Manchester United,W,2-5,Premier League
01 Jan 1994,Manchester United v Leeds United,D,0-0,Premier League
04 Jan 1994,Liverpool v Manchester United,D,3-3,Premier League
09 Jan 1994,Sheffield United v Manchester United,W,0-1,FA Cup
12 Jan 1994,Manchester United v Portsmouth,D,2-2,League Cup
15 Jan 1994,Tottenham Hotspur v Manchester United,W,0-1,Premier League
22 Jan 1994,Manchester United v Everton,W,1-0,Premier League
26 Jan 1994,Portsmouth v Manchester United,W,0-1,League Cup
30 Jan 1994,Norwich City v Manchester United,W,0-2,FA Cup
05 Feb 1994,Queens Park Rangers v Manchester United,W,2-3,Premier League
13 Feb 1994,Manchester United v Sheffield Wednesday,W,1-0,League Cup
20 Feb 1994,Wimbledon v Manchester United,W,0-3,FA Cup
26 Feb 1994,West Ham United v Manchester United,D,2-2,Premier League
02 Mar 1994,Sheffield Wednesday v Manchester United,W,1-4Agg: 1-5,League Cup
05 Mar 1994,Manchester United v Chelsea,L,0-1,Premier League
12 Mar 1994,Manchester United v Charlton Athletic,W,3-1,FA Cup
16 Mar 1994,Manchester United v Sheffield Wednesday,W,5-0,Premier League
19 Mar 1994,Swindon Town v Manchester United,D,2-2,Premier League
22 Mar 1994,Arsenal v Manchester United,D,2-2,Premier League
27 Mar 1994,Aston Villa v Manchester United,L,3-1,League Cup
30 Mar 1994,Manchester United v Liverpool,W,1-0,Premier League
02 Apr 1994,Blackburn Rovers v Manchester United,L,2-0,Premier League
04 Apr 1994,Manchester United v Oldham Athletic,W,3-2,Premier League
10 Apr 1994,Manchester United v Oldham Athletic,D,1-1,FA Cup
13 Apr 1994,Manchester United v Oldham Athletic,W,4-1,FA Cup
16 Apr 1994,Wimbledon v Manchester United,L,1-0,Premier League
23 Apr 1994,Manchester United v Manchester City,W,2-0,Premier League
27 Apr 1994,Leeds United v Manchester United,W,0-2,Premier League
01 May 1994,Ipswich Town v Manchester United,W,1-2,Premier League
04 May 1994,Manchester United v Southampton,W,2-0,Premier League
08 May 1994,Manchester United v Coventry City,D,0-0,Premier League
14 May 1994,Manchester United v Chelsea,W,4-0,FA Cup
