Date,Match,Result,Score,Competition
17 Aug 1974,Orient v Manchester United,W,0-2,League Division Two
24 Aug 1974,Manchester United v Millwall,W,4-0,League Division Two
28 Aug 1974,Manchester United v Portsmouth,W,2-1,League Division Two
31 Aug 1974,Cardiff City v Manchester United,W,0-1,League Division Two
07 Sep 1974,Manchester United v Nottingham Forest,D,2-2,League Division Two
11 Sep 1974,Manchester United v Charlton Athletic,W,5-1,League Cup
14 Sep 1974,West Bromwich Albion v Manchester United,D,1-1,League Division Two
16 Sep 1974,Millwall v Manchester United,W,0-1,League Division Two
21 Sep 1974,Manchester United v Bristol Rovers,W,2-0,League Division Two
25 Sep 1974,Manchester United v Bolton Wanderers,W,3-0,League Division Two
28 Sep 1974,Norwich City v Manchester United,L,2-0,League Division Two
05 Oct 1974,Fulham v Manchester United,W,1-2,League Division Two
09 Oct 1974,Manchester United v Manchester City,W,1-0,League Cup
12 Oct 1974,Manchester United v Notts County,W,1-0,League Division Two
15 Oct 1974,Portsmouth v Manchester United,D,0-0,League Division Two
19 Oct 1974,Blackpool v Manchester United,W,0-3,League Division Two
26 Oct 1974,Manchester United v Southampton,W,1-0,League Division Two
02 Nov 1974,Manchester United v Oxford United,W,4-0,League Division Two
09 Nov 1974,Bristol City v Manchester United,L,1-0,League Division Two
13 Nov 1974,Manchester United v Burnley,W,3-2,League Cup
16 Nov 1974,Manchester United v Aston Villa,W,2-1,League Division Two
23 Nov 1974,Hull City v Manchester United,L,2-0,League Division Two
30 Nov 1974,Manchester United v Sunderland,W,3-2,League Division Two
04 Dec 1974,Middlesbrough v Manchester United,D,0-0,League Cup
07 Dec 1974,Sheffield Wednesday v Manchester United,D,4-4,League Division Two
14 Dec 1974,Manchester United v Orient,D,0-0,League Division Two
18 Dec 1974,Manchester United v Middlesbrough,W,3-0,League Cup
21 Dec 1974,York City v Manchester United,W,0-1,League Division Two
26 Dec 1974,Manchester United v West Bromwich Albion,W,2-1,League Division Two
28 Dec 1974,Oldham Athletic v Manchester United,L,1-0,League Division Two
04 Jan 1975,Manchester United v Walsall,D,0-0,FA Cup
07 Jan 1975,Walsall v Manchester United,L,3-2,FA Cup
11 Jan 1975,Manchester United v Sheffield Wednesday,W,2-0,League Division Two
15 Jan 1975,Manchester United v Norwich City,D,2-2,League Cup
18 Jan 1975,Sunderland v Manchester United,D,0-0,League Division Two
22 Jan 1975,Norwich City v Manchester United,L,1-0Agg: 3-2,League Cup
01 Feb 1975,Manchester United v Bristol City,L,0-1,League Division Two
08 Feb 1975,Oxford United v Manchester United,L,1-0,League Division Two
15 Feb 1975,Manchester United v Hull City,W,2-0,League Division Two
22 Feb 1975,Aston Villa v Manchester United,L,2-0,League Division Two
01 Mar 1975,Manchester United v Cardiff City,W,4-0,League Division Two
08 Mar 1975,Bolton Wanderers v Manchester United,W,0-1,League Division Two
15 Mar 1975,Manchester United v Norwich City,D,1-1,League Division Two
22 Mar 1975,Nottingham Forest v Manchester United,W,0-1,League Division Two
28 Mar 1975,Bristol Rovers v Manchester United,D,1-1,League Division Two
29 Mar 1975,Manchester United v York City,W,2-1,League Division Two
31 Mar 1975,Manchester United v Oldham Athletic,W,3-2,League Division Two
05 Apr 1975,Southampton v Manchester United,W,0-1,League Division Two
12 Apr 1975,Manchester United v Fulham,W,1-0,League Division Two
19 Apr 1975,Notts County v Manchester United,D,2-2,League Division Two
26 Apr 1975,Manchester United v Blackpool,W,4-0,League Division Two
