Date,Match,Result,Score,Competition
01 Sep 1900,Glossop North End v Manchester United,L,1-0,League Division Two
08 Sep 1900,Manchester United v Middlesbrough,W,4-0,League Division Two
15 Sep 1900,Burnley v Manchester United,L,1-0,League Division Two
22 Sep 1900,Manchester United v Port Vale,W,4-0,League Division Two
29 Sep 1900,Leicester City v Manchester United,L,1-0,League Division Two
06 Oct 1900,Manchester United v New Brighton Tower,W,1-0,League Division Two
13 Oct 1900,Gainsborough Trinity v Manchester United,W,0-1,League Division Two
20 Oct 1900,Manchester United v Walsall,D,1-1,League Division Two
27 Oct 1900,Burton Swifts v Manchester United,L,3-1,League Division Two
10 Nov 1900,Woolwich Arsenal v Manchester United,L,2-1,League Division Two
24 Nov 1900,Stockport County v Manchester United,L,1-0,League Division Two
01 Dec 1900,Manchester United v Small Heath,L,0-1,League Division Two
08 Dec 1900,Grimsby Town v Manchester United,L,2-0,League Division Two
15 Dec 1900,Manchester United v Lincoln City,W,4-1,League Division Two
22 Dec 1900,Chesterfield Town v Manchester United,L,2-1,League Division Two
26 Dec 1900,Manchester United v Blackpool,W,4-0,League Division Two
29 Dec 1900,Manchester United v Glossop North End,W,3-0,League Division Two
01 Jan 1901,Middlesbrough v Manchester United,W,1-2,League Division Two
05 Jan 1901,Manchester United v Portsmouth,W,3-0,FA Cup
12 Jan 1901,Manchester United v Burnley,L,0-1,League Division Two
19 Jan 1901,Port Vale v Manchester United,L,2-0,League Division Two
09 Feb 1901,Manchester United v Burnley,D,0-0,FA Cup
13 Feb 1901,Burnley v Manchester United,L,7-1,FA Cup
16 Feb 1901,Manchester United v Gainsborough Trinity,D,0-0,League Division Two
19 Feb 1901,New Brighton Tower v Manchester United,L,2-0,League Division Two
25 Feb 1901,Walsall v Manchester United,D,1-1,League Division Two
02 Mar 1901,Manchester United v Burton Swifts,D,1-1,League Division Two
13 Mar 1901,Manchester United v Barnsley,W,1-0,League Division Two
16 Mar 1901,Manchester United v Woolwich Arsenal,W,1-0,League Division Two
20 Mar 1901,Manchester United v Leicester City,L,2-3,League Division Two
23 Mar 1901,Blackpool v Manchester United,W,1-2,League Division Two
30 Mar 1901,Manchester United v Stockport County,W,3-1,League Division Two
05 Apr 1901,Lincoln City v Manchester United,L,2-0,League Division Two
06 Apr 1901,Small Heath v Manchester United,L,1-0,League Division Two
09 Apr 1901,Barnsley v Manchester United,L,6-2,League Division Two
13 Apr 1901,Manchester United v Grimsby Town,W,1-0,League Division Two
27 Apr 1901,Manchester United v Chesterfield Town,W,1-0,League Division Two
