Date,Match,Result,Score,Competition
07 Sep 1901,Manchester United v Gainsborough Trinity,W,3-0,League Division Two
14 Sep 1901,Middlesbrough v Manchester United,L,5-0,League Division Two
21 Sep 1901,Manchester United v Bristol City,W,1-0,League Division Two
28 Sep 1901,Blackpool v Manchester United,W,2-4,League Division Two
05 Oct 1901,Manchester United v Stockport County,D,3-3,League Division Two
12 Oct 1901,Burton United v Manchester United,D,0-0,League Division Two
19 Oct 1901,Glossop North End v Manchester United,D,0-0,League Division Two
26 Oct 1901,Manchester United v Doncaster Rovers,W,6-0,League Division Two
09 Nov 1901,Manchester United v West Bromwich Albion,L,1-2,League Division Two
16 Nov 1901,Woolwich Arsenal v Manchester United,L,2-0,League Division Two
23 Nov 1901,Manchester United v Barnsley,W,1-0,League Division Two
30 Nov 1901,Leicester City v Manchester United,L,3-2,League Division Two
07 Dec 1901,Preston North End v Manchester United,L,5-1,League Division Two
14 Dec 1901,Manchester United v Lincoln City,L,1-2,FA Cup
21 Dec 1901,Manchester United v Port Vale,W,1-0,League Division Two
26 Dec 1901,Lincoln City v Manchester United,L,2-0,League Division Two
01 Jan 1902,Manchester United v Preston North End,L,0-2,League Division Two
04 Jan 1902,Gainsborough Trinity v Manchester United,D,1-1,League Division Two
18 Jan 1902,Bristol City v Manchester United,L,4-0,League Division Two
25 Jan 1902,Manchester United v Blackpool,L,0-1,League Division Two
01 Feb 1902,Stockport County v Manchester United,L,1-0,League Division Two
11 Feb 1902,Manchester United v Burnley,W,2-0,League Division Two
15 Feb 1902,Manchester United v Glossop North End,W,1-0,League Division Two
22 Feb 1902,Doncaster Rovers v Manchester United,L,4-0,League Division Two
01 Mar 1902,Manchester United v Lincoln City,D,0-0,League Division Two
08 Mar 1902,West Bromwich Albion v Manchester United,L,4-0,League Division Two
15 Mar 1902,Manchester United v Woolwich Arsenal,L,0-1,League Division Two
17 Mar 1902,Chesterfield Town v Manchester United,L,3-0,League Division Two
22 Mar 1902,Barnsley v Manchester United,L,3-2,League Division Two
28 Mar 1902,Burnley v Manchester United,L,1-0,League Division Two
29 Mar 1902,Manchester United v Leicester City,W,2-0,League Division Two
07 Apr 1902,Manchester United v Middlesbrough,L,1-2,League Division Two
19 Apr 1902,Port Vale v Manchester United,D,1-1,League Division Two
21 Apr 1902,Manchester United v Burton United,W,3-1,League Division Two
23 Apr 1902,Manchester United v Chesterfield Town,W,2-0,League Division Two
