name,status,profile_url,image_url,jersey_name,jersey_number,nation,nation_code,club,place_of_birth,full_name,position,height,date_of_birth,appearances,goals,assists,own_goals,yellow_cards,second_yellow,red_cards,substituted_on,substituted_off,minutes_played
Paulo Ferrari,Retired,https://www.transfermarkt.us/paulo-ferrari/profil/spieler/30807,https://img.a.transfermarkt.technology/portrait/small/30807-1697470708.jpg?lm=1,Ferrari,Unknown,Argentina,ar,CA Rosario Central,Rosario,Paulo Andrés Ferrari,Defender - Right-Back,"1,69 m",04.01.1982,347,17,14,2,55,3,0,12,13,30.121
Marco Ruben,Retired,https://www.transfermarkt.us/marco-ruben/profil/spieler/30825,https://img.a.transfermarkt.technology/portrait/small/30825-1636496485.JPG?lm=1,Ruben,-,Argentina,ar,CA Rosario Central,Capitán Bermúdez,Marco Gastón Ruben Rodríguez,Attack - Centre-Forward,"1,79 m",26.10.1986,283,106,13,0,39,0,2,53,63,20.736
Jorge Broun,CA Rosario Central,https://www.transfermarkt.us/jorge-broun/profil/spieler/55150,https://img.a.transfermarkt.technology/portrait/small/55150-1742570315.png?lm=1,Broun,Unknown,Argentina,ar,CA Rosario Central,Rosario,Jorge Emanuel Broun,Goalkeeper,"1,90 m",26.05.1986,247,1,1,1,25,0,1,0,3,22.009
Germán Rivarola,Retired,https://www.transfermarkt.us/german-rivarola/profil/spieler/30823,https://img.a.transfermarkt.technology/portrait/small/30823-1705498475.JPG?lm=1,Rivarola,7,Argentina,ar,CA Rosario Central,Santa Eufemia,Germán Ezequiel Rivarola,Defender - Left-Back,"1,83 m",18.04.1979,201,18,12,1,46,4,4,37,42,14.078
Emiliano Papa,Retired,https://www.transfermarkt.us/emiliano-papa/profil/spieler/30820,https://img.a.transfermarkt.technology/portrait/small/30820-1636412087.JPG?lm=1,Papa,-,Argentina,ar,CA Rosario Central,Acebal,Emiliano Ramiro Papa,Defender - Left-Back,"1,71 m",19.04.1982,182,6,19,0,26,0,3,10,36,14.939
Federico Carrizo,Club Cerro Porteño,https://www.transfermarkt.us/federico-carrizo/profil/spieler/148710,https://img.a.transfermarkt.technology/portrait/small/148710-1453986245.jpg?lm=1,Carrizo,Unknown,Argentina,ar,CA Rosario Central,Villa Giardino,Federico Gastón Carrizo,Attack - Left Winger,"1,73 m",17.05.1991,165,14,17,0,21,1,1,38,52,11.629
Damián Martínez,Club Atlético Tucumán,https://www.transfermarkt.us/damian-martinez/profil/spieler/107282,https://img.a.transfermarkt.technology/portrait/small/107282-1637535257.JPG?lm=1,Martínez,23,Argentina,ar,CA Rosario Central,Buenos Aires,Damián Alberto Martínez,Defender - Right-Back,"1,77 m",31.01.1990,153,9,14,1,52,1,1,10,63,11.948
Ronald Raldes,Retired,https://www.transfermarkt.us/ronald-raldes/profil/spieler/30822,https://img.a.transfermarkt.technology/portrait/small/30822-1490786936.jpg?lm=1,Raldes,16,Bolivia,bo,CA Rosario Central,Santa Cruz de la Sierra,Ronald Raldes Balcázar,Defender - Centre-Back,"1,80 m",20.04.1981,150,3,1,0,10,1,2,1,7,13.251
Ezequiel González,Retired,https://www.transfermarkt.us/ezequiel-gonzalez/profil/spieler/19054,https://img.a.transfermarkt.technology/portrait/small/19054-1692023287.JPG?lm=1,González,-,Argentina,ar,CA Rosario Central,Rosario,Unknown,Midfield - Attacking Midfield,"1,78 m",10.07.1980,141,33,23,0,46,1,1,8,45,11.371
Pablo Sánchez,Retired,https://www.transfermarkt.us/pablo-sanchez/profil/spieler/30932,https://img.a.transfermarkt.technology/portrait/small/30932-1729265146.JPG?lm=1,Sánchez,Unknown,Argentina,ar,CA Rosario Central,Rosario,Pablo Andrés Sánchez,Midfield - Attacking Midfield,"1,77 m",03.01.1973,135,12,9,1,19,0,1,46,62,7.436
