name,club,periods
Nicolás Fernández,Defensa y Justicia,"2017-2020, 2022-2024"
Miguel Merentiel,Defensa y Justicia,"2020-2021, 2022-2022"
Víctor Píriz Álvez,Defensa y Justicia,2011-2012
Gastón Togni,Defensa y Justicia,"2018-2019, 2022-2023, 2024-2025"
Walter Bou,Defensa y Justicia,"2020-2021, 2022-2022"
Braian Romero,Defensa y Justicia,"2020-2021, 2021-2021"
Cristian Milla,Defensa y Justicia,"2010-2011, 2012-2013"
Fernando Márquez,Defensa y Justicia,"2017-2018, 2019-2020"
Francisco Pizzini,Defensa y Justicia,"2020-2021, 2021-2022"
Juan Martín,Defensa y Justicia,"2004-2005, 2009-2010"
Julio Rodríguez,Defensa y Justicia,"2010-2011, 2012-2013, 2014-2015"
Ciro Rius,Defensa y Justicia,"2014-2015, 2016-2016, 2017-2019, 2020-2021, 2022-2023"
Fabián Bordagaray,Defensa y Justicia,"2006-2008, 2016-2016, 2017-2018, 2018-2019, 2019-2020, 2021-2021"
Nicolás Stefanelli,Defensa y Justicia,"2014-2014, 2015-2017"
Emiliano Romero,Defensa y Justicia,"2005-2009, 2010-2011, 2012-2013, 2014-2015"
Nicolás Tripichio,Defensa y Justicia,"2018-2020, 2021-2024"
Marcelo Benítez,Defensa y Justicia,"2011-2016, 2017-2017, 2018-2018, 2019-2022, 2022-2023"
Juan Miritello,Defensa y Justicia,"2022-2022, 2022-2023, 2024-2025"
Andrés Ríos,Defensa y Justicia,"2016-2017, 2022-2024"
Carlos Rotondi,Defensa y Justicia,2021-2022
Gabriel Alanís,Defensa y Justicia,"2022-2022, 2023-2025"
Alexander Barboza,Defensa y Justicia,"2016-2017, 2018-2019"
Juan Martín Lucero,Defensa y Justicia,"2011-2014, 2019-2020"
Aarón Molinas,Defensa y Justicia,2024-2025
Washington Camacho,Defensa y Justicia,"2013-2015, 2020-2021"
Leandro Fernández,Defensa y Justicia,"2010-2012, 2013-2014, 2014-2014"
Jonathan Chávez,Defensa y Justicia,"2009-2010, 2010-2011"
Santiago Solari,Defensa y Justicia,2023-2024
Gonzalo Bustamante,Defensa y Justicia,"2011-2012, 2013-2014"
Eugenio Isnaldo,Defensa y Justicia,"2015-2016, 2018-2019, 2019-2021"
Brian Fernández,Defensa y Justicia,2013-2015
Gabriel Hachen,Defensa y Justicia,2020-2022
Javier Rearte,Defensa y Justicia,"2010-2013, 2013-2013, 2014-2025"
Leonel Miranda,Defensa y Justicia,"2016-2019, 2019-2020, 2020-2020"
David Barbona,Defensa y Justicia,"2023-2023, 2024-2025"
Emiliano Tellechea,Defensa y Justicia,"2013-2013, 2014-2016"
Rodrigo Bogarín,Defensa y Justicia,"2023-2025, 2025-2025"
Matías Díaz,Defensa y Justicia,2010-2012
Kevin Gutiérrez,Defensa y Justicia,"2021-2022, 2023-2025"
Adonis Frías,Defensa y Justicia,"2016-2018, 2019-2023"
Rolando García Guerreño,Defensa y Justicia,2009-2013
Rafael Delgado,Defensa y Justicia,"2015-2018, 2018-2020, 2021-2021, 2025-2025"
Santiago Ramos Mingo,Defensa y Justicia,"2023-2023, 2024-2025"
Tomás Cardona,Defensa y Justicia,"2016-2017, 2021-2024"
Tomás Pochettino,Defensa y Justicia,2016-2018
Juan Cruz Kaprof,Defensa y Justicia,2016-2018
Manuel Duarte,Defensa y Justicia,"2022-2023, 2023-2024, 2025-2025"
Mariano Barbieri,Defensa y Justicia,2014-2015
Franco Paredes,Defensa y Justicia,2020-2021
Luis Jérez Silva,Defensa y Justicia,"2010-2012, 2016-2018"
Raúl Loaiza,Defensa y Justicia,2019-2022
Gonzalo Castellani,Defensa y Justicia,"2016-2017, 2023-2024"
Ignacio Aliseda,Defensa y Justicia,2018-2020
Ezequiel Cannavo,Defensa y Justicia,2024-2025
Mariano Bareiro,Defensa y Justicia,2016-2019
Lisandro Martínez,Defensa y Justicia,"2017-2018, 2018-2019"
Ignacio Rivero,Defensa y Justicia,"2015-2018, 2018-2018"
Agustín Bouzat,Defensa y Justicia,2016-2017
Benjamín Schamine,Defensa y Justicia,2023-2025
Gonzalo Díaz,Defensa y Justicia,"2012-2014, 2014-2014, 2015-2015, 2017-2019"
Victor Cuesta,Defensa y Justicia,2010-2011
Jorge Medina,Defensa y Justicia,2009-2012
David Martínez,Defensa y Justicia,"2019-2020, 2020-2021, 2022-2023"
Luciano Herrera,Defensa y Justicia,"2024-2025, 2025-2025"
Pablo Frontini,Defensa y Justicia,2009-2010
Tomás Galván,Defensa y Justicia,2022-2022
Agustín Sant'Anna,Defensa y Justicia,2023-2024
Facundo Sánchez,Defensa y Justicia,2011-2013
Julián López,Defensa y Justicia,"2022-2023, 2024-2025, 2025-2025"
Nazareno Colombo,Defensa y Justicia,"2021-2021, 2022-2023"
Nelson Acevedo,Defensa y Justicia,"2009-2014, 2020-2021"
Hernán Fredes,Defensa y Justicia,2016-2018
Emir Faccioli,Defensa y Justicia,"2013-2016, 2016-2016"
