name,club,periods
Marco Ruben,CA Rosario Central,"2004-2007, 2015-2015, 2016-2019, 2019-2020, 2021-2022, 2024-2025"
Ezequiel González,CA Rosario Central,"1997-2001, 2003-2004, 2008-2009"
Germán Herrera,CA Rosario Central,"2002-2004, 2016-2019"
Emilio Zelaya,CA Rosario Central,"2006-2010, 2011-2011, 2012-2012"
Ignacio Malcorra,CA Rosario Central,2022-2025
Germán Rivarola,CA Rosario Central,"1997-2000, 2001-2003, 2003-2006, 2011-2013"
Paulo Ferrari,CA Rosario Central,"2000-2006, 2011-2018"
Antonio Medina,CA Rosario Central,2010-2014
Federico Carrizo,CA Rosario Central,"2010-2014, 2017-2019"
Alejandro Donatti,CA Rosario Central,2013-2016
Jesús Méndez,CA Rosario Central,"2008-2008, 2008-2010, 2011-2011, 2012-2013, 2014-2014"
Pablo Sánchez,CA Rosario Central,"1992-1996, 2000-2005"
Hernán Encina,CA Rosario Central,"2001-2007, 2012-2015"
Damián Martínez,CA Rosario Central,2020-2025
Leonardo Borzani,CA Rosario Central,2003-2009
Walter Montoya,CA Rosario Central,"2014-2017, 2022-2024"
Maximiliano Lovera,CA Rosario Central,"2016-2019, 2023-2024, 2024-2025"
Leonardo Talamonti,CA Rosario Central,"2000-2004, 2005-2005, 2011-2013"
Emiliano Papa,CA Rosario Central,"2002-2006, 2007-2008"
Ronald Raldes,CA Rosario Central,2004-2008
Daniel Alberto Díaz,CA Rosario Central,2000-2003
Daniel Quinteros,CA Rosario Central,"1996-1998, 1999-2003"
Jorge Broun,CA Rosario Central,"2009-2013, 2014-2014, 2015-2016, 2021-2025"
Mauricio Caranta,CA Rosario Central,2012-2016
Nahuel Valentini,CA Rosario Central,2008-2013
