name,club,periods
Michael Santos,CA Talleres,2021-2023
Nahuel Bustos,CA Talleres,"2018-2019, 2019-2020, 2023-2023, 2023-2024, 2024-2025"
Diego Valoyes,CA Talleres,"2018-2020, 2020-2023"
Sebastián Palacios,CA Talleres,"2016-2017, 2017-2017, 2019-2019, 2024-2025"
Federico Girotti,CA Talleres,"2022-2023, 2023-2025"
Ramón Sosa,CA Talleres,2023-2024
Aldo Osorio,CA Talleres,2003-2004
Rodrigo Astudillo,CA Talleres,2004-2005
Gonzalo Klusener,CA Talleres,"2012-2014, 2014-2015, 2016-2017"
Jonathan Menéndez,CA Talleres,"2016-2018, 2019-2020"
Pablo Cuba,CA Talleres,"1998-1999, 2000-2002, 2003-2004, 2005-2006"
Julián Maidana,CA Talleres,"1998-2002, 2003-2004, 2007-2008"
Rodrigo Garro,CA Talleres,2022-2024
Luis Enrique Rueda,CA Talleres,
Junior Arias,CA Talleres,"2017-2019, 2020-2020, 2021-2022, 2022-2022, 2022-2023, 2023-2024"
Carlos Auzqui,CA Talleres,2020-2021
Luciano de Bruno,CA Talleres,2003-2004
Víctor Píriz Álvez,CA Talleres,"2003-2004, 2006-2007"
Darío Gigena,CA Talleres,1999-2000
Dayro Moreno,CA Talleres,2019-2020
César La Paglia,CA Talleres,2001-2003
Franco Fragapane,CA Talleres,"2019-2020, 2020-2021"
Victorio Ramis,CA Talleres,2014-2017
Juan Ramírez,CA Talleres,"2016-2018, 2018-2019"
Germán Real,CA Talleres,"2002-2003, 2006-2007"
Nahuel Tenaglia,CA Talleres,"2017-2022, 2023-2023"
Claudio González,CA Talleres,"2002-2003, 2006-2007"
Gastón Benavídez,CA Talleres,"2022-2022, 2023-2025"
Federico Astudillo,CA Talleres,
Bruno Barticciotto,CA Talleres,"2023-2025, 2025-2025"
Mateo Retegui,CA Talleres,2020-2021
Leonardo Godoy,CA Talleres,"2016-2020, 2021-2022"
Gabriel Roth,CA Talleres,"2000-2000, 2001-2003"
Enzo Díaz,CA Talleres,"2019-2019, 2020-2023"
Diego Garay,CA Talleres,"1995-1999, 2000-2002"
Tomás Pochettino,CA Talleres,"2018-2019, 2019-2021"
Rubén Botta,CA Talleres,2024-2025
Juan Gabriel Rodríguez,CA Talleres,"2023-2023, 2024-2025"
Daniel Albornos,CA Talleres,1996-2002
Matías Esquivel,CA Talleres,"2022-2022, 2024-2025"
Diego Daniel Bustos,CA Talleres,2002-2003
Matías Catalán,CA Talleres,"2022-2022, 2023-2025"
Juan Pablo Avendaño,CA Talleres,"2000-2001, 2002-2004, 2013-2014"
Francisco Pizzini,CA Talleres,2022-2023
José Marzo,CA Talleres,"1999-2000, 2001-2002"
