name,club,periods
Fernando Cavenaghi,CA River Plate,"2001-2004, 2011-2012, 2014-2015"
Martín Cardetti,CA River Plate,"1997-1998, 1999-2002"
Miguel Borja,CA River Plate,2022-2025
Rafael Borré,CA River Plate,2017-2021
Julián Alvarez,CA River Plate,"2019-2022, 2022-2022"
Javier Saviola,CA River Plate,"1999-2001, 2015-2016"
Ernesto Farías,CA River Plate,2005-2007
Juan Pablo Ángel,CA River Plate,1997-2001
Marcelo Gallardo,CA River Plate,"1994-1999, 2003-2007, 2009-2010"
Ariel Ortega,CA River Plate,"1992-1997, 2000-2002, 2006-2008, 2009-2011"
Radamel Falcao,CA River Plate,2005-2009
Rodrigo Mora,CA River Plate,"2012-2013, 2013-2014, 2014-2019"
Lucas Alario,CA River Plate,2015-2017
Matías Suárez,CA River Plate,2019-2024
Nacho Fernández,CA River Plate,"2016-2021, 2023-2025"
Ignacio Scocco,CA River Plate,2017-2020
Gonzalo Martínez,CA River Plate,"2015-2019, 2023-2025"
Nicolás de la Cruz,CA River Plate,2017-2024
Daniel Onega,CA River Plate,"1965-1972, 1972-1973"
Pablo Solari,CA River Plate,2022-2025
Teófilo Gutiérrez,CA River Plate,2013-2015
Sebastián Driussi,CA River Plate,"2014-2017, 2025-2025"
Andrés D'Alessandro,CA River Plate,"2001-2003, 2016-2016"
Carlos Sánchez,CA River Plate,"2011-2013, 2014-2016"
Eduardo Coudet,CA River Plate,"1999-2002, 2002-2004"
Diego Buonanotte,CA River Plate,2007-2011
Lucas Pratto,CA River Plate,"2018-2021, 2021-2021"
Lucho González,CA River Plate,"2002-2005, 2015-2016"
Lucas Beltrán,CA River Plate,"2021-2021, 2022-2023"
Rogelio Funes Mori,CA River Plate,2010-2013
Pablo Aimar,CA River Plate,"1997-2001, 2015-2015"
Facundo Colidio,CA River Plate,2023-2025
Oscar Más,CA River Plate,"1964-1973, 1974-1977"
Juan Fernando Quintero,CA River Plate,"2018-2018, 2019-2021, 2022-2022"
Víctor Zapata,CA River Plate,"1999-2004, 2004-2008"
Daniel Montenegro,CA River Plate,"2003-2004, 2005-2006"
David Trezeguet,CA River Plate,2012-2013
Esequiel Barco,CA River Plate,"2022-2023, 2024-2024"
