name,club,periods
Jonathan Herrera,Club Deportivo Riestra,
Lázaro Romero,Club Deportivo Riestra,
Walter Acuña,Club Deportivo Riestra,
Gonzalo Bravo,Club Deportivo Riestra,
Milton Céliz,Club Deportivo Riestra,
Yonatan Goitía,Club Deportivo Riestra,
Gustavo Fernández,Club Deportivo Riestra,
Braian Sánchez,Club Deportivo Riestra,
Sebastián Soto,Club Deportivo Riestra,
Eric Tovo,Club Deportivo Riestra,
Nicolás Benegas,Club Deportivo Riestra,
Víctor Gómez,Club Deportivo Riestra,
Antony Alonso,Club Deportivo Riestra,
Maximiliano Brito,Club Deportivo Riestra,
Jonatan Goya,Club Deportivo Riestra,
Guillermo Pereira,Club Deportivo Riestra,
Ramón González,Club Deportivo Riestra,
Daniel Silvani,Club Deportivo Riestra,
Alan Barrionuevo,Club Deportivo Riestra,
Nicolás Dematei,Club Deportivo Riestra,
Nahuel Benítez,Club Deportivo Riestra,
Gastón Montero,Club Deportivo Riestra,
Mauro Ortiz,Club Deportivo Riestra,
Maximiliano Rodríguez,Club Deportivo Riestra,
Pedro Ramírez,Club Deportivo Riestra,
Sebastián López,Club Deportivo Riestra,
Leonardo Ruíz,Club Deportivo Riestra,
José Gabriel Ramírez,Club Deportivo Riestra,
Alexander Díaz,Club Deportivo Riestra,
Rodrigo Insúa,Club Deportivo Riestra,
Nicolas Varela,Club Deportivo Riestra,
Roberto Bochi,Club Deportivo Riestra,
Adrián Flores,Club Deportivo Riestra,
Gaspar Iñíguez,Club Deportivo Riestra,
Jorge Benítez,Club Deportivo Riestra,
Braian Guille,Club Deportivo Riestra,
Lucas Chaparro,Club Deportivo Riestra,
Gonzalo Alarcón,Club Deportivo Riestra,
Martín Batallini,Club Deportivo Riestra,
Esteban Pipino,Club Deportivo Riestra,
Ramón Borda,Club Deportivo Riestra,
Jeremías James,Club Deportivo Riestra,
Gastón Lombardi,Club Deportivo Riestra,
Gabriel Obredor,Club Deportivo Riestra,
Jorge Benítez,Club Deportivo Riestra,
José Montiel,Club Deportivo Riestra,
Nahuel Iribarren,Club Deportivo Riestra,
Samuel Portillo,Club Deportivo Riestra,
Mauricio Soto,Club Deportivo Riestra,
Nicolás Sansotre,Club Deportivo Riestra,
Nicolás Caro Torres,Club Deportivo Riestra,
Leonel Bucca,Club Deportivo Riestra,
Paolo Impini,Club Deportivo Riestra,
Facundo Stable,Club Deportivo Riestra,
Mateo Ramírez,Club Deportivo Riestra,
Víctor More,Club Deportivo Riestra,
Jonathan Toledo,Club Deportivo Riestra,
Leonel Serna,Club Deportivo Riestra,
Pablo Rodríguez,Club Deportivo Riestra,
Sebastián Hernández,Club Deportivo Riestra,
Manuel Miramontes,Club Deportivo Riestra,
Enzo Avaro,Club Deportivo Riestra,
Herman Essers,Club Deportivo Riestra,
Damián Arce,Club Deportivo Riestra,
Gastón Silva,Club Deportivo Riestra,
Juan Dobboletta,Club Deportivo Riestra,
Gustavo Ruhl,Club Deportivo Riestra,
Adrián Albornoz,Club Deportivo Riestra,
Walter Rodríguez,Club Deportivo Riestra,
Julián Gómez,Club Deportivo Riestra,
Gabriel Bravo,Club Deportivo Riestra,
Facundo Pons,Club Deportivo Riestra,
Lucas Vidolini,Club Deportivo Riestra,
Daniel Caputo,Club Deportivo Riestra,
Bruno Maffoni,Club Deportivo Riestra,
Matteo Cucinotta,Club Deportivo Riestra,
Jonathan Ramírez,Club Deportivo Riestra,
Juan Semería,Club Deportivo Riestra,
Braian Chávez,Club Deportivo Riestra,
Julián Rodríguez Seguer,Club Deportivo Riestra,
Cristian Almirón,Club Deportivo Riestra,
Sergio Ortíz,Club Deportivo Riestra,
Leonel Gigli,Club Deportivo Riestra,
Alejandro Gutiérrez,Club Deportivo Riestra,
Ezequiel Toselli,Club Deportivo Riestra,
Alberto Benítez,Club Deportivo Riestra,
Rodrigo Gallo,Club Deportivo Riestra,
Franco Fagúndez,Club Deportivo Riestra,
Matías Troncoso,Club Deportivo Riestra,
Rodrigo Sánchez,Club Deportivo Riestra,
Christian Buglione,Club Deportivo Riestra,
Wilson Severino,Club Deportivo Riestra,
Nicolás López,Club Deportivo Riestra,
Franco Mantovano,Club Deportivo Riestra,
Joaquín Varela,Club Deportivo Riestra,
Matías Lescano,Club Deportivo Riestra,
Facundo Presentado,Club Deportivo Riestra,
Pablo Benítez,Club Deportivo Riestra,
