name,club,periods
Bernardo Romeo,CA San Lorenzo de Almagro,"1999-2002, 2007-2010, 2011-2012"
Nicolás Blandi,CA San Lorenzo de Almagro,"2014-2015, 2015-2020, 2022-2024"
Alberto Acosta,CA San Lorenzo de Almagro,"1988-1990, 1991-1993, 1998-1998, 2001-2004"
Andrés Silvera,CA San Lorenzo de Almagro,2006-2009
Martín Cauteruccio,CA San Lorenzo de Almagro,2013-2017
Adam Bareiro,CA San Lorenzo de Almagro,"2019-2020, 2022-2022, 2023-2024"
Leandro Romagnoli,CA San Lorenzo de Almagro,"1998-2005, 2009-2018"
Gonzalo Bergessio,CA San Lorenzo de Almagro,"2008-2009, 2016-2017"
Guillermo Franco,CA San Lorenzo de Almagro,1995-2002
Adrián González,CA San Lorenzo de Almagro,"1998-2001, 2004-2009"
Néstor Ortigoza,CA San Lorenzo de Almagro,"2011-2012, 2013-2017, 2021-2023"
Ezequiel Lavezzi,CA San Lorenzo de Almagro,"2004-2005, 2005-2007"
Pablo Barrientos,CA San Lorenzo de Almagro,"2003-2006, 2008-2009, 2014-2016"
Mauro Matos,CA San Lorenzo de Almagro,"2014-2016, 2016-2017, 2017-2017"
Ignacio Piatti,CA San Lorenzo de Almagro,"2012-2014, 2020-2021"
Andrés Vombergar,CA San Lorenzo de Almagro,"2022-2023, 2024-2025"
Juan Carlos Menseguez,CA San Lorenzo de Almagro,"2007-2009, 2009-2013"
Fernando Belluschi,CA San Lorenzo de Almagro,2016-2020
Héctor Villalba,CA San Lorenzo de Almagro,2012-2016
Lucas Pusineri,CA San Lorenzo de Almagro,1999-2002
Sebastián Abreu,CA San Lorenzo de Almagro,"1996-1998, 2000-2001"
Jonathan Bottinelli,CA San Lorenzo de Almagro,"2002-2008, 2009-2009, 2009-2012"
Ángel Romero,CA San Lorenzo de Almagro,2019-2021
Julio Buffarini,CA San Lorenzo de Almagro,2012-2016
Franco Di Santo,CA San Lorenzo de Almagro,2020-2022
Rodrigo Astudillo,CA San Lorenzo de Almagro,2002-2004
Ángel Correa,CA San Lorenzo de Almagro,2013-2015
Sebastián Saja,CA San Lorenzo de Almagro,"1998-2003, 2005-2007, 2007-2008"
Nicolás Reniero,CA San Lorenzo de Almagro,2017-2019
Hernán Peirone,CA San Lorenzo de Almagro,"2005-2007, 2010-2010"
Sebastián Blanco,CA San Lorenzo de Almagro,"2015-2015, 2015-2017, 2024-2025"
Ezequiel Cerutti,CA San Lorenzo de Almagro,"2016-2018, 2019-2020, 2021-2025"
Raúl Estévez,CA San Lorenzo de Almagro,1995-2002
Pablo Michelini,CA San Lorenzo de Almagro,1999-2005
Emmanuel Gigliotti,CA San Lorenzo de Almagro,2011-2012
Nahuel Barrios,CA San Lorenzo de Almagro,"2018-2020, 2020-2020, 2021-2025, 2025-2025"
Gastón Fernández,CA San Lorenzo de Almagro,2007-2008
Claudio Biaggio,CA San Lorenzo de Almagro,"1994-1996, 1997-1999"
Óscar Romero,CA San Lorenzo de Almagro,2019-2021
Iván Leguizamón,CA San Lorenzo de Almagro,2022-2025
Roberto Jiménez,CA San Lorenzo de Almagro,"2006-2007, 2007-2008, 2008-2009, 2009-2010"
Fabián Bordagaray,CA San Lorenzo de Almagro,"2009-2011, 2011-2011, 2012-2013"
Aureliano Torres,CA San Lorenzo de Almagro,2007-2011
Osmar Ferreyra,CA San Lorenzo de Almagro,2006-2007
Nicolás Fernández,CA San Lorenzo de Almagro,2020-2022
Ariel López,CA San Lorenzo de Almagro,1999-2000
Emmanuel Más,CA San Lorenzo de Almagro,2013-2017
Gonzalo Rodríguez,CA San Lorenzo de Almagro,"2003-2004, 2017-2020"
Cristian Tula,CA San Lorenzo de Almagro,"2006-2007, 2007-2009, 2010-2012"
Bruno Pittón,CA San Lorenzo de Almagro,2019-2022
Denis Stracqualursi,CA San Lorenzo de Almagro,"2012-2013, 2014-2014"
Leonardo Rodríguez,CA San Lorenzo de Almagro,"1990-1991, 2001-2002"
Gonzalo Verón,CA San Lorenzo de Almagro,2012-2015
Adolfo Gaich,CA San Lorenzo de Almagro,2018-2020
Paulo Díaz,CA San Lorenzo de Almagro,2016-2018
Papu Gómez,CA San Lorenzo de Almagro,2009-2010
Pablo Zabaleta,CA San Lorenzo de Almagro,2003-2005
Carlos Bueno,CA San Lorenzo de Almagro,2012-2012
Juan Salgueiro,CA San Lorenzo de Almagro,2011-2012
Alexis Cuello,CA San Lorenzo de Almagro,"2024-2024, 2025-2025"
Federico Gattoni,CA San Lorenzo de Almagro,"2020-2023, 2023-2023"
José Manuel Chatruc,CA San Lorenzo de Almagro,2002-2003
Matías Caruzzo,CA San Lorenzo de Almagro,2015-2018
Germán Herrera,CA San Lorenzo de Almagro,"2004-2006, 2006-2007"
Damián Luna,CA San Lorenzo de Almagro,2003-2006
Mauro Cetto,CA San Lorenzo de Almagro,2013-2016
Diego Raúl Capria,CA San Lorenzo de Almagro,"2001-2002, 2003-2004"
Eduardo Tuzzio,CA San Lorenzo de Almagro,1993-2002
Walter Montillo,CA San Lorenzo de Almagro,"2002-2006, 2007-2008"
