name,club,periods
Rolando Zárate,CA Vélez Sarsfield,"1997-1999, 1999-1999, 2000-2000, 2001-2001, 2002-2002, 2003-2004, 2004-2006, 2007-2007, 2009-2010"
Mauro Zárate,CA Vélez Sarsfield,"2004-2007, 2013-2014, 2018-2018"
Lucas Pratto,CA Vélez Sarsfield,"2012-2012, 2013-2015, 2021-2023"
Roberto Nanni,CA Vélez Sarsfield,"2001-2003, 2008-2009, 2014-2016"
Lucas Janson,CA Vélez Sarsfield,2019-2023
Santiago Silva,CA Vélez Sarsfield,"2007-2009, 2009-2011"
Juan Manuel Martínez,CA Vélez Sarsfield,"2003-2005, 2006-2007, 2007-2007, 2008-2012, 2017-2017"
Leandro Gracián,CA Vélez Sarsfield,2001-2006
Rodrigo López,CA Vélez Sarsfield,2008-2010
Federico Domínguez,CA Vélez Sarsfield,"1994-1998, 1999-2002"
Lucas Castromán,CA Vélez Sarsfield,"1996-2001, 2003-2003, 2004-2007"
Mariano Pavone,CA Vélez Sarsfield,"2015-2015, 2016-2017"
Darío Husaín,CA Vélez Sarsfield,1995-2003
Maxi Moralez,CA Vélez Sarsfield,2009-2011
Thiago Almada,CA Vélez Sarsfield,2018-2022
Braian Romero,CA Vélez Sarsfield,2023-2025
Jonathan Cristaldo,CA Vélez Sarsfield,"2008-2011, 2017-2018"
Patricio Camps,CA Vélez Sarsfield,"1991-1994, 1995-2000, 2001-2002"
Lucas Valdemarín,CA Vélez Sarsfield,"1998-1999, 2000-2001, 2001-2005, 2005-2006, 2006-2006"
Augusto Fernández,CA Vélez Sarsfield,2010-2012
Juan Martín Lucero,CA Vélez Sarsfield,2020-2021
Damián Escudero,CA Vélez Sarsfield,2005-2008
Fabián Cubero,CA Vélez Sarsfield,"1997-2007, 2008-2020"
Claudio Aquino,CA Vélez Sarsfield,2023-2025
Facundo Ferreyra,CA Vélez Sarsfield,2012-2013
Maximiliano Romero,CA Vélez Sarsfield,"2016-2018, 2019-2020"
Mauro Óbolo,CA Vélez Sarsfield,"1997-2001, 2002-2002, 2003-2004, 2005-2005, 2006-2006, 2012-2012"
Leandro Somoza,CA Vélez Sarsfield,"2001-2006, 2008-2010, 2015-2017"
José Luis Chilavert,CA Vélez Sarsfield,"1991-2000, 2004-2004"
Matías Vargas,CA Vélez Sarsfield,2017-2019
Gustavo Balvorín,CA Vélez Sarsfield,2007-2008
Agustín Bouzat,CA Vélez Sarsfield,"2018-2022, 2023-2025"
Federico Insúa,CA Vélez Sarsfield,2012-2014
David Ramírez,CA Vélez Sarsfield,"2011-2012, 2013-2013"
Abiel Osorio,CA Vélez Sarsfield,2022-2024
Lucas Robertone,CA Vélez Sarsfield,2017-2020
Cristian Bardaro,CA Vélez Sarsfield,"1997-2005, 2006-2006"
Cristian Tarragona,CA Vélez Sarsfield,2020-2022
Maximiliano Pellegrino,CA Vélez Sarsfield,2000-2007
Milton Caraglio,CA Vélez Sarsfield,2014-2015
Ezequiel Rescaldani,CA Vélez Sarsfield,"2011-2012, 2012-2014"
Luca Orellano,CA Vélez Sarsfield,2019-2023
Fabricio Fuentes,CA Vélez Sarsfield,"2001-2003, 2004-2005"
Iván Bella,CA Vélez Sarsfield,"2008-2013, 2015-2017"
Víctor Zapata,CA Vélez Sarsfield,2008-2012
Guillermo Franco,CA Vélez Sarsfield,2011-2012
Víctor Müller,CA Vélez Sarsfield,2000-2002
Sebastián Domínguez,CA Vélez Sarsfield,2009-2015
Francisco Pizzini,CA Vélez Sarsfield,2023-2025
Santiago Castro,CA Vélez Sarsfield,2022-2024
Emiliano Papa,CA Vélez Sarsfield,"2006-2007, 2008-2015"
Guillermo Morigi,CA Vélez Sarsfield,"1993-1997, 1999-2002"
Nicolás Domínguez,CA Vélez Sarsfield,"2017-2019, 2019-2020"
Ricardo Álvarez,CA Vélez Sarsfield,"2008-2011, 2020-2022"
Emanuel Centurión,CA Vélez Sarsfield,"2001-2003, 2005-2006"
Jorge Correa,CA Vélez Sarsfield,2014-2018
Jairo Castillo,CA Vélez Sarsfield,2000-2001
Walter Bou,CA Vélez Sarsfield,2022-2024
Ricardo Centurión,CA Vélez Sarsfield,"2020-2020, 2020-2022, 2022-2023, 2023-2025"
Ramón Ocampo,CA Vélez Sarsfield,"2004-2009, 2010-2010, 2011-2011"
