name,club,periods
Pablo Vegetti,Club Atlético Belgrano,2019-2023
César Pereyra,Club Atlético Belgrano,"2009-2015, 2015-2017"
Jorge Velázquez,Club Atlético Belgrano,2012-2017
Franco Jara,Club Atlético Belgrano,2023-2025
Fernando Márquez,Club Atlético Belgrano,"2012-2017, 2018-2018"
Cristian Lema,Club Atlético Belgrano,2014-2018
Lucas Passerini,Club Atlético Belgrano,2023-2025
Mauro Óbolo,Club Atlético Belgrano,"2001-2002, 2015-2015, 2016-2017"
Guillermo Farré,Club Atlético Belgrano,2007-2017
César Mansanelli,Club Atlético Belgrano,"2005-2013, 2014-2016"
Matías Suárez,Club Atlético Belgrano,"2006-2008, 2016-2019, 2024-2025"
Claudio Pérez,Club Atlético Belgrano,"2011-2013, 2015-2015"
Luis Artime,Club Atlético Belgrano,"1992-1993, 1994-1999, 2000-2001, 2003-2005"
Franco Vázquez,Club Atlético Belgrano,2007-2012
Claudio Bieler,Club Atlético Belgrano,2016-2017
Ulises Sánchez,Club Atlético Belgrano,2019-2025
Luciano Lollo,Club Atlético Belgrano,"2007-2014, 2015-2016"
Leonardo Torres,Club Atlético Belgrano,"1994-2001, 2001-2001, 2004-2005"
Nicolás Fernández,Club Atlético Belgrano,2024-2025
Lucas Zelarayán,Club Atlético Belgrano,"2012-2016, 2025-2025"
Josemir Lujambio,Club Atlético Belgrano,1999-2001
Adrián Balboa,Club Atlético Belgrano,"2018-2019, 2019-2019, 2020-2020, 2021-2022, 2022-2023"
Julio Mugnaini,Club Atlético Belgrano,2000-2003
Pablo Chavarría,Club Atlético Belgrano,"2008-2010, 2023-2025"
Juan Barinaga,Club Atlético Belgrano,2019-2024
Juan Maldonado,Club Atlético Belgrano,"2006-2007, 2008-2008, 2008-2012, 2012-2013, 2013-2014"
Emiliano Rigoni,Club Atlético Belgrano,2013-2016
Julio Furch,Club Atlético Belgrano,2014-2015
Joaquín Susvielles,Club Atlético Belgrano,2022-2023
Federico Lértora,Club Atlético Belgrano,2016-2019
Lucas Melano,Club Atlético Belgrano,"2011-2013, 2017-2017"
Gastón Liendo,Club Atlético Belgrano,"2000-2001, 2006-2007"
Mario Bolatti,Club Atlético Belgrano,"2003-2007, 2015-2017"
Daniel Ríos,Club Atlético Belgrano,"2001-2002, 2003-2007, 2010-2011"
Matías Gigli,Club Atlético Belgrano,2005-2008
Leonardo Sequeira,Club Atlético Belgrano,"2017-2018, 2018-2021, 2021-2022, 2022-2023"
Maximiliano Comba,Club Atlético Belgrano,2022-2022
Hernán Medina,Club Atlético Belgrano,2004-2005
Gastón Turus,Club Atlético Belgrano,2000-2016
Esteban González,Club Atlético Belgrano,"1995-2001, 2011-2015"
Mariano Campodónico,Club Atlético Belgrano,"2005-2007, 2010-2011"
Iván Etevenaux,Club Atlético Belgrano,"2009-2009, 2010-2014, 2014-2014, 2014-2017"
Cristian Carnero,Club Atlético Belgrano,1996-2000
Ibrahim Hesar,Club Atlético Belgrano,2022-2024
Paolo Frangipane,Club Atlético Belgrano,"2005-2007, 2008-2009"
Marcelo Delgado,Club Atlético Belgrano,2007-2007
Bruno Zapelli,Club Atlético Belgrano,2020-2023
Ariel Montenegro,Club Atlético Belgrano,1999-2000
Sebastián Brusco,Club Atlético Belgrano,"1993-1997, 2001-2002, 2003-2005"
Bryan Reyna,Club Atlético Belgrano,2024-2025
Héctor Cuevas,Club Atlético Belgrano,"2008-2011, 2011-2012"
Cristian Techera,Club Atlético Belgrano,"2019-2019, 2019-2021"
Juan Brunetta,Club Atlético Belgrano,2017-2019
Juan Pablo Ruíz,Club Atlético Belgrano,2021-2021
Federico Almerares,Club Atlético Belgrano,2011-2012
Juan Mahecha,Club Atlético Belgrano,2009-2010
Martín Zapata,Club Atlético Belgrano,2012-2013
Juan José Serrizuela,Club Atlético Belgrano,2006-2007
Ezequiel Maggiolo,Club Atlético Belgrano,2013-2014
Lucas Aveldaño,Club Atlético Belgrano,"2012-2015, 2015-2015, 2016-2017"
Epifanio García,Club Atlético Belgrano,2017-2018
Darío Zárate,Club Atlético Belgrano,1998-2002
Mariano Miño,Club Atlético Belgrano,"2021-2024, 2024-2025"
Matías Marín,Club Atlético Belgrano,"2023-2025, 2025-2025"
Carlos Bueno,Club Atlético Belgrano,2013-2014
Mariano Aldecoa,Club Atlético Belgrano,2006-2011
Lucas Parodi,Club Atlético Belgrano,"2011-2013, 2014-2016, 2016-2017"
Matías Arce,Club Atlético Belgrano,2001-2002
Matías Giménez,Club Atlético Belgrano,2012-2012
Alejandro Rébola,Club Atlético Belgrano,2022-2025
Franco Peppino,Club Atlético Belgrano,2001-2007
Mariano Barbieri,Club Atlético Belgrano,"2016-2018, 2018-2019, 2019-2020, 2020-2021"
Víctor Aquino,Club Atlético Belgrano,2012-2013
Hugo Amaya,Club Atlético Belgrano,1999-2001
Matías Oyola,Club Atlético Belgrano,2007-2007
Martín Andrizzi,Club Atlético Belgrano,2010-2011
Marcelo Goux,Club Atlético Belgrano,2000-2002
Facundo Lencioni,Club Atlético Belgrano,"2023-2025, 2025-2025"
César Carranza,Club Atlético Belgrano,2012-2013
Julio César López,Club Atlético Belgrano,
Santiago Longo,Club Atlético Belgrano,"2020-2024, 2025-2025"
Sergio Escudero,Club Atlético Belgrano,2015-2015
Matías Donnet,Club Atlético Belgrano,2007-2007
Marcelo Meli,Club Atlético Belgrano,2019-2019
Gastón Álvarez Suarez,Club Atlético Belgrano,"2011-2014, 2014-2014, 2015-2017, 2018-2018"
Ricardo Noir,Club Atlético Belgrano,2019-2020
Andrés Silvera,Club Atlético Belgrano,2011-2012
Marco Lázaga,Club Atlético Belgrano,"2007-2008, 2008-2008, 2009-2009, 2009-2010, 2010-2011"
Jhonathan Ramis,Club Atlético Belgrano,2017-2018
Andrés Yllana,Club Atlético Belgrano,2005-2007
Jeremías Lucco,Club Atlético Belgrano,2024-2025
Raul Maldonado,Club Atlético Belgrano,2000-2002
Guillermo Pereira,Club Atlético Belgrano,2022-2024
Ezequiel Arriola,Club Atlético Belgrano,2004-2008
Gabriel Meta,Club Atlético Belgrano,"2001-2002, 2003-2004"
Jonás Aguirre,Club Atlético Belgrano,2018-2018
José Luis Villarreal,Club Atlético Belgrano,"1985-1987, 1998-2000, 2002-2004"
Mauro Guevgeozián,Club Atlético Belgrano,2018-2018
Sebastián Luna,Club Atlético Belgrano,2016-2021
Mariano Troilo,Club Atlético Belgrano,2024-2025
