name,club,periods
Jonatan Torres,CA Sarmiento (Junin),"2020-2023, 2023-2023, 2024-2025"
Pablo Magnin,CA Sarmiento (Junin),"2019-2020, 2025-2025"
Nicolás Miracco,CA Sarmiento (Junin),2017-2019
Luciano Gondou,CA Sarmiento (Junin),2021-2023
Gervasio Núñez,CA Sarmiento (Junin),"2014-2016, 2017-2017, 2021-2023"
Nicolás Orsini,CA Sarmiento (Junin),2018-2019
Lisandro López,CA Sarmiento (Junin),2022-2025
Sergio Quiroga,CA Sarmiento (Junin),"2016-2025, 2025-2025"
Javier Toledo,CA Sarmiento (Junin),"2007-2008, 2022-2023"
Ignacio Cacheiro,CA Sarmiento (Junin),"2014-2016, 2017-2018"
Héctor Cuevas,CA Sarmiento (Junin),"2012-2016, 2016-2018"
Claudio Pombo,CA Sarmiento (Junin),"2019-2022, 2022-2023, 2023-2023, 2024-2025"
Gonzalo Bazán,CA Sarmiento (Junin),2017-2018
Guido Mainero,CA Sarmiento (Junin),2021-2023
Patricio Vidal,CA Sarmiento (Junin),2016-2018
Maximiliano Fornari,CA Sarmiento (Junin),"2015-2017, 2017-2017, 2018-2018, 2019-2020, 2020-2021"
Yamil Garnier,CA Sarmiento (Junin),"2011-2014, 2017-2024"
Gabriel Alanís,CA Sarmiento (Junin),2021-2021
Diego Chaves,CA Sarmiento (Junin),"2015-2016, 2019-2020"
Lucas Melano,CA Sarmiento (Junin),2023-2023
Iván Morales,CA Sarmiento (Junin),2024-2025
Roberto Tucker,CA Sarmiento (Junin),2011-2013
Joaquín Gho,CA Sarmiento (Junin),2023-2025
Lucas Landa,CA Sarmiento (Junin),2017-2020
Gabriel Graciani,CA Sarmiento (Junin),2019-2022
Leandro Díaz,CA Sarmiento (Junin),2016-2017
Yair Arismendi,CA Sarmiento (Junin),"2021-2022, 2023-2025"
Adrián Balboa,CA Sarmiento (Junin),2016-2017
Lucas Passerini,CA Sarmiento (Junin),2018-2018
Leonardo Villalba,CA Sarmiento (Junin),2018-2019
Carlos Bueno,CA Sarmiento (Junin),2016-2016
Jorge Córdoba,CA Sarmiento (Junin),2013-2015
Ramón Ábila,CA Sarmiento (Junin),2011-2012
Tobías Figueroa,CA Sarmiento (Junin),2015-2015
Sebastián Luna,CA Sarmiento (Junin),2014-2016
Brian Fernández,CA Sarmiento (Junin),2017-2017
Wilfredo Olivera,CA Sarmiento (Junin),2018-2020
Ezequiel Cerutti,CA Sarmiento (Junin),2012-2013
Julián Brea,CA Sarmiento (Junin),2021-2023
Franco Paredes,CA Sarmiento (Junin),2023-2024
Gabriel Díaz,CA Sarmiento (Junin),2023-2025
Manuel Mónaco,CA Sarmiento (Junin),2023-2025
Martín Andrizzi,CA Sarmiento (Junin),2011-2015
Joaquín Vivani,CA Sarmiento (Junin),2018-2019
Nahuel Quiroga,CA Sarmiento (Junin),"2011-2012, 2013-2014, 2015-2016, 2016-2018"
Iván Etevenaux,CA Sarmiento (Junin),2017-2019
Nicolás Castro,CA Sarmiento (Junin),2018-2019
Lucas Oviedo,CA Sarmiento (Junin),2012-2013
Alexis Niz,CA Sarmiento (Junin),2015-2017
Franco Quinteros,CA Sarmiento (Junin),2022-2023
Ramiro López,CA Sarmiento (Junin),2013-2014
Fernando Núñez,CA Sarmiento (Junin),2019-2020
Agustín Fontana,CA Sarmiento (Junin),2023-2024
