name,club,periods
Darío Cvitanich,CA Banfield,"2004-2008, 2017-2019, 2022-2022"
Josemir Lujambio,CA Banfield,"2001-2002, 2005-2007"
Santiago Silva,CA Banfield,"2009-2009, 2016-2017"
Nicolás Bertolo,CA Banfield,"2008-2009, 2013-2014, 2014-2015, 2016-2018, 2018-2021, 2022-2023"
Jesús Dátolo,CA Banfield,"2002-2006, 2017-2023"
Giuliano Galoppo,CA Banfield,2019-2022
Daniel Bilos,CA Banfield,2000-2005
Milton Giménez,CA Banfield,"2023-2023, 2023-2024"
Cristian Lucchetti,CA Banfield,"1996-2003, 2004-2004, 2005-2010, 2011-2012"
Jorge Cervera,CA Banfield,"2001-2004, 2004-2005"
Rubén Ramírez,CA Banfield,2010-2011
Andrés Chávez,CA Banfield,"2010-2014, 2022-2023"
Sebastián Fernández,CA Banfield,"2008-2009, 2009-2010"
Facundo Ferreyra,CA Banfield,2011-2012
Ramiro Enrique,CA Banfield,2021-2023
Eduardo Bustos Montoya,CA Banfield,2003-2004
Juan Pablo Álvarez,CA Banfield,"2017-2022, 2023-2025"
Giovanni Simeone,CA Banfield,2015-2016
Jerónimo Barrales,CA Banfield,"2006-2009, 2010-2011, 2011-2011"
Juan Manuel Cruz,CA Banfield,2020-2023
Julián Carranza,CA Banfield,"2018-2019, 2019-2019"
Walter Erviti,CA Banfield,"2008-2011, 2014-2017"
Rodrigo Palacio,CA Banfield,2004-2005
Cristian García,CA Banfield,2008-2011
Bruno Sepúlveda,CA Banfield,2024-2025
James Rodríguez,CA Banfield,2009-2010
José Sand,CA Banfield,2005-2006
José Luis Sánchez,CA Banfield,2000-2005
Agustín Fontana,CA Banfield,2019-2021
Javier Sanguinetti,CA Banfield,"1991-1993, 1994-2008"
Luciano Civelli,CA Banfield,"2006-2009, 2015-2018"
Juan Cazares,CA Banfield,"2013-2014, 2014-2015"
Víctor López,CA Banfield,2008-2012
Martín Andrizzi,CA Banfield,2005-2007
Ricardo Noir,CA Banfield,"2012-2013, 2013-2015"
Mauricio Cuero,CA Banfield,"2015-2015, 2020-2023"
Diego Ceballos,CA Banfield,2004-2005
Juan Bisanz,CA Banfield,2023-2025
Wálter Jiménez,CA Banfield,2001-2003
Iván Moreno y Fabianesi,CA Banfield,2002-2003
Luciano Pons,CA Banfield,2020-2022
Gerónimo Rivera,CA Banfield,2023-2025
Agustín Urzi,CA Banfield,2019-2023
Mauricio Sperduti,CA Banfield,2016-2018
Marcos Galarza,CA Banfield,"2002-2009, 2012-2013"
Luciano Lollo,CA Banfield,"2019-2020, 2020-2022"
Gonzalo Bettini,CA Banfield,2011-2018
Gabriel Paletta,CA Banfield,2005-2006
Fabián Noguera,CA Banfield,2012-2016
Marcelo Bustamante,CA Banfield,2008-2013
Emanuel Cecchini,CA Banfield,"2012-2017, 2018-2019"
Roberto Battión,CA Banfield,2009-2010
Maximiliano Laso,CA Banfield,"2007-2010, 2010-2011, 2011-2012"
Julio Barraza,CA Banfield,2001-2011
Jairo Patiño,CA Banfield,2007-2008
Ignacio Rodríguez,CA Banfield,2023-2025
Jorge Achucarro,CA Banfield,2011-2012
Sergio Vittor,CA Banfield,"2015-2016, 2019-2019"
Marcelo Quinteros,CA Banfield,2009-2012
Jonatan Gómez,CA Banfield,"2011-2012, 2013-2013, 2014-2014"
Claudio Villagra,CA Banfield,"2017-2018, 2019-2020, 2020-2021, 2021-2022"
Brian Sarmiento,CA Banfield,2016-2017
Fernando Ortiz,CA Banfield,2003-2004
Alejandro Cabrera,CA Banfield,"2020-2021, 2022-2025, 2025-2025"
Renato Civelli,CA Banfield,"2003-2006, 2006-2006, 2017-2020"
Mauricio Asenjo,CA Banfield,"2014-2016, 2016-2018, 2018-2018, 2019-2019, 2020-2021"
Andrés San Martín,CA Banfield,"1997-1999, 2002-2005"
Jesús Soraire,CA Banfield,2023-2024
Cristian Leiva,CA Banfield,"1997-2002, 2002-2003, 2003-2006, 2012-2014"
Gastón Galván,CA Banfield,2004-2006
Gustavo Toledo,CA Banfield,2010-2015
Esteban Buján,CA Banfield,"2004-2005, 2007-2008, 2008-2008"
Ricardo Pagés,CA Banfield,2005-2007
Matías González,CA Banfield,2022-2025
Fabián Santana,CA Banfield,2005-2010
Nicolás Tagliafico,CA Banfield,"2011-2012, 2013-2015"
Aarón Quirós,CA Banfield,2023-2024
Emanuel Coronel,CA Banfield,"2015-2018, 2019-2019, 2019-2024"
Santiago Rodríguez,CA Banfield,2001-2004
Nicolás Bianchi Arce,CA Banfield,"2013-2014, 2014-2016"
Adrián González,CA Banfield,"1999-2003, 2004-2004, 2005-2006"
Martín Payero,CA Banfield,"2019-2019, 2020-2021"
Nicolás Domingo,CA Banfield,"2013-2016, 2021-2023"
Luciano Gómez,CA Banfield,"2016-2021, 2021-2022"
Emanuel Insúa,CA Banfield,2023-2025
Javier Villarreal,CA Banfield,2007-2008
Jorge Rodríguez,CA Banfield,2014-2021
José Devaca,CA Banfield,"2007-2012, 2013-2016"
Alejandro Maciel,CA Banfield,"2022-2022, 2023-2025"
Federico Barrionuevo,CA Banfield,"2001-2002, 2003-2004, 2004-2006"
Nahuel Yeri,CA Banfield,
Roberto Salvatierra,CA Banfield,2005-2007
Maximiliano Bustos,CA Banfield,2008-2011
Adrián Spörle,CA Banfield,2017-2019
Ezequiel Cañete,CA Banfield,2023-2024
Carlos Galván,CA Banfield,2006-2007
Nicolás Sosa,CA Banfield,2023-2023
Enrique Bologna,CA Banfield,"2003-2008, 2008-2011, 2012-2012, 2013-2016, 2022-2023"
Daniel Quinteros,CA Banfield,2007-2008
