name,club,periods
Leandro Carrijó,FC Juárez,2015-2020
Darío Lezcano,FC Juárez,2019-2023
Mario Ortiz,FC Juárez,2015-2018
Diego Rolán,FC Juárez,"2019-2020, 2021-2023"
Gabriel Fernández,FC Juárez,2021-2023
Flavio Santos,FC Juárez,2019-2022
Avilés Hurtado,FC Juárez,2023-2025
Aitor García,FC Juárez,2023-2025
Gabriel Hachen,FC Juárez,2018-2020
Elsinho,FC Juárez,2016-2020
Ángel Zaldívar,FC Juárez,2024-2025
Rodrigo Prieto,FC Juárez,2017-2019
Mauro Fernández,FC Juárez,2016-2021
Óscar Estupiñán,FC Juárez,2024-2025
Raúl Enríquez,FC Juárez,2016-2018
Josué Gómez,FC Juárez,"2016-2019, 2019-2020, 2020-2021, 2021-2022"
Félix Micolta,FC Juárez,2016-2017
Sidnei,FC Juárez,2016-2017
Alan Medina,FC Juárez,2022-2023
Brian Rubio,FC Juárez,2020-2021
Gustavo Velázquez,FC Juárez,2019-2022
Maximiliano Olivera,FC Juárez,"2020-2020, 2021-2023"
Derley,FC Juárez,2015-2016
Fernando Arce,FC Juárez,2022-2023
Nelson Maz,FC Juárez,2015-2016
Edgar Pacheco,FC Juárez,2015-2016
Tomás Molina,FC Juárez,2023-2023
Diego Chávez,FC Juárez,"2016-2017, 2023-2025"
Michael Santos,FC Juárez,2023-2024
Ángelo Sagal,FC Juárez,2019-2020
Éder Borelli,FC Juárez,"2015-2016, 2017-2020"
Jefferson Intriago,FC Juárez,"2019-2021, 2021-2022"
Diego Campillo,FC Juárez,"2023-2024, 2025-2025"
Amaury Escoto,FC Juárez,"2023-2024, 2024-2025"
Magal,FC Juárez,2016-2018
Cristian Gordillo,FC Juárez,2017-2018
José Juan Manríquez,FC Juárez,"2021-2023, 2023-2025"
Edy Brambila,FC Juárez,2018-2020
Martín Galván,FC Juárez,2020-2022
Diego Valoyes,FC Juárez,2023-2025
Sebastián Saucedo,FC Juárez,2023-2025
Pedro Raul,FC Juárez,2021-2022
Edson Fernando,FC Juárez,2024-2024
Alonso Zamora,FC Juárez,2017-2017
Christian Pérez,FC Juárez,2018-2019
Manuel Castro,FC Juárez,2023-2025
Jairo Torres,FC Juárez,2024-2025
Jesús Venegas,FC Juárez,2024-2025
Antonio Briseño,FC Juárez,2016-2016
Martín Rabuñal,FC Juárez,2020-2020
Eryc Castillo,FC Juárez,2020-2021
Bruno Romo,FC Juárez,2020-2020
Edgar Mejía,FC Juárez,2015-2017
Denzell García,FC Juárez,2020-2025
Betão,FC Juárez,2015-2017
Jonathan Lacerda,FC Juárez,2017-2020
Diéter Villalpando,FC Juárez,2024-2025
Luis López,FC Juárez,2017-2021
Ángel Zapata,FC Juárez,2023-2024
Luis Pavez Muñoz,FC Juárez,2021-2021
Pol García,FC Juárez,2021-2022
Luis Télles,FC Juárez,2017-2018
José Esquivel,FC Juárez,"2019-2020, 2020-2022"
Francisco Calvo,FC Juárez,2024-2024
Pablo Metlich,FC Juárez,2015-2016
Andrija Vukcevic,FC Juárez,"2023-2024, 2025-2025"
José Luis Rodríguez,FC Juárez,2024-2025
Obed Martínez,FC Juárez,2016-2017
Jordan Sierra,FC Juárez,2023-2023
Leonardo Pais,FC Juárez,2019-2019
Omar Panuco,FC Juárez,2020-2021
Carlos Salcedo,FC Juárez,"2022-2023, 2024-2025"
Matheuzinho,FC Juárez,2018-2019
Eduardo Pérez,FC Juárez,2019-2020
Ramazotti,FC Juárez,2019-2019
Arturo Ortiz,FC Juárez,"2024-2024, 2024-2025, 2025-2025"
Iván Vázquez Mellado,FC Juárez,2015-2021
Santiago Ormeño,FC Juárez,2023-2023
Darwin Machís,FC Juárez,2022-2023
Carlos Fierro,FC Juárez,2022-2023
Alexander Larín,FC Juárez,2015-2015
Jesús Murillo,FC Juárez,2025-2025
Anderson Leite,FC Juárez,2022-2022
Carlos Ibargüen,FC Juárez,2018-2018
Írving Ávalos,FC Juárez,2017-2019
Oliver Silva,FC Juárez,2019-2021
Juan Castro,FC Juárez,2016-2017
José Tehuitzil,FC Juárez,2015-2016
Agustín Urzi,FC Juárez,"2023-2024, 2024-2025, 2025-2025"
Omar Flores,FC Juárez,
Kevin Gutiérrez,FC Juárez,2018-2019
Ían Arellano,FC Juárez,2016-2018
Alejandro Berber,FC Juárez,2017-2018
Jhonatan Aranda,FC Juárez,2018-2019
