name,club,periods
Cuauhtémoc Blanco,CF América,"1992-1997, 1998-2000, 2002-2004, 2004-2007, 2016-2016"
Henry Martin,CF América,2018-2025
Salvador Cabañas,CF América,2006-2010
Oribe Peralta,CF América,2014-2019
Pável Pardo,CF América,"1999-2006, 2009-2011"
Bruno Valdez,CF América,2016-2023
Rubens Sambueza,CF América,2012-2017
Miguel Layún,CF América,"2010-2010, 2010-2015, 2021-2024"
Pablo Aguilar,CF América,2014-2018
Osvaldo Martínez,CF América,2013-2017
Richard Sánchez,CF América,2019-2025
Álvaro Fidalgo,CF América,"2021-2021, 2021-2025"
José Mendoza,CF América,"2000-2003, 2003-2005"
Germán Villa,CF América,"1991-1998, 1998-1999, 1999-2009, 2009-2009"
Paul Aguilar,CF América,2011-2021
Duilio Davino,CF América,1997-2007
Óscar Rojas,CF América,"2004-2012, 2013-2013"
Ricardo Rojas,CF América,"2001-2004, 2004-2008, 2009-2010"
Aquivaldo Mosquera,CF América,2009-2014
Juan Carlos Valenzuela,CF América,2009-2015
José Antonio Castro,CF América,"2001-2009, 2009-2010"
Raúl Lara,CF América,1990-2003
Moisés Muñoz,CF América,"2012-2017, 2017-2017, 2018-2018"
Guillermo Ochoa,CF América,"2003-2011, 2019-2023"
Adolfo Ríos,CF América,1999-2004
