name,club,periods
Álvaro González,Puebla FC,"2006-2009, 2009-2011"
Matías Alustiza,Puebla FC,"2012-2014, 2015-2017, 2019-2020"
Lucas Cavallini,Puebla FC,"2017-2018, 2018-2020, 2024-2025"
Carlos Muñoz,Puebla FC,1996-1998
Alberto García Aspe,Puebla FC,1999-2002
Ignacio Quinteros,Puebla FC,2003-2005
Santiago Ormeño,Puebla FC,"2018-2019, 2019-2021, 2024-2024"
Guillermo Martínez,Puebla FC,"2021-2022, 2022-2024"
Christian Tabó,Puebla FC,"2018-2018, 2018-2022"
Marco Capetillo,Puebla FC,"1999-2003, 2010-2010"
Luis Noriega,Puebla FC,"2005-2010, 2013-2015, 2017-2017, 2019-2020"
Diego de Buen,Puebla FC,"2012-2013, 2021-2025"
Jafet Soto,Puebla FC,"1999-2000, 2002-2003, 2003-2004"
Pablo Caballero,Puebla FC,2001-2003
Nicolás Olivera,Puebla FC,"2008-2008, 2009-2010, 2010-2011"
Hérculez Gómez,Puebla FC,"2000-2001, 2010-2010, 2015-2015"
Luis Gabriel Rey,Puebla FC,2015-2015
Martín Barragán,Puebla FC,2022-2024
Alejandro de la Cruz,Puebla FC,2005-2006
Sergio Vázquez,Puebla FC,2001-2003
Luis García,Puebla FC,2011-2012
DaMarcus Beasley,Puebla FC,2011-2014
Daniel Guzmán,Puebla FC,1996-1997
Jair García,Puebla FC,"2004-2005, 2007-2008, 2008-2009, 2009-2009, 2009-2010, 2010-2010, 2011-2011, 2012-2013, 2013-2014, 2014-2014, 2015-2015"
Alejandro Acosta,Puebla FC,"2008-2011, 2011-2012, 2012-2012"
Sergio Rosas,Puebla FC,"2005-2010, 2011-2011, 2011-2012, 2014-2015"
Christian Bermúdez,Puebla FC,2015-2016
Carlos Ruiz,Puebla FC,2009-2010
Martín Ubaldi,Puebla FC,1999-2000
Claudio da Silva,Puebla FC,2001-2001
Fernando Aristeguieta,Puebla FC,"2021-2023, 2023-2023"
Gabriel Pereyra,Puebla FC,"2010-2010, 2011-2012, 2012-2012, 2012-2013"
Sigifredo Mercado,Puebla FC,"1988-1993, 1999-2000, 2003-2005"
Álvaro Navarro,Puebla FC,2016-2017
Brayan Angulo,Puebla FC,"2017-2021, 2023-2025"
Milton Coimbra,Puebla FC,2002-2003
Francisco Torres,Puebla FC,"2014-2017, 2017-2018"
Joaquín Velázquez,Puebla FC,"1995-1997, 1998-2004, 2006-2009, 2009-2011"
Pablo González,Puebla FC,"2010-2015, 2016-2021, 2022-2025"
Gilberto Jiménez,Puebla FC,"1999-2002, 2003-2004"
Omar Fernández,Puebla FC,"2018-2021, 2022-2023"
Alejandro Glaría,Puebla FC,2000-2001
Adrián Sánchez,Puebla FC,"1996-2005, 2007-2008"
Juan Arango,Puebla FC,2003-2004
Eudalio Arriaga,Puebla FC,2003-2006
Maxi Araújo,Puebla FC,2020-2023
Mario Ortiz,Puebla FC,"2007-2008, 2010-2010, 2012-2012"
Daniel Álvarez,Puebla FC,"2020-2022, 2022-2025"
Lucas Silva,Puebla FC,2011-2012
Francisco Acuña,Puebla FC,"2014-2015, 2017-2018, 2018-2020"
Daniel Arreola,Puebla FC,2018-2020
Alexis Canelo,Puebla FC,2016-2017
Hugo Ruiz,Puebla FC,"2006-2008, 2008-2008, 2009-2010, 2011-2011"
Cuauhtémoc Blanco,Puebla FC,2014-2015
Paquete Higuera,Puebla FC,1997-1998
Alejandro Chumacero,Puebla FC,2018-2021
Óscar Mascorro,Puebla FC,2001-2006
Carlos Sánchez,Puebla FC,2013-2014
Gustavo Ferrareis,Puebla FC,2021-2025
Jordi Cortizo,Puebla FC,"2022-2022, 2022-2023"
Wilberto Cosme,Puebla FC,2014-2015
Sergio Zárate,Puebla FC,"2000-2000, 2001-2001"
Sergio Pérez,Puebla FC,"2005-2006, 2006-2010, 2015-2017"
